msoa11cd,ladnm,Ring,Wealth_Decile_National,Typ_A_11,Typ_C_11,Casc_Inflow_Share_11,Ext_Arm_Share_11,leaf_11,Typ_A_21,Typ_C_21,Casc_Inflow_Share_21,Ext_Arm_Share_21,leaf_21,Genuine_Persistent
E02000321,Greenwich,Inner,1,Lateral,Symmetric,1.0,0.0,,Lateral,Counter-led,1.0,0.0,,False
E02000323,Greenwich,Inner,1,Lateral,Counter-led,1.0,0.0,,Lateral,Counter-led,1.0,0.0,,False
E02000324,Greenwich,Inner,2,Symmetric,Symmetric,0.7436332767402377,0.0,,Counter-led,Counter-led,0.7914893617021277,0.0,,False
E02000326,Greenwich,Inner,3,Symmetric,Symmetric,0.5723951285520974,0.0,,Counter-led,Counter-led,0.6434634974533107,0.0,,False
E02000327,Greenwich,Inner,1,Lateral,Cascade-led,1.0,0.0,frame-sensitive inflow,Lateral,Counter-led,1.0,0.0,,False
E02000328,Greenwich,Inner,4,Cascade-led,Symmetric,0.5339506172839507,0.0,,Counter-led,Counter-led,0.4352941176470588,0.0,,False
E02000329,Greenwich,Inner,4,Counter-led,Counter-led,0.282798833819242,0.0,,Counter-led,Counter-led,0.3112391930835735,0.0,,False
E02000331,Greenwich,Inner,3,Symmetric,Symmetric,0.614713216957606,0.0,,Counter-led,Counter-led,0.5830039525691699,0.0,,False
E02000332,Greenwich,Inner,4,Counter-led,Counter-led,0.3415132924335378,0.0,,Symmetric,Counter-led,0.3577586206896552,0.0,,False
E02000333,Greenwich,Inner,5,Symmetric,Counter-led,0.3475177304964539,0.0,,Symmetric,Counter-led,0.3208469055374592,0.0,,False
E02000334,Greenwich,Inner,3,Symmetric,Counter-led,0.7230392156862745,0.0,,Counter-led,Counter-led,0.5772870662460567,0.0,,False
E02000335,Greenwich,Inner,7,Counter-led,Symmetric,0.0721153846153846,0.3756476683937824,,Counter-led,Symmetric,0.0951219512195122,0.33962264150943394,,False
E02000337,Greenwich,Inner,2,Symmetric,Counter-led,0.9042316258351892,0.0,,Counter-led,Counter-led,0.8717948717948718,0.0,,False
E02000339,Greenwich,Inner,5,Counter-led,Counter-led,0.4430379746835443,0.0,,Counter-led,Counter-led,0.4296296296296296,0.0,,False
E02000340,Greenwich,Inner,5,Counter-led,Counter-led,0.4662162162162162,0.0,,Counter-led,Counter-led,0.5080645161290323,0.0,,False
E02000341,Greenwich,Inner,2,Cascade-led,Counter-led,0.8032036613272311,0.0,,Counter-led,Counter-led,0.8337801608579088,0.0,,False
E02000342,Greenwich,Inner,4,Counter-led,Cascade-led,0.7632286995515695,0.0,frame-sensitive inflow,Counter-led,Symmetric,0.6881405563689604,0.0,,False
E02000343,Greenwich,Inner,3,Counter-led,Counter-led,0.7518987341772152,0.0,,Counter-led,Counter-led,0.7792642140468228,0.0,,False
E02000344,Greenwich,Inner,6,Counter-led,Counter-led,0.3291139240506329,0.0,,Counter-led,Lateral,0.375438596491228,0.0,,False
E02000345,Hackney,Inner,2,Counter-led,Lateral,0.4618473895582329,0.0,,Symmetric,Lateral,0.4668094218415418,0.0,,False
E02000346,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000347,Hackney,Inner,2,Lateral,Lateral,0.6057906458797327,0.0,,Symmetric,Lateral,0.5444191343963554,0.0,,False
E02000348,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000350,Hackney,Inner,3,Cascade-led,Cascade-led,0.3083528493364559,0.0,inflow-driven,Cascade-led,Symmetric,0.2870689655172413,0.0,,False
E02000351,Hackney,Inner,2,Counter-led,Lateral,0.8045627376425856,0.0,,Symmetric,Lateral,0.6686143572621035,0.0,,False
E02000352,Hackney,Inner,2,Lateral,Lateral,0.6905982905982906,0.0,,Lateral,Lateral,0.6817288801571709,0.0,,False
E02000353,Hackney,Inner,3,Cascade-led,Symmetric,0.3882783882783883,0.0,,Symmetric,Counter-led,0.2924037460978148,0.0,,False
E02000354,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000355,Hackney,Inner,2,Lateral,Lateral,0.5098684210526315,0.0,,Lateral,Lateral,0.4273858921161825,0.0,,False
E02000356,Hackney,Inner,3,Counter-led,Counter-led,0.3979357798165137,0.0,,Cascade-led,Counter-led,0.316538882803943,0.0,,False
E02000357,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000358,Hackney,Inner,2,Lateral,Lateral,0.6343167701863354,0.0,,Lateral,Lateral,0.584958217270195,0.0,,False
E02000359,Hackney,Inner,2,Lateral,Lateral,0.4835680751173709,0.0,,Lateral,Lateral,0.4826498422712933,0.0,,False
E02000360,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000361,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000362,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000363,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000364,Hackney,Inner,2,Lateral,Lateral,0.6189967982924226,0.0,,Lateral,Lateral,0.5483870967741935,0.0,,False
E02000365,Hackney,Inner,2,Symmetric,Lateral,0.6605095541401274,0.0,,Symmetric,Lateral,0.5769007544979686,0.0,,False
E02000366,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000367,Hackney,Inner,2,Symmetric,Symmetric,0.5537261698440208,0.0,,Lateral,Lateral,0.598806860551827,0.0,,False
E02000368,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000369,Hackney,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000370,Hackney,Inner,1,Lateral,Symmetric,1.0,0.0,,Lateral,Symmetric,1.0,0.0,,False
E02000371,Hackney,Inner,1,Lateral,Symmetric,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000372,Hammersmith and Fulham,Inner,2,Symmetric,Counter-led,0.8856569709127382,0.0,,Symmetric,Counter-led,0.8447488584474886,0.0,,False
E02000373,Hammersmith and Fulham,Inner,1,Symmetric,Symmetric,1.0,0.0,,Counter-led,Counter-led,1.0,0.0,,False
E02000374,Hammersmith and Fulham,Inner,3,Symmetric,Symmetric,0.672090112640801,0.0,,Symmetric,Counter-led,0.5744431418522861,0.0,,False
E02000375,Hammersmith and Fulham,Inner,2,Symmetric,Symmetric,0.90677025527192,0.0,,Counter-led,Counter-led,0.8949720670391061,0.0,,False
E02000376,Hammersmith and Fulham,Inner,2,Counter-led,Symmetric,0.900785854616896,0.0,,Counter-led,Counter-led,0.8521560574948666,0.0,,False
E02000377,Hammersmith and Fulham,Inner,2,Symmetric,Symmetric,0.9001814882032668,0.0,,Counter-led,Counter-led,0.9287234042553192,0.0,,False
E02000378,Hammersmith and Fulham,Inner,3,Cascade-led,Cascade-led,0.6828571428571428,0.0,inflow-driven,Symmetric,Counter-led,0.6406091370558376,0.0,,False
E02000379,Hammersmith and Fulham,Inner,4,Counter-led,Counter-led,0.5704057279236276,0.0,,Counter-led,Counter-led,0.53003003003003,0.0,,False
E02000380,Hammersmith and Fulham,Inner,4,Cascade-led,Cascade-led,0.574052812858783,0.0,inflow-driven,Counter-led,Counter-led,0.4647651006711409,0.0,,False
E02000381,Hammersmith and Fulham,Inner,4,Symmetric,Symmetric,0.5439367311072056,0.0,,Symmetric,Counter-led,0.5233949945593036,0.0,,False
E02000382,Hammersmith and Fulham,Inner,3,Symmetric,Cascade-led,0.7164021164021164,0.0,frame-sensitive inflow,Symmetric,Counter-led,0.7647058823529411,0.0,,False
E02000383,Hammersmith and Fulham,Inner,4,Cascade-led,Cascade-led,0.6442131047152481,0.0,inflow-driven,Counter-led,Counter-led,0.5477386934673367,0.0,,False
E02000384,Hammersmith and Fulham,Inner,2,Symmetric,Symmetric,0.9282341831916904,0.0,,Cascade-led,Symmetric,0.9400958466453674,0.0,,False
E02000385,Hammersmith and Fulham,Inner,5,Cascade-led,Cascade-led,0.5162509448223734,0.0,inflow-driven,Counter-led,Counter-led,0.4163298302344381,0.0,,False
E02000386,Hammersmith and Fulham,Inner,2,Symmetric,Symmetric,0.9476635514018692,0.0,,Counter-led,Counter-led,0.9435483870967742,0.0,,False
E02000387,Hammersmith and Fulham,Inner,3,Cascade-led,Cascade-led,0.7802197802197802,0.0,inflow-driven,Counter-led,Counter-led,0.7627471383975026,0.0,,False
E02000388,Hammersmith and Fulham,Inner,4,Symmetric,Cascade-led,0.675446049277825,0.0,frame-sensitive inflow,Symmetric,Symmetric,0.6447963800904978,0.0,,False
E02000389,Hammersmith and Fulham,Inner,6,Symmetric,Lateral,0.2422566371681415,0.0,,Counter-led,Lateral,0.2246305418719212,0.0,,False
E02000390,Hammersmith and Fulham,Inner,4,Cascade-led,Cascade-led,0.6298642533936651,0.0,inflow-driven,Lateral,Counter-led,0.647489539748954,0.0,,False
E02000391,Hammersmith and Fulham,Inner,4,Lateral,Cascade-led,0.6960486322188449,0.0,frame-sensitive inflow,Lateral,Symmetric,0.6743027888446215,0.0,,False
E02000392,Hammersmith and Fulham,Inner,4,Lateral,Symmetric,0.7246268656716418,0.0,,Lateral,Counter-led,0.6528861154446178,0.0,,False
E02000393,Hammersmith and Fulham,Inner,6,Symmetric,Lateral,0.2457002457002457,0.0,,Counter-led,Lateral,0.2265415549597855,0.0,,False
E02000394,Hammersmith and Fulham,Inner,3,Symmetric,Cascade-led,0.8601728201099764,0.0,frame-sensitive inflow,Symmetric,Symmetric,0.8706505295007564,0.0,,False
E02000395,Hammersmith and Fulham,Inner,7,Counter-led,Symmetric,0.0824858757062146,0.31403940886699505,,Symmetric,Cascade-led,0.0806754221388367,0.3224489795918367,outflow: internal-majority,False
E02000396,Hammersmith and Fulham,Inner,4,Cascade-led,Symmetric,0.636594663278272,0.0,,Lateral,Counter-led,0.6313497822931785,0.0,,False
E02000397,Haringey,Inner,2,Counter-led,Counter-led,0.7718865598027127,0.0,,Counter-led,Counter-led,0.7313868613138687,0.0,,False
E02000398,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000400,Haringey,Inner,3,Counter-led,Counter-led,0.5525568181818182,0.0,,Symmetric,Counter-led,0.5571205007824727,0.0,,False
E02000401,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000402,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000403,Haringey,Inner,2,Counter-led,Lateral,0.6905615292712067,0.0,,Symmetric,Lateral,0.7030567685589519,0.0,,False
E02000404,Haringey,Inner,2,Symmetric,Lateral,0.6002886002886003,0.0,,Counter-led,Lateral,0.5397849462365591,0.0,,False
E02000405,Haringey,Inner,5,Symmetric,Counter-led,0.5093696763202725,0.0,,Counter-led,Counter-led,0.3395348837209302,0.0,,False
E02000406,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Counter-led,1.0,0.0,,False
E02000407,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000408,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000409,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000410,Haringey,Inner,6,Counter-led,Lateral,0.1231454005934718,0.0,,Counter-led,Lateral,0.115234375,0.0,,False
E02000411,Haringey,Inner,2,Counter-led,Symmetric,0.5907429963459196,0.0,,Counter-led,Symmetric,0.7060240963855422,0.0,,False
E02000412,Haringey,Inner,1,Counter-led,Symmetric,1.0,0.0,,Counter-led,Counter-led,1.0,0.0,,False
E02000413,Haringey,Inner,5,Counter-led,Counter-led,0.5619718309859155,0.0,,Symmetric,Counter-led,0.4583333333333333,0.0,,False
E02000414,Haringey,Inner,2,Symmetric,Lateral,0.5497382198952879,0.0,,Counter-led,Lateral,0.4416666666666666,0.0,,False
E02000415,Haringey,Inner,2,Lateral,Lateral,0.5838926174496645,0.0,,Lateral,Lateral,0.5742251223491027,0.0,,False
E02000416,Haringey,Inner,3,Symmetric,Symmetric,0.5845464725643897,0.0,,Counter-led,Counter-led,0.5668965517241379,0.0,,False
E02000417,Haringey,Inner,5,Symmetric,Symmetric,0.5157004830917874,0.0,,Symmetric,Counter-led,0.4595041322314049,0.0,,False
E02000418,Haringey,Inner,5,Symmetric,Counter-led,0.3245967741935484,0.0,,Symmetric,Counter-led,0.3235294117647059,0.0,,False
E02000419,Haringey,Inner,2,Cascade-led,Lateral,0.6656511805026657,0.0,,Counter-led,Lateral,0.6332288401253918,0.0,,False
E02000420,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000421,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000422,Haringey,Inner,1,Lateral,Lateral,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000423,Haringey,Inner,2,Lateral,Lateral,0.6218097447795824,0.0,,Lateral,Lateral,0.5742971887550201,0.0,,False
E02000424,Haringey,Inner,3,Symmetric,Symmetric,0.6685845799769851,0.0,,Symmetric,Counter-led,0.5415430267062314,0.0,,False
E02000425,Haringey,Inner,3,Cascade-led,Symmetric,0.2205882352941176,0.0,,Counter-led,Counter-led,0.1704745166959578,0.0,,False
E02000426,Haringey,Inner,6,Counter-led,Lateral,0.2228070175438596,0.0,,Symmetric,Lateral,0.2339544513457556,0.0,,False
E02000427,Haringey,Inner,2,Symmetric,Lateral,0.7494481236203091,0.0,,Symmetric,Lateral,0.6779661016949152,0.0,,False
E02000428,Haringey,Inner,1,Lateral,Symmetric,1.0,0.0,,Lateral,Lateral,1.0,0.0,,False
E02000429,Haringey,Inner,5,Counter-led,Counter-led,0.4243458475540387,0.0,,Counter-led,Counter-led,0.3823038397328882,0.0,,False
E02000430,Haringey,Inner,4,Counter-led,Counter-led,0.5034602076124568,0.0,,Counter-led,Counter-led,0.4019975031210986,0.0,,False
E02000431,Haringey,Inner,6,Counter-led,Lateral,0.1752988047808765,0.0,,Symmetric,Lateral,0.1356184798807749,0.0,,False
E02000432,Haringey,Inner,3,Symmetric,Counter-led,0.4848812095032397,0.0,,Symmetric,Counter-led,0.4357743097238895,0.0,,False
E02000433,Harrow,Outer,8,Lateral,Cascade-led,0.0318118948824343,0.38857142857142857,outflow: internal-majority,Lateral,Symmetric,0.0309119010819165,0.5502392344497608,,False
E02000434,Harrow,Outer,7,Counter-led,Counter-led,0.1693548387096774,0.4449838187702265,,Symmetric,Cascade-led,0.1141649048625792,0.4295942720763723,outflow: internal-majority,False
E02000435,Harrow,Outer,5,Counter-led,Counter-led,0.8404255319148937,0.0,,Symmetric,Counter-led,0.77,0.0,,False
E02000436,Harrow,Outer,9,Counter-led,Cascade-led,0.0341365461847389,0.49480249480249483,outflow: internal-majority,Cascade-led,Cascade-led,0.0147679324894514,0.4860813704496788,outflow: internal-majority,False
E02000437,Harrow,Outer,6,Counter-led,Lateral,0.3486486486486486,0.0,,Counter-led,Lateral,0.3744292237442922,0.0,,False
E02000438,Harrow,Outer,5,Symmetric,Counter-led,0.8072727272727273,0.0,,Counter-led,Counter-led,0.7077922077922078,0.0,,False
E02000439,Harrow,Outer,5,Counter-led,Counter-led,0.5430579964850615,0.0,,Counter-led,Counter-led,0.5898366606170599,0.0,,False
E02000440,Harrow,Outer,8,Counter-led,Cascade-led,0.0230473751600512,0.382699868938401,outflow: internal-majority,Cascade-led,Cascade-led,0.01125,0.42983565107458915,outflow: internal-majority,False
E02000441,Harrow,Outer,6,Lateral,Lateral,0.6175637393767706,0.0,,Counter-led,Lateral,0.5609756097560976,0.0,,False
E02000442,Harrow,Outer,6,Counter-led,Counter-led,0.2724252491694352,0.0,,Counter-led,Lateral,0.2883895131086142,0.0,,False
E02000443,Harrow,Outer,4,Symmetric,Counter-led,0.8649789029535865,0.0,,Cascade-led,Counter-led,0.8535620052770448,0.0,,False
E02000444,Harrow,Outer,7,Counter-led,Cascade-led,0.1029185867895545,0.3476027397260274,outflow: internal-majority,Lateral,Cascade-led,0.05683192261185,0.34487179487179487,outflow: internal-majority,False
E02000445,Harrow,Outer,4,Symmetric,Counter-led,0.8401400233372228,0.0,,Symmetric,Counter-led,0.8429530201342282,0.0,,False
E02000447,Harrow,Outer,8,Counter-led,Cascade-led,0.051660516605166,0.3968871595330739,outflow: internal-majority,Counter-led,Symmetric,0.0614285714285714,0.4855403348554033,,False
E02000448,Harrow,Outer,9,Lateral,Symmetric,0.078397212543554,0.43667296786389415,,Lateral,Cascade-led,0.0619765494137353,0.49464285714285716,outflow: internal-majority,False
E02000449,Harrow,Outer,5,Symmetric,Counter-led,0.5050301810865191,0.0,,Counter-led,Counter-led,0.5446623093681917,0.0,,False
E02000451,Harrow,Outer,10,Counter-led,Cascade-led,0.0,0.34423076923076923,outflow: internal-majority,Counter-led,Symmetric,0.0,0.3781190019193858,,False
E02000452,Harrow,Outer,5,Counter-led,Counter-led,0.5742145178764897,0.0,,Counter-led,Counter-led,0.5884279475982532,0.0,,False
E02000453,Harrow,Outer,7,Counter-led,Symmetric,0.1391541609822646,0.29635499207606975,,Counter-led,Cascade-led,0.1518438177874186,0.4322250639386189,outflow: internal-majority,False
E02000454,Harrow,Outer,10,Lateral,Cascade-led,0.0,0.43963963963963965,outflow: internal-majority,Lateral,Cascade-led,0.0,0.4355300859598854,outflow: internal-majority,False
E02000455,Harrow,Outer,5,Lateral,Counter-led,0.6462984723854289,0.0,,Lateral,Counter-led,0.6691588785046729,0.0,,False
E02000456,Harrow,Outer,6,Symmetric,Lateral,0.3363471971066907,0.0,,Counter-led,Lateral,0.3746770025839793,0.0,,False
E02000457,Harrow,Outer,8,Symmetric,Cascade-led,0.074074074074074,0.3976470588235294,outflow: internal-majority,Cascade-led,Cascade-led,0.0791925465838509,0.403035413153457,outflow: internal-majority,False
E02000459,Harrow,Outer,5,Symmetric,Symmetric,0.6471337579617834,0.0,,Counter-led,Counter-led,0.6107594936708861,0.0,,False
E02000460,Harrow,Outer,4,Counter-led,Counter-led,0.8298969072164949,0.0,,Symmetric,Counter-led,0.8484848484848485,0.0,,False
E02000461,Harrow,Outer,8,Counter-led,Counter-led,0.0375838926174496,0.39748953974895396,,Symmetric,Cascade-led,0.0381836945304437,0.40987124463519314,outflow: internal-majority,False
E02000462,Harrow,Outer,6,Symmetric,Lateral,0.1816239316239316,0.0,,Symmetric,Lateral,0.1548672566371681,0.0,,False
E02000463,Harrow,Outer,5,Lateral,Counter-led,0.656964656964657,0.0,,Counter-led,Counter-led,0.5782122905027933,0.0,,False
E02000464,Havering,Outer,3,Symmetric,Counter-led,0.75,0.0,,Counter-led,Counter-led,0.8296529968454258,0.0,,False
E02000465,Havering,Outer,3,Counter-led,Counter-led,0.7804878048780488,0.0,,Counter-led,Counter-led,0.8731343283582089,0.0,,False
E02000466,Havering,Outer,4,Symmetric,Counter-led,0.6791208791208792,0.0,,Counter-led,Counter-led,0.7654028436018957,0.0,,False
E02000467,Havering,Outer,2,Counter-led,Counter-led,0.961335676625659,0.0,,Symmetric,Counter-led,0.9715719063545152,0.0,,False
E02000468,Havering,Outer,5,Lateral,Counter-led,0.5367647058823529,0.0,,Counter-led,Counter-led,0.4921135646687697,0.0,,False
E02000469,Havering,Outer,3,Cascade-led,Counter-led,0.8314285714285714,0.0,,Symmetric,Counter-led,0.7077922077922078,0.0,,False
E02000470,Havering,Outer,7,Counter-led,Symmetric,0.2031523642732049,0.5142857142857142,,Counter-led,Cascade-led,0.1696202531645569,0.6996951219512195,outflow: external-majority,False
E02000471,Havering,Outer,9,Counter-led,Cascade-led,0.0134831460674157,0.4533029612756264,outflow: internal-majority,Counter-led,Counter-led,0.0063694267515923,0.6047008547008547,,False
E02000472,Havering,Outer,7,Counter-led,Symmetric,0.0938775510204081,0.42792792792792794,,Counter-led,Symmetric,0.0768156424581005,0.5476550680786687,,False
E02000473,Havering,Outer,8,Lateral,Counter-led,0.0894454382826475,0.587426326129666,,Lateral,Symmetric,0.0668485675306957,0.5906432748538012,,False
E02000474,Havering,Outer,5,Lateral,Counter-led,0.5688073394495413,0.0,,Lateral,Counter-led,0.5297157622739018,0.0,,False
E02000475,Havering,Outer,8,Counter-led,Symmetric,0.1808972503617945,0.49823321554770317,,Counter-led,Cascade-led,0.1273458445040214,0.5837173579109063,outflow: external-majority,False
E02000476,Havering,Outer,3,Symmetric,Counter-led,0.8581730769230769,0.0,,Counter-led,Counter-led,0.8154402895054282,0.0,,False
E02000477,Havering,Outer,9,Counter-led,Cascade-led,0.0268138801261829,0.4246353322528363,outflow: internal-majority,Counter-led,Symmetric,0.0124653739612188,0.544179523141655,,False
E02000478,Havering,Outer,9,Counter-led,Cascade-led,0.0545454545454545,0.5137362637362637,outflow: external-majority,Counter-led,Symmetric,0.0304878048780487,0.6383647798742138,,False
E02000479,Havering,Outer,5,Counter-led,Counter-led,0.639871382636656,0.0,,Counter-led,Counter-led,0.5296950240770465,0.0,,False
E02000480,Havering,Outer,5,Counter-led,Counter-led,0.5093378607809848,0.0,,Counter-led,Counter-led,0.4857142857142857,0.0,,False
E02000481,Havering,Outer,8,Lateral,Cascade-led,0.2098445595854922,0.7245901639344262,outflow: external-majority,Lateral,Cascade-led,0.1414728682170542,0.7516930022573364,outflow: external-majority,False
E02000482,Havering,Outer,10,Lateral,Symmetric,0.0,0.4515235457063712,,Lateral,Cascade-led,0.0,0.5454545454545454,outflow: external-majority,False
E02000483,Havering,Outer,6,Counter-led,Lateral,0.5802469135802469,0.0,,Counter-led,Lateral,0.5884057971014492,0.0,,False
E02000484,Havering,Outer,8,Counter-led,Cascade-led,0.1025641025641025,0.5023809523809524,outflow: external-majority,Counter-led,Symmetric,0.0711538461538461,0.6438923395445134,,False
E02000485,Havering,Outer,8,Counter-led,Symmetric,0.2163265306122449,0.5572916666666666,,Counter-led,Cascade-led,0.160246533127889,0.5908256880733945,outflow: external-majority,False
E02000486,Havering,Outer,8,Counter-led,Symmetric,0.1140776699029126,0.473972602739726,,Counter-led,Counter-led,0.1040723981900452,0.5050505050505051,,False
E02000487,Havering,Outer,10,Lateral,Cascade-led,0.0,0.49023861171366595,outflow: internal-majority,Lateral,Symmetric,0.0,0.6027088036117382,,False
E02000488,Havering,Outer,9,Counter-led,Symmetric,0.0157068062827225,0.42819148936170215,,Counter-led,Counter-led,0.016867469879518,0.5514705882352942,,False
E02000489,Havering,Outer,6,Symmetric,Lateral,0.304635761589404,0.0,,Counter-led,Lateral,0.2826086956521739,0.0,,False
E02000490,Havering,Outer,6,Counter-led,Lateral,0.2851985559566787,0.0,,Counter-led,Lateral,0.2201834862385321,0.0,,False
E02000491,Havering,Outer,3,Counter-led,Counter-led,0.8699763593380615,0.0,,Counter-led,Counter-led,0.8768328445747801,0.0,,False
E02000492,Havering,Outer,7,Counter-led,Counter-led,0.0348837209302325,0.6465863453815262,,Counter-led,Symmetric,0.0979498861047836,0.6691919191919192,,False
E02000493,Havering,Outer,4,Counter-led,Counter-led,0.5775075987841946,0.0,,Counter-led,Counter-led,0.592797783933518,0.0,,False
E02000494,Hillingdon,Outer,9,Counter-led,Cascade-led,0.0205371248025276,0.5419354838709678,outflow: external-majority,Counter-led,Symmetric,0.0200729927007299,0.5754189944134078,,False
E02000495,Hillingdon,Outer,7,Counter-led,Symmetric,0.2362110311750599,0.6043956043956044,,Counter-led,Cascade-led,0.1538461538461538,0.6316410861865407,outflow: external-majority,False
E02000496,Hillingdon,Outer,5,Symmetric,Counter-led,0.7816593886462883,0.0,,Symmetric,Counter-led,0.7871794871794872,0.0,,False
E02000497,Hillingdon,Outer,6,Symmetric,Lateral,0.6765873015873016,0.0,,Counter-led,Lateral,0.5424242424242425,0.0,,False
E02000498,Hillingdon,Outer,7,Symmetric,Cascade-led,0.2410358565737052,0.5826771653543307,outflow: external-majority,Counter-led,Cascade-led,0.1934782608695652,0.6442048517520216,outflow: external-majority,False
E02000499,Hillingdon,Outer,9,Lateral,Cascade-led,0.040650406504065,0.5148305084745762,outflow: external-majority,Lateral,Cascade-led,0.0357852882703777,0.6247422680412371,outflow: external-majority,False
E02000500,Hillingdon,Outer,9,Lateral,Symmetric,0.0348652931854199,0.43842364532019706,,Lateral,Cascade-led,0.0411522633744856,0.5364806866952789,outflow: external-majority,False
E02000501,Hillingdon,Outer,9,Lateral,Symmetric,0.0479846449136276,0.44556451612903225,,Lateral,Cascade-led,0.027434842249657,0.5148095909732017,outflow: external-majority,False
E02000502,Hillingdon,Outer,7,Counter-led,Symmetric,0.2206451612903225,0.5579470198675497,,Counter-led,Cascade-led,0.1855146124523507,0.717628705148206,outflow: external-majority,False
E02000503,Hillingdon,Outer,8,Lateral,Counter-led,0.1302325581395348,0.5080213903743316,,Lateral,Cascade-led,0.1178807947019867,0.6531531531531531,outflow: external-majority,False
E02000504,Hillingdon,Outer,10,Lateral,Cascade-led,0.0,0.48695652173913045,outflow: internal-majority,Counter-led,Symmetric,0.0,0.6293577981651376,,False
E02000506,Hillingdon,Outer,9,Counter-led,Cascade-led,0.063943161634103,0.47248576850094876,outflow: internal-majority,Counter-led,Cascade-led,0.0678513731825525,0.5545927209705372,outflow: external-majority,False
E02000507,Hillingdon,Outer,7,Symmetric,Cascade-led,0.1305732484076433,0.45604395604395603,outflow: internal-majority,Counter-led,Cascade-led,0.1066878980891719,0.6060606060606061,outflow: external-majority,False
E02000508,Hillingdon,Outer,5,Cascade-led,Cascade-led,0.5664502903997267,0.0,inflow-driven,Cascade-led,Cascade-led,0.5309734513274337,0.0,inflow-driven,True
E02000509,Hillingdon,Outer,3,Cascade-led,Cascade-led,0.9338338808071328,0.0,inflow-driven,Cascade-led,Cascade-led,0.9491964748574392,0.0,inflow-driven,True
E02000510,Hillingdon,Outer,6,Counter-led,Lateral,0.2698706099815157,0.0,,Counter-led,Lateral,0.18580375782881,0.0,,False
E02000511,Hillingdon,Outer,6,Counter-led,Lateral,0.1120689655172413,0.0,,Counter-led,Lateral,0.1940700808625337,0.0,,False
E02000512,Hillingdon,Outer,4,Cascade-led,Counter-led,0.5945945945945946,0.0,,Counter-led,Counter-led,0.6481481481481481,0.0,,False
E02000513,Hillingdon,Outer,2,Counter-led,Counter-led,0.9625585023400935,0.0,,Symmetric,Counter-led,0.9682539682539684,0.0,,False
E02000514,Hillingdon,Outer,5,Cascade-led,Symmetric,0.3209134615384615,0.0,,Counter-led,Counter-led,0.3136690647482014,0.0,,False
E02000515,Hillingdon,Outer,4,Cascade-led,Cascade-led,0.627435697583788,0.0,inflow-driven,Cascade-led,Counter-led,0.6572104018912529,0.0,,False
E02000516,Hillingdon,Outer,4,Counter-led,Counter-led,0.4123134328358209,0.0,,Counter-led,Counter-led,0.413265306122449,0.0,,False
E02000517,Hillingdon,Outer,3,Symmetric,Counter-led,0.8121827411167513,0.0,,Lateral,Counter-led,0.8045375218150087,0.0,,False
E02000518,Hillingdon,Outer,3,Cascade-led,Symmetric,0.8661417322834646,0.0,,Lateral,Counter-led,0.8904109589041096,0.0,,False
E02000519,Hillingdon,Outer,3,Lateral,Lateral,0.8,0.0,,Lateral,Lateral,0.8059701492537313,0.0,,False
E02000520,Hillingdon,Outer,3,Cascade-led,Lateral,0.8162031438935913,0.0,,Counter-led,Counter-led,0.7889447236180904,0.0,,False
