msoa11cd,ladnm,Wealth_Decile,IMD_2010,IMD_2019,IMD_Change,Inflow_Wealthier,Outflow_Poorer,Total_Inflow,Total_Outflow,Net_Cascade,Cascade_Ratio,Pct_Inflow_Wealthier
E02000204,Croydon,7,20.923381666666668,23.081833333333332,2.1584516666666644,98.0,486.0,677.0,797.0,-388.0,0.20164609053497942,14.47562776957164
E02000206,Croydon,4,31.202415000000002,33.10883333333333,1.9064183333333276,409.0,197.0,861.0,850.0,212.0,2.0761421319796955,47.50290360046458
E02000207,Croydon,3,32.742219999999996,28.7464,-3.995819999999995,399.0,59.0,611.0,617.0,340.0,6.762711864406779,65.30278232405891
E02000208,Croydon,3,34.789542,39.8776,5.088058000000004,664.0,117.0,931.0,1117.0,547.0,5.6752136752136755,71.32116004296455
E02000209,Croydon,5,26.046910000000004,25.937400000000004,-0.10951000000000022,254.0,240.0,566.0,673.0,14.0,1.0583333333333333,44.87632508833922
E02000210,Croydon,7,18.97841,18.6496,-0.3288100000000007,120.0,305.0,613.0,550.0,-185.0,0.39344262295081966,19.575856443719413
E02000211,Croydon,9,11.3389544,10.628800000000002,-0.7101543999999986,77.0,215.0,482.0,430.0,-138.0,0.3581395348837209,15.975103734439832
E02000212,Croydon,4,29.739767999999998,30.0,0.260232000000002,288.0,123.0,661.0,777.0,165.0,2.341463414634146,43.57034795763994
E02000213,Croydon,2,37.583,39.2134,1.6304000000000016,992.0,32.0,1236.0,1278.0,960.0,31.0,80.2588996763754
E02000214,Croydon,9,12.6455575,10.840499999999999,-1.805057500000002,26.0,230.0,368.0,292.0,-204.0,0.11304347826086956,7.065217391304348
E02000215,Croydon,6,23.5899,23.43433333333333,-0.15556666666666885,353.0,450.0,1198.0,1130.0,-97.0,0.7844444444444445,29.465776293823037
E02000216,Croydon,8,13.614487500000001,13.58825,-0.02623750000000058,61.0,276.0,559.0,602.0,-215.0,0.2210144927536232,10.912343470483005
E02000217,Croydon,4,29.476869999999998,28.8816,-0.5952699999999993,537.0,160.0,1030.0,939.0,377.0,3.35625,52.13592233009708
E02000218,Croydon,5,25.184525,22.507749999999998,-2.676775000000003,183.0,78.0,310.0,278.0,105.0,2.3461538461538463,59.03225806451613
E02000219,Croydon,10,9.497382400000001,9.105599999999999,-0.3917824000000021,0.0,206.0,383.0,283.0,-206.0,0.0,0.0
E02000220,Croydon,5,27.760411999999995,26.950200000000002,-0.8102119999999928,0.0,0.0,0.0,0.0,0.0,,
E02000221,Croydon,4,30.110200000000003,28.386400000000002,-1.7238000000000007,419.0,98.0,703.0,556.0,321.0,4.275510204081633,59.60170697012802
E02000222,Croydon,7,18.361132,14.941399999999998,-3.4197320000000033,267.0,192.0,705.0,532.0,75.0,1.390625,37.87234042553192
E02000223,Croydon,2,42.397465999999994,38.897800000000004,-3.4996659999999906,184.0,37.0,253.0,312.0,147.0,4.972972972972973,72.72727272727273
E02000224,Croydon,8,17.018464,15.110800000000001,-1.9076640000000005,94.0,292.0,582.0,556.0,-198.0,0.3219178082191781,16.151202749140893
E02000225,Croydon,4,31.609485999999997,31.7646,0.15511400000000464,141.0,64.0,277.0,234.0,77.0,2.203125,50.90252707581227
E02000226,Croydon,10,8.1633344,9.337,1.1736655999999996,0.0,207.0,409.0,251.0,-207.0,0.0,0.0
E02000227,Croydon,8,16.36421875,17.69175,1.3275312499999998,117.0,237.0,659.0,586.0,-120.0,0.4936708860759494,17.754172989377846
E02000228,Croydon,10,6.2378106,5.6372,-0.6006106000000004,0.0,227.0,441.0,320.0,-227.0,0.0,0.0
E02000229,Croydon,1,43.209697500000004,38.60725,-4.602447500000004,238.0,0.0,259.0,258.0,238.0,,91.8918918918919
E02000230,Croydon,8,15.718916333333333,14.151499999999999,-1.567416333333334,183.0,265.0,809.0,620.0,-82.0,0.690566037735849,22.62051915945612
E02000231,Croydon,10,9.6007322,8.752600000000001,-0.8481321999999984,0.0,322.0,607.0,374.0,-322.0,0.0,0.0
E02000232,Croydon,9,12.457981499999999,11.939,-0.5189814999999989,52.0,76.0,314.0,146.0,-24.0,0.6842105263157895,16.560509554140125
E02000233,Croydon,7,18.038445,13.877500000000001,-4.160944999999998,150.0,65.0,362.0,292.0,85.0,2.3076923076923075,41.43646408839779
E02000234,Croydon,8,17.4139432,17.4722,0.05825680000000233,178.0,148.0,687.0,412.0,30.0,1.2027027027027026,25.90975254730713
E02000235,Croydon,9,12.43381175,11.05475,-1.37906175,35.0,121.0,383.0,203.0,-86.0,0.2892561983471074,9.138381201044385
E02000236,Croydon,9,11.3462112,9.271600000000001,-2.0746111999999997,49.0,150.0,507.0,268.0,-101.0,0.32666666666666666,9.664694280078894
E02000237,Croydon,9,12.1321548,13.0292,0.8970451999999991,15.0,96.0,368.0,190.0,-81.0,0.15625,4.076086956521739
E02000238,Ealing,7,20.276236,18.6098,-1.666436000000001,224.0,399.0,819.0,790.0,-175.0,0.5614035087719298,27.350427350427353
E02000239,Ealing,8,13.805008,12.7596,-1.0454080000000001,43.0,441.0,570.0,700.0,-398.0,0.09750566893424037,7.5438596491228065
E02000240,Ealing,3,33.17607833333333,30.041833333333333,-3.1342449999999964,442.0,76.0,627.0,578.0,366.0,5.815789473684211,70.49441786283892
E02000241,Ealing,7,19.818995,20.15175,0.3327549999999988,136.0,249.0,563.0,504.0,-113.0,0.5461847389558233,24.156305506216697
E02000242,Ealing,8,16.144545,15.131,-1.0135450000000006,17.0,352.0,428.0,533.0,-335.0,0.048295454545454544,3.9719626168224296
E02000243,Ealing,5,25.792579999999997,24.2364,-1.5561799999999977,249.0,158.0,539.0,574.0,91.0,1.5759493670886076,46.19666048237477
E02000244,Ealing,8,17.529362499999998,17.13375,-0.3956124999999986,33.0,405.0,536.0,595.0,-372.0,0.08148148148148149,6.156716417910448
E02000245,Ealing,1,42.768118,38.042,-4.726118,582.0,0.0,723.0,581.0,582.0,,80.49792531120332
E02000246,Ealing,3,34.129964,30.4966,-3.6333640000000003,354.0,61.0,485.0,541.0,293.0,5.80327868852459,72.98969072164948
E02000247,Ealing,4,29.9664875,27.878500000000003,-2.087987499999997,378.0,144.0,649.0,729.0,234.0,2.625,58.24345146379045
E02000248,Ealing,8,17.421225,18.8875,1.4662749999999996,79.0,519.0,598.0,780.0,-440.0,0.15221579961464354,13.210702341137123
E02000249,Ealing,5,27.201665000000002,24.56725,-2.6344150000000006,232.0,185.0,573.0,610.0,47.0,1.2540540540540541,40.48865619546248
E02000250,Ealing,10,9.414524499999999,8.02775,-1.3867744999999996,0.0,376.0,358.0,459.0,-376.0,0.0,0.0
E02000251,Ealing,7,20.187966,17.3586,-2.8293660000000003,67.0,368.0,469.0,539.0,-301.0,0.18206521739130435,14.285714285714285
E02000252,Ealing,3,32.684242,29.7072,-2.9770419999999973,1081.0,326.0,1736.0,2129.0,755.0,3.315950920245399,62.26958525345621
E02000253,Ealing,4,32.31946,33.957,1.6375400000000013,345.0,130.0,571.0,621.0,215.0,2.6538461538461537,60.42031523642733
E02000254,Ealing,6,23.580052000000002,22.6104,-0.9696520000000035,85.0,321.0,575.0,691.0,-236.0,0.26479750778816197,14.782608695652174
E02000255,Ealing,5,24.625538333333335,21.419,-3.2065383333333344,363.0,225.0,720.0,663.0,138.0,1.6133333333333333,50.416666666666664
E02000256,Ealing,8,15.915395999999998,13.209800000000001,-2.7055959999999963,161.0,634.0,970.0,1042.0,-473.0,0.2539432176656151,16.597938144329895
E02000257,Ealing,7,18.682334,15.61825,-3.064084000000001,0.0,0.0,0.0,0.0,0.0,,
E02000258,Ealing,6,21.11714,18.416,-2.7011399999999988,221.0,376.0,713.0,714.0,-155.0,0.5877659574468085,30.995792426367462
E02000259,Ealing,8,16.057702499999998,14.994,-1.063702499999998,37.0,399.0,440.0,533.0,-362.0,0.09273182957393483,8.409090909090908
E02000260,Ealing,4,32.400446,26.137400000000003,-6.263045999999999,216.0,162.0,623.0,820.0,54.0,1.3333333333333333,34.67094703049759
E02000261,Ealing,5,27.14385833333333,23.207833333333337,-3.9360249999999937,510.0,623.0,1416.0,1477.0,-113.0,0.8186195826645265,36.016949152542374
E02000262,Ealing,4,29.597953999999998,25.635199999999998,-3.9627540000000003,637.0,311.0,1158.0,1161.0,326.0,2.0482315112540195,55.008635578583764
E02000263,Ealing,4,29.984886666666668,29.92216666666667,-0.06271999999999878,176.0,183.0,795.0,1179.0,-7.0,0.9617486338797814,22.138364779874216
E02000264,Ealing,7,18.305072000000003,18.0822,-0.2228720000000024,255.0,548.0,1016.0,995.0,-293.0,0.4653284671532847,25.098425196850393
E02000265,Ealing,4,31.296819999999997,26.59483333333333,-4.7019866666666665,681.0,191.0,1066.0,1136.0,490.0,3.5654450261780104,63.88367729831145
E02000266,Ealing,1,47.215891428571425,37.36514285714286,-9.850748571428568,759.0,0.0,904.0,825.0,759.0,,83.96017699115043
E02000267,Ealing,6,21.756915,18.649,-3.1079149999999984,272.0,213.0,677.0,486.0,59.0,1.2769953051643192,40.177252584933534
E02000268,Ealing,7,20.794953333333336,21.004,0.20904666666666571,249.0,409.0,852.0,879.0,-160.0,0.60880195599022,29.225352112676056
E02000269,Ealing,9,12.149699,10.6316,-1.5180989999999994,20.0,587.0,759.0,755.0,-567.0,0.034071550255536626,2.635046113306983
E02000270,Ealing,3,33.238848000000004,36.310199999999995,3.0713519999999903,772.0,98.0,1377.0,1136.0,674.0,7.877551020408164,56.0639070442992
E02000271,Ealing,9,12.79749475,9.57725,-3.220244750000001,24.0,529.0,743.0,642.0,-505.0,0.045368620037807186,3.2301480484522207
E02000272,Ealing,9,11.2407785,10.343499999999999,-0.8972785000000005,9.0,342.0,401.0,472.0,-333.0,0.02631578947368421,2.2443890274314215
E02000274,Ealing,4,32.31972142857143,28.304000000000002,-4.015721428571425,0.0,0.0,0.0,0.0,0.0,,
E02000275,Ealing,3,33.73231,27.57425,-6.158059999999999,254.0,84.0,412.0,631.0,170.0,3.0238095238095237,61.6504854368932
E02000276,Ealing,8,14.8599295,13.668249999999999,-1.1916795000000011,116.0,376.0,633.0,648.0,-260.0,0.30851063829787234,18.325434439178515
E02000277,Enfield,6,23.83847,26.24225,2.4037799999999976,52.0,270.0,440.0,411.0,-218.0,0.1925925925925926,11.818181818181818
E02000278,Enfield,2,38.53651,38.6706,0.1340900000000005,275.0,96.0,452.0,460.0,179.0,2.8645833333333335,60.84070796460177
E02000279,Enfield,4,31.9931675,32.48916666666667,0.495999166666671,225.0,226.0,769.0,686.0,-1.0,0.995575221238938,29.258777633289988
E02000280,Enfield,7,20.425478400000003,21.8056,1.3801215999999954,151.0,136.0,495.0,330.0,15.0,1.1102941176470589,30.50505050505051
E02000281,Enfield,4,29.389828,27.879399999999997,-1.5104280000000045,284.0,192.0,591.0,475.0,92.0,1.4791666666666667,48.05414551607445
E02000282,Enfield,1,43.116834,39.9994,-3.117433999999996,431.0,0.0,581.0,642.0,431.0,,74.18244406196214
E02000283,Enfield,5,27.650063999999997,30.8046,3.154536000000004,85.0,280.0,481.0,422.0,-195.0,0.30357142857142855,17.671517671517673
E02000284,Enfield,8,15.7363976,16.9218,1.185402400000001,113.0,315.0,657.0,515.0,-202.0,0.35873015873015873,17.19939117199391
E02000285,Enfield,9,10.753410500000001,11.375250000000001,0.6218395000000001,20.0,209.0,352.0,260.0,-189.0,0.09569377990430622,5.681818181818182
E02000286,Enfield,8,15.412048000000002,17.5816,2.1695519999999995,172.0,315.0,788.0,555.0,-143.0,0.546031746031746,21.82741116751269
E02000287,Enfield,9,11.349045499999999,13.16875,1.8197045000000003,97.0,242.0,473.0,423.0,-145.0,0.40082644628099173,20.507399577167018
E02000288,Enfield,3,34.18280666666667,33.36,-0.822806666666672,370.0,188.0,733.0,737.0,182.0,1.9680851063829787,50.4774897680764
E02000289,Enfield,10,9.8803625,10.369,0.4886374999999994,0.0,199.0,386.0,272.0,-199.0,0.0,0.0
E02000290,Enfield,2,39.861509999999996,39.738749999999996,-0.12275999999999954,301.0,64.0,555.0,523.0,237.0,4.703125,54.234234234234236
E02000291,Enfield,6,21.713304,22.6984,0.9850959999999986,285.0,339.0,787.0,700.0,-54.0,0.8407079646017699,36.213468869123254
E02000292,Enfield,7,20.053101833333333,21.468166666666665,1.4150648333333322,109.0,323.0,685.0,575.0,-214.0,0.33746130030959753,15.912408759124089
E02000293,Enfield,10,8.9297335,10.8725,1.9427665000000012,0.0,242.0,314.0,311.0,-242.0,0.0,0.0
E02000294,Enfield,5,28.002978000000002,29.782,1.7790219999999977,134.0,341.0,676.0,603.0,-207.0,0.39296187683284456,19.82248520710059
E02000295,Enfield,9,12.0749144,14.3244,2.2494856,71.0,343.0,555.0,530.0,-272.0,0.20699708454810495,12.792792792792792
E02000296,Enfield,7,20.015442,19.668599999999998,-0.3468420000000023,315.0,301.0,937.0,914.0,14.0,1.0465116279069768,33.6179295624333
E02000297,Enfield,9,10.676952833333333,11.140333333333333,0.46338049999999953,45.0,316.0,440.0,448.0,-271.0,0.14240506329113925,10.227272727272728
E02000298,Enfield,10,9.864018999999999,8.491200000000001,-1.372818999999998,0.0,385.0,607.0,559.0,-385.0,0.0,0.0
E02000299,Enfield,3,33.860984,34.117399999999996,0.2564159999999944,206.0,347.0,609.0,910.0,-141.0,0.5936599423631124,33.825944170771756
E02000300,Enfield,5,28.247826000000003,31.644799999999996,3.396973999999993,158.0,425.0,617.0,790.0,-267.0,0.37176470588235294,25.60777957860616
E02000301,Enfield,2,41.65164,40.272,-1.379640000000002,311.0,169.0,636.0,788.0,142.0,1.8402366863905326,48.89937106918239
E02000302,Enfield,7,20.881618,19.215600000000002,-1.6660179999999976,129.0,247.0,535.0,509.0,-118.0,0.5222672064777328,24.11214953271028
E02000303,Enfield,2,39.434844,39.298199999999994,-0.13664400000000398,312.0,142.0,574.0,641.0,170.0,2.1971830985915495,54.35540069686411
E02000304,Enfield,10,9.66158,9.462399999999999,-0.1991800000000019,0.0,379.0,495.0,463.0,-379.0,0.0,0.0
E02000305,Enfield,7,18.023322,15.3446,-2.6787220000000005,159.0,348.0,680.0,746.0,-189.0,0.45689655172413796,23.38235294117647
E02000306,Enfield,1,52.44551,43.540800000000004,-8.904709999999994,304.0,0.0,437.0,537.0,304.0,,69.56521739130434
E02000307,Enfield,5,26.71487833333333,24.89616666666667,-1.8187116666666618,102.0,340.0,608.0,771.0,-238.0,0.3,16.776315789473685
E02000308,Enfield,5,25.789194,21.9112,-3.8779939999999975,303.0,226.0,810.0,659.0,77.0,1.3407079646017699,37.407407407407405
E02000309,Enfield,1,44.021836666666665,38.10633333333333,-5.915503333333334,469.0,0.0,721.0,996.0,469.0,,65.0485436893204
E02000311,Enfield,4,29.96753,26.741833333333336,-3.225696666666664,293.0,288.0,705.0,801.0,5.0,1.0173611111111112,41.56028368794326
E02000312,Enfield,5,24.15724833333333,19.403833333333335,-4.753414999999997,333.0,510.0,1075.0,1160.0,-177.0,0.6529411764705882,30.976744186046513
E02000313,Greenwich,1,46.372665,29.149,-17.223664999999997,250.0,0.0,319.0,414.0,250.0,,78.36990595611285
E02000314,Greenwich,3,32.975835,23.476428571428574,-9.499406428571422,460.0,268.0,1155.0,1097.0,192.0,1.7164179104477613,39.82683982683983
E02000315,Greenwich,1,42.68867,37.013,-5.675670000000004,357.0,0.0,494.0,593.0,357.0,,72.2672064777328
E02000316,Greenwich,2,40.37712,24.489250000000002,-15.887869999999996,0.0,0.0,0.0,0.0,0.0,,
E02000317,Greenwich,1,46.177251999999996,32.6576,-13.519651999999994,385.0,0.0,527.0,497.0,385.0,,73.05502846299811
E02000318,Greenwich,3,33.094662,26.7152,-6.379462,273.0,239.0,914.0,1085.0,34.0,1.1422594142259415,29.86870897155361
E02000319,Greenwich,3,33.5178625,24.010499999999997,-9.507362500000003,304.0,186.0,768.0,911.0,118.0,1.6344086021505377,39.58333333333333
E02000320,Greenwich,4,31.11635,22.11375,-9.002600000000001,159.0,216.0,441.0,415.0,-57.0,0.7361111111111112,36.054421768707485
E02000321,Greenwich,1,44.9701825,33.3305,-11.6396825,341.0,0.0,485.0,493.0,341.0,,70.30927835051546
E02000323,Greenwich,1,46.089688333333335,32.33433333333333,-13.755355000000002,696.0,0.0,1022.0,988.0,696.0,,68.10176125244618
E02000324,Greenwich,2,39.5193725,29.6825,-9.836872500000002,328.0,76.0,468.0,495.0,252.0,4.315789473684211,70.08547008547008
E02000326,Greenwich,4,29.174857499999998,20.183500000000002,-8.991357499999996,290.0,186.0,672.0,508.0,104.0,1.5591397849462365,43.154761904761905
E02000327,Greenwich,1,44.594494999999995,30.384,-14.210494999999995,334.0,0.0,460.0,429.0,334.0,,72.60869565217392
E02000328,Greenwich,6,23.66691,17.396250000000002,-6.2706599999999995,87.0,273.0,554.0,551.0,-186.0,0.31868131868131866,15.703971119133575
E02000329,Greenwich,5,25.038655,19.74,-5.298655,78.0,212.0,350.0,380.0,-134.0,0.36792452830188677,22.285714285714285
E02000331,Greenwich,3,33.482145,29.5225,-3.959645000000002,271.0,116.0,578.0,560.0,155.0,2.336206896551724,46.88581314878893
E02000332,Greenwich,6,22.954953999999997,15.8816,-7.073353999999997,76.0,298.0,501.0,504.0,-222.0,0.2550335570469799,15.169660678642716
E02000333,Greenwich,6,21.28062,14.084,-7.196619999999999,104.0,256.0,498.0,527.0,-152.0,0.40625,20.883534136546185
E02000334,Greenwich,4,29.5809575,25.97975,-3.601207500000001,119.0,135.0,307.0,358.0,-16.0,0.8814814814814815,38.762214983713356
E02000335,Greenwich,8,14.0149025,11.3535,-2.6614024999999994,48.0,211.0,363.0,367.0,-163.0,0.22748815165876776,13.223140495867769
E02000337,Greenwich,3,36.376599999999996,30.8538,-5.522799999999997,176.0,45.0,361.0,371.0,131.0,3.911111111111111,48.75346260387812
E02000339,Greenwich,7,17.9297875,16.8855,-1.0442874999999994,66.0,143.0,364.0,303.0,-77.0,0.46153846153846156,18.13186813186813
E02000340,Greenwich,7,20.1953475,14.4035,-5.791847500000001,169.0,228.0,543.0,434.0,-59.0,0.7412280701754386,31.123388581952117
E02000341,Greenwich,2,41.683504000000006,38.4084,-3.275104000000006,287.0,52.0,411.0,410.0,235.0,5.519230769230769,69.82968369829685
E02000342,Greenwich,5,25.738275,21.143333333333334,-4.594941666666667,226.0,171.0,542.0,549.0,55.0,1.3216374269005848,41.69741697416974
E02000343,Greenwich,5,27.723685,24.605,-3.1186849999999993,156.0,109.0,362.0,332.0,47.0,1.4311926605504588,43.0939226519337
E02000344,Greenwich,8,17.2446175,12.808,-4.4366175000000005,80.0,173.0,405.0,337.0,-93.0,0.4624277456647399,19.753086419753085
E02000345,Hackney,3,35.81385,29.094600000000003,-6.719249999999999,144.0,448.0,562.0,899.0,-304.0,0.32142857142857145,25.622775800711743
E02000346,Hackney,1,53.19920333333334,47.19425,-6.00495333333334,781.0,0.0,1296.0,1228.0,781.0,,60.26234567901234
E02000347,Hackney,2,40.27214,29.094600000000003,-11.177539999999997,290.0,172.0,612.0,730.0,118.0,1.686046511627907,47.385620915032675
E02000348,Hackney,1,43.36698,33.337,-10.029979999999995,337.0,0.0,469.0,671.0,337.0,,71.85501066098081
E02000350,Hackney,4,31.160314,24.362000000000002,-6.798313999999998,199.0,777.0,1176.0,1152.0,-578.0,0.25611325611325614,16.921768707482993
E02000351,Hackney,2,36.660595,28.096333333333334,-8.564261666666667,745.0,354.0,1361.0,1462.0,391.0,2.1045197740112993,54.7391623806025
E02000352,Hackney,2,36.809425000000005,26.52625,-10.283175000000004,314.0,131.0,686.0,691.0,183.0,2.3969465648854964,45.77259475218659
E02000353,Hackney,4,30.885446,23.750400000000003,-7.135045999999999,192.0,640.0,997.0,1057.0,-448.0,0.3,19.257773319959878
E02000354,Hackney,1,50.68417,34.91816666666667,-15.76600333333333,670.0,0.0,970.0,1215.0,670.0,,69.0721649484536
E02000355,Hackney,2,38.53406,28.794600000000003,-9.739459999999994,275.0,346.0,876.0,1046.0,-71.0,0.7947976878612717,31.39269406392694
E02000356,Hackney,4,30.043664999999997,23.71275,-6.330914999999997,212.0,573.0,936.0,920.0,-361.0,0.3699825479930192,22.64957264957265
E02000357,Hackney,1,46.1539425,43.948750000000004,-2.2051924999999954,250.0,0.0,397.0,467.0,250.0,,62.97229219143576
E02000358,Hackney,2,40.48261,31.88333333333333,-8.599276666666672,571.0,393.0,1376.0,1393.0,178.0,1.4529262086513994,41.497093023255815
E02000359,Hackney,2,38.28151,30.761,-7.520509999999998,228.0,286.0,693.0,829.0,-58.0,0.7972027972027972,32.900432900432904
E02000360,Hackney,1,49.14069333333333,36.49033333333333,-12.65036,627.0,0.0,972.0,1118.0,627.0,,64.50617283950618
E02000361,Hackney,1,45.1511775,33.433749999999996,-11.717427500000007,806.0,0.0,1236.0,1271.0,806.0,,65.21035598705501
E02000362,Hackney,1,54.821650000000005,44.246,-10.575650000000003,503.0,0.0,812.0,753.0,503.0,,61.94581280788177
E02000363,Hackney,1,52.85896499999999,41.90616666666667,-10.95279833333332,616.0,0.0,1127.0,969.0,616.0,,54.6583850931677
E02000364,Hackney,2,40.055288000000004,27.8294,-12.225888000000005,395.0,353.0,1006.0,1139.0,42.0,1.1189801699716715,39.264413518886684
E02000365,Hackney,3,34.9749775,30.121625,-4.8533525,0.0,0.0,0.0,0.0,0.0,,
E02000366,Hackney,1,44.025908,35.164,-8.861908,443.0,0.0,737.0,759.0,443.0,,60.10854816824966
E02000367,Hackney,2,39.28004,31.241833333333332,-8.038206666666667,594.0,480.0,1460.0,1472.0,114.0,1.2375,40.68493150684932
E02000368,Hackney,1,50.72036333333333,38.368,-12.35236333333333,574.0,0.0,928.0,930.0,574.0,,61.853448275862064
E02000369,Hackney,1,48.22953833333333,36.405499999999996,-11.824038333333334,1019.0,0.0,1516.0,1604.0,1019.0,,67.21635883905013
E02000370,Hackney,1,49.169777499999995,33.74225,-15.427527499999997,794.0,0.0,1062.0,915.0,794.0,,74.76459510357816
E02000371,Hackney,1,55.66054,29.596571428571426,-26.06396857142857,0.0,0.0,0.0,0.0,0.0,,
E02000372,Hammersmith and Fulham,2,39.985538,32.571999999999996,-7.413538000000003,870.0,169.0,1267.0,1367.0,701.0,5.14792899408284,68.66614048934491
E02000373,Hammersmith and Fulham,1,45.1734825,39.32225,-5.851232500000002,439.0,0.0,514.0,550.0,439.0,,85.40856031128405
E02000374,Hammersmith and Fulham,5,28.058665,28.28425,0.22558499999999881,244.0,452.0,750.0,968.0,-208.0,0.5398230088495575,32.53333333333333
E02000375,Hammersmith and Fulham,3,33.5227075,30.777749999999997,-2.7449575000000053,555.0,213.0,982.0,1068.0,342.0,2.6056338028169015,56.51731160896131
E02000376,Hammersmith and Fulham,2,36.49617,30.458750000000002,-6.037419999999997,746.0,110.0,1034.0,1193.0,636.0,6.781818181818182,72.14700193423597
E02000377,Hammersmith and Fulham,3,33.387572,28.099200000000003,-5.288371999999995,611.0,173.0,996.0,1160.0,438.0,3.531791907514451,61.34538152610441
E02000378,Hammersmith and Fulham,4,29.2776325,24.207,-5.0706324999999985,515.0,337.0,967.0,1040.0,178.0,1.5281899109792285,53.25749741468459
E02000379,Hammersmith and Fulham,6,22.651445,18.59425,-4.057195,222.0,333.0,718.0,740.0,-111.0,0.6666666666666666,30.919220055710305
E02000380,Hammersmith and Fulham,6,21.4821475,17.32625,-4.155897499999998,140.0,312.0,657.0,657.0,-172.0,0.44871794871794873,21.3089802130898
E02000381,Hammersmith and Fulham,6,23.825347999999998,20.0518,-3.773547999999998,263.0,473.0,920.0,985.0,-210.0,0.5560253699788583,28.586956521739133
E02000382,Hammersmith and Fulham,4,31.94625,21.466250000000002,-10.479999999999997,482.0,173.0,782.0,749.0,309.0,2.786127167630058,61.63682864450127
E02000383,Hammersmith and Fulham,6,23.22758333333333,18.070333333333334,-5.157249999999998,296.0,556.0,1272.0,1304.0,-260.0,0.5323741007194245,23.270440251572328
E02000384,Hammersmith and Fulham,3,34.101592,33.2104,-0.8911919999999967,847.0,135.0,1225.0,1065.0,712.0,6.274074074074074,69.14285714285714
E02000385,Hammersmith and Fulham,6,21.4127375,17.273,-4.139737499999999,321.0,524.0,1070.0,1158.0,-203.0,0.6125954198473282,30.0
E02000386,Hammersmith and Fulham,3,35.784384,32.0616,-3.7227840000000043,655.0,113.0,979.0,1030.0,542.0,5.79646017699115,66.90500510725231
E02000387,Hammersmith and Fulham,5,28.3135975,22.80125,-5.512347500000001,423.0,290.0,920.0,957.0,133.0,1.4586206896551723,45.97826086956522
E02000388,Hammersmith and Fulham,5,25.662006,19.788999999999998,-5.873006000000004,722.0,333.0,1419.0,1434.0,389.0,2.1681681681681684,50.88090204369274
E02000389,Hammersmith and Fulham,8,15.638428,11.397,-4.241427999999999,162.0,769.0,1384.0,1190.0,-607.0,0.2106631989596879,11.705202312138727
E02000390,Hammersmith and Fulham,5,24.033065,18.6575,-5.375565000000002,525.0,240.0,936.0,1010.0,285.0,2.1875,56.08974358974359
E02000391,Hammersmith and Fulham,6,23.916013999999997,17.8156,-6.100413999999997,372.0,399.0,1027.0,991.0,-27.0,0.9323308270676691,36.22200584225901
E02000392,Hammersmith and Fulham,6,22.91204,18.235333333333333,-4.676706666666668,493.0,576.0,1393.0,1420.0,-83.0,0.8559027777777778,35.39124192390524
E02000393,Hammersmith and Fulham,8,16.59369,9.4475,-7.146189999999999,109.0,565.0,917.0,902.0,-456.0,0.1929203539823009,11.886586695747
E02000394,Hammersmith and Fulham,5,27.37543,19.9802,-7.3952300000000015,716.0,204.0,1408.0,1052.0,512.0,3.5098039215686274,50.85227272727273
E02000395,Hammersmith and Fulham,8,14.377884250000001,10.52,-3.8578842500000015,123.0,539.0,817.0,886.0,-416.0,0.22820037105751392,15.055079559363524
E02000396,Hammersmith and Fulham,6,22.9882525,18.40025,-4.588002500000002,240.0,289.0,739.0,808.0,-49.0,0.8304498269896193,32.47631935047362
E02000397,Haringey,3,34.33989,26.41275,-7.927139999999998,416.0,288.0,875.0,961.0,128.0,1.4444444444444444,47.542857142857144
E02000398,Haringey,1,52.978145,50.4225,-2.5556449999999984,315.0,0.0,544.0,732.0,315.0,,57.904411764705884
E02000400,Haringey,4,29.351364999999998,21.79,-7.561364999999999,290.0,278.0,681.0,741.0,12.0,1.0431654676258992,42.584434654919235
E02000401,Haringey,1,47.0171525,42.9655,-4.051652500000003,327.0,0.0,502.0,396.0,327.0,,65.13944223107569
E02000402,Haringey,1,52.843535,41.3445,-11.499035000000006,285.0,0.0,427.0,601.0,285.0,,66.7447306791569
E02000403,Haringey,3,35.0925125,24.902250000000002,-10.190262499999996,363.0,357.0,864.0,918.0,6.0,1.0168067226890756,42.01388888888889
E02000404,Haringey,2,41.16942,31.341,-9.828420000000001,265.0,188.0,635.0,909.0,77.0,1.4095744680851063,41.732283464566926
E02000405,Haringey,7,19.1077375,11.99325,-7.114487499999999,94.0,273.0,591.0,468.0,-179.0,0.3443223443223443,15.905245346869712
E02000406,Haringey,2,42.4047225,33.25575,-9.1489725,319.0,179.0,686.0,861.0,140.0,1.782122905027933,46.50145772594752
E02000407,Haringey,1,50.47151,40.21875,-10.252760000000002,380.0,0.0,716.0,1038.0,380.0,,53.072625698324025
E02000408,Haringey,1,49.80691,37.49575,-12.311160000000001,344.0,0.0,623.0,731.0,344.0,,55.21669341894061
E02000409,Haringey,1,45.0590675,42.210499999999996,-2.8485675000000015,377.0,0.0,582.0,644.0,377.0,,64.7766323024055
E02000410,Haringey,8,17.1366075,11.113,-6.023607500000001,39.0,433.0,682.0,680.0,-394.0,0.09006928406466513,5.718475073313782
E02000411,Haringey,2,41.0363025,33.0305,-8.005802499999994,516.0,330.0,1108.0,1247.0,186.0,1.5636363636363637,46.57039711191336
E02000412,Haringey,1,47.84343,34.392,-13.451429999999995,706.0,0.0,899.0,937.0,706.0,,78.53170189098999
