msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_National,IMD_Pctile_Change,Phase2_Extreme,Dom_A_11,CDS_A_11,Typ_A_11,Dom_B_11,CDS_B_11,Typ_B_11,Dom_C_11,CDS_C_11,Typ_C_11,switch_A2B_11,switch_B2C_11,switch_A2C_11,Dom_A_21,CDS_A_21,Typ_A_21,Dom_B_21,CDS_B_21,Typ_B_21,Dom_C_21,CDS_C_21,Typ_C_21,switch_A2B_21,switch_B2C_21,switch_A2C_21
E02000147,Bromley,10,10,-0.0010172939979654,False,0.4344422700587084,0.6105137395459976,Lateral,0.43857142857142856,0.8363201911589009,Counter-led,0.5207509881422925,0.8807658833768495,Cascade-led,True,True,True,0.4676524953789279,0.629802095459837,Lateral,0.464524765729585,0.869615832363213,Counter-led,0.5519421860885275,0.9081214109926169,Cascade-led,True,True,True
E02000148,Bromley,10,10,-0.0183112919633774,False,0.4476190476190476,0.6461538461538462,Lateral,0.45195729537366547,0.8646153846153846,Counter-led,0.5345268542199488,0.8988505747126436,Cascade-led,True,True,True,0.4394904458598726,0.6865889212827988,Lateral,0.4389380530973451,0.8236151603498543,Counter-led,0.5652173913043478,0.881139489194499,Cascade-led,True,True,True
E02000149,Bromley,6,4,-0.1047812817904373,False,0.450070323488045,0.903430749682338,Counter-led,0.4530386740331492,0.9199491740787802,Counter-led,0.4222873900293255,0.9419889502762431,Counter-led,False,False,False,0.4496350364963503,0.9133333333333332,Counter-led,0.44963503649635034,0.9133333333333333,Counter-led,0.3980409617097061,0.9452861952861953,Counter-led,False,False,False
E02000150,Bromley,9,8,-0.0213631739572736,False,0.4781553398058252,0.9125138427464008,Counter-led,0.46545454545454545,0.9136212624584718,Counter-led,0.5314814814814814,0.9326424870466321,Cascade-led,False,True,True,0.4645962732919255,0.9085778781038376,Counter-led,0.463980463980464,0.9243792325056434,Counter-led,0.5475578406169666,0.9457050243111832,Cascade-led,False,True,True
E02000151,Bromley,10,10,0.0040691759918616,False,0.4691075514874142,0.6398243045387995,Lateral,0.47058823529411764,0.746705710102489,Counter-led,0.5363636363636364,0.8165429480381761,Cascade-led,True,True,True,0.4240963855421686,0.6494522691705791,Lateral,0.42768595041322316,0.7574334898278561,Counter-led,0.5663824604141291,0.8411885245901639,Cascade-led,True,True,True
E02000152,Bromley,6,4,-0.138351983723296,False,0.4630969609261939,0.8881748071979434,Counter-led,0.4650145772594752,0.8817480719794345,Counter-led,0.4306487695749441,0.9066937119675457,Counter-led,False,False,False,0.459727385377943,0.9584323040380048,Counter-led,0.46598202824133506,0.9251781472684085,Counter-led,0.4123434704830053,0.9466553767993227,Counter-led,False,False,False
E02000153,Bromley,10,10,-0.0101729399796541,False,0.3744292237442922,0.6169014084507042,Lateral,0.4309210526315789,0.856338028169014,Counter-led,0.4993880048959608,0.8890097932535365,Symmetric,True,True,True,0.3860589812332439,0.5883280757097792,Lateral,0.3933463796477495,0.805993690851735,Counter-led,0.5314769975786925,0.8703898840885143,Cascade-led,True,True,True
E02000154,Bromley,9,8,-0.0579857578840284,False,0.4907908992416034,0.9156746031746033,Symmetric,0.4994786235662148,0.9513888888888888,Symmetric,0.5282592313489073,0.9643895348837209,Cascade-led,False,True,True,0.4832214765100671,0.917864476386037,Symmetric,0.4830230010952902,0.9373716632443532,Symmetric,0.5701198026779423,0.9587837837837838,Cascade-led,False,True,True
E02000155,Bromley,8,6,-0.0742624618514751,False,0.4476190476190476,0.930576070901034,Counter-led,0.4435857805255023,0.9556868537666174,Counter-led,0.4435857805255023,0.6919786096256685,Lateral,False,True,True,0.4329896907216495,0.925068119891008,Counter-led,0.4342857142857143,0.9536784741144414,Counter-led,0.4342857142857143,0.6222222222222222,Lateral,False,True,True
E02000156,Bromley,10,10,0.005086469989827,False,0.4761904761904761,0.6633416458852868,Lateral,0.4747859181731684,0.8736492103075644,Counter-led,0.5338983050847458,0.9030612244897959,Cascade-led,True,True,True,0.4401496259351621,0.6688907422852377,Lateral,0.4596153846153846,0.8673894912427023,Counter-led,0.554834523036989,0.9064705882352941,Cascade-led,True,True,True
E02000157,Bromley,10,10,-0.0010172939979653,False,0.4590570719602977,0.62,Lateral,0.4535637149028078,0.7123076923076923,Lateral,0.5485232067510548,0.7917594654788419,Cascade-led,False,True,True,0.4008016032064128,0.6798365122615804,Lateral,0.4056437389770723,0.7724795640326976,Counter-led,0.5368983957219251,0.8484573502722323,Cascade-led,True,True,True
E02000158,Bromley,6,5,0.0142421159715157,False,0.5044843049327354,0.9359916054564532,Symmetric,0.5116279069767442,0.9475341028331584,Symmetric,0.4843205574912892,0.9582637729549248,Symmetric,False,False,False,0.5033557046979866,0.9327073552425664,Symmetric,0.4843492586490939,0.9499217527386542,Symmetric,0.4318658280922431,0.9675456389452333,Counter-led,False,True,True
E02000159,Bromley,10,10,-0.0132248219735503,False,0.5066666666666667,0.6774193548387096,Lateral,0.4803030303030303,0.8516129032258064,Symmetric,0.5417582417582417,0.8878048780487805,Cascade-led,True,True,True,0.4701492537313433,0.6146788990825688,Lateral,0.4735812133072407,0.7813455657492355,Counter-led,0.5788177339901478,0.8502617801047121,Cascade-led,True,True,True
E02000160,Bromley,10,9,-0.022380467955239,False,0.4392712550607287,0.5951807228915663,Lateral,0.45643153526970953,0.8710843373493976,Counter-led,0.5105527638190954,0.9029038112522686,Symmetric,True,True,True,0.320754716981132,0.618978102189781,Lateral,0.3640776699029126,0.9021897810218978,Counter-led,0.5054187192118227,0.9380776340110906,Symmetric,True,True,True
E02000161,Bromley,10,10,-0.0040691759918616,False,0.4750430292598967,0.7217391304347827,Lateral,0.46540880503144655,0.7900621118012422,Counter-led,0.53248031496063,0.8573839662447258,Cascade-led,True,True,True,0.3840445269016697,0.6662546353522868,Lateral,0.39593908629441626,0.73053152039555,Lateral,0.5637254901960784,0.8239095315024233,Cascade-led,False,True,True
E02000162,Bromley,9,7,-0.0742624618514751,False,0.5255102040816326,0.8936170212765957,Cascade-led,0.5208333333333334,0.9483282674772037,Cascade-led,0.5613425925925926,0.9621380846325167,Cascade-led,False,False,False,0.4726962457337884,0.8905775075987842,Counter-led,0.4591194968553459,0.9665653495440729,Counter-led,0.5386199794026777,0.9778449144008057,Cascade-led,False,True,True
E02000163,Bromley,10,10,-0.0233977619532045,False,0.3696098562628336,0.7312312312312312,Lateral,0.37568058076225047,0.8273273273273273,Counter-led,0.4895718990120746,0.8879142300194932,Symmetric,True,True,True,0.4050343249427917,0.6733436055469953,Lateral,0.38585858585858585,0.7627118644067796,Counter-led,0.545068928950159,0.8596171376481313,Cascade-led,True,True,True
E02000165,Bromley,10,9,-0.0193285859613429,False,0.4216589861751152,0.7614035087719299,Lateral,0.44339622641509435,0.9298245614035088,Counter-led,0.5067650676506765,0.9531066822977726,Symmetric,True,True,True,0.4106280193236715,0.7596330275229358,Lateral,0.4442231075697211,0.9211009174311927,Counter-led,0.6028921023359288,0.9543524416135881,Cascade-led,True,True,True
E02000166,Camden,6,4,-0.0345879959308239,False,0.4953031596925704,0.8745332337565347,Symmetric,0.49915397631133673,0.8827483196415236,Symmetric,0.4939451880178457,0.9090382387022016,Symmetric,False,False,False,0.4737354085603112,0.8877374784110535,Counter-led,0.47736220472440943,0.8773747841105354,Counter-led,0.4242424242424242,0.9109159347553325,Counter-led,False,False,False
E02000167,Camden,9,8,0.0773143438453712,False,0.5019186492709132,0.7988963825873697,Symmetric,0.5045614035087719,0.8736971183323115,Symmetric,0.5288770053475936,0.9007707129094412,Cascade-led,False,True,True,0.4777292576419214,0.7757452574525745,Lateral,0.4748822605965463,0.8631436314363143,Counter-led,0.5180930499712809,0.8960370560988162,Symmetric,True,True,True
E02000168,Camden,6,4,0.1515768056968464,False,0.4899095337508699,0.8693284936479129,Symmetric,0.48817802503477054,0.8699334543254689,Symmetric,0.4918032786885246,0.8948655256723717,Symmetric,False,False,False,0.5091031692515172,0.892835641180012,Symmetric,0.5105084745762711,0.8880192655027093,Symmetric,0.4535731648031113,0.9170753455193936,Counter-led,False,True,True
E02000169,Camden,9,8,0.1200406917599186,False,0.5857826384142174,0.8078409718387631,Cascade-led,0.590566037735849,0.8779679734953064,Cascade-led,0.5132867132867133,0.9065934065934066,Symmetric,False,True,True,0.47002606429192,0.7976437976437977,Counter-led,0.46040816326530615,0.8489258489258489,Counter-led,0.4984481688392302,0.8808091853471842,Symmetric,False,True,True
E02000170,Camden,8,6,0.0386571719226856,False,0.5158045977011494,0.9117903930131004,Symmetric,0.5166984732824428,0.9152838427947598,Symmetric,0.5166984732824428,0.7419469026548673,Lateral,False,True,True,0.495911214953271,0.8748083801737353,Symmetric,0.49190751445086706,0.8840061318344404,Symmetric,0.491907514450867,0.6676958703203396,Lateral,False,True,True
E02000171,Camden,7,5,0.0752797558494405,False,0.5036351619299405,0.9164142943670502,Symmetric,0.5129604365620737,0.887946698970321,Symmetric,0.4964731416169289,0.9087771203155819,Symmetric,False,False,False,0.5018315018315018,0.911214953271028,Symmetric,0.512341062079282,0.8925233644859814,Symmetric,0.4614961496149615,0.9186457806973218,Counter-led,False,True,True
E02000172,Camden,2,2,0.0366225839267548,False,0.4663355408388521,0.8757854035766071,Counter-led,0.47454031117397455,0.6834219429676172,Lateral,0.5140740740740741,0.7555970149253731,Symmetric,True,True,True,0.4646153846153846,0.8923668314113125,Counter-led,0.4524714828897338,0.7221306974190006,Lateral,0.4502439024390244,0.8020344287949922,Counter-led,True,True,False
E02000173,Camden,8,6,0.1800610376398779,False,0.5044692737430168,0.8972431077694235,Symmetric,0.5047672462142456,0.893734335839599,Symmetric,0.5047672462142456,0.7123451857770675,Lateral,False,True,True,0.4803571428571428,0.858456821665815,Symmetric,0.47473560517038776,0.8696985181400102,Counter-led,0.4747356051703877,0.6835341365461848,Lateral,True,True,True
E02000174,Camden,4,3,0.1342828077314344,False,0.5182108626198083,0.8787198203256598,Symmetric,0.5125698324022346,0.8040426726558113,Symmetric,0.5026737967914439,0.8427219468228931,Symmetric,False,False,False,0.5148452305748579,0.8858421936205931,Symmetric,0.5214431586113002,0.8220481253497481,Cascade-led,0.4717607973421927,0.8688659793814433,Counter-led,True,True,True
E02000175,Camden,6,4,0.1353001017293998,False,0.5174418604651163,0.8944,Symmetric,0.5187165775401069,0.8976,Symmetric,0.5299586776859504,0.9189873417721519,Cascade-led,False,True,True,0.4879310344827586,0.8923076923076924,Symmetric,0.4810508182601206,0.8930769230769231,Symmetric,0.4601715686274509,0.9215132693393563,Counter-led,False,True,True
E02000176,Camden,9,7,0.121057985757884,False,0.5015360983102919,0.8520942408376964,Symmetric,0.5017301038062284,0.9456806282722513,Symmetric,0.5025553662691652,0.9549891540130152,Symmetric,False,False,False,0.5233281493001555,0.8567621585609594,Cascade-led,0.5098452883263009,0.9473684210526315,Symmetric,0.5355371900826447,0.9582893347412883,Cascade-led,True,True,False
E02000177,Camden,3,2,0.0437436419125127,False,0.5094562647754137,0.8798751950078003,Symmetric,0.49121574139142654,0.7399895995839834,Symmetric,0.519672131147541,0.7854077253218884,Symmetric,False,False,False,0.4722753346080306,0.855973813420622,Counter-led,0.4615958240119314,0.7315875613747954,Lateral,0.444039562727746,0.7961044343141318,Counter-led,True,True,False
E02000178,Camden,4,3,-0.0366225839267548,False,0.524,0.8623993867382139,Cascade-led,0.5262664165103189,0.8171713300114987,Cascade-led,0.530359820089955,0.8483306836248012,Cascade-led,False,False,False,0.4864620938628158,0.8772763262074426,Symmetric,0.48722800378429515,0.8368962787015044,Symmetric,0.4691181720813995,0.87177093059446,Counter-led,False,True,True
E02000179,Camden,6,4,0.1119023397761952,False,0.4738834216502649,0.8777408637873754,Counter-led,0.47153284671532847,0.9102990033222591,Counter-led,0.4715943799633476,0.9238148984198645,Counter-led,False,False,False,0.5471877979027645,0.8874788494077834,Cascade-led,0.5439252336448598,0.9052453468697124,Cascade-led,0.4874551971326165,0.9256801592568016,Symmetric,False,True,True
E02000180,Camden,5,3,0.0030518819938962,True,0.5870967741935483,0.9353448275862069,Cascade-led,0.5802919708029197,0.8267241379310345,Cascade-led,0.605379513633014,0.8709884467265725,Cascade-led,False,False,False,0.4971067859021567,0.934152334152334,Symmetric,0.4966807483403742,0.8142506142506143,Symmetric,0.4763458401305057,0.8664310954063604,Counter-led,False,True,True
E02000181,Camden,8,6,0.0762970498474058,False,0.5255402750491159,0.8883071553228621,Cascade-led,0.5211406096361848,0.887434554973822,Cascade-led,0.5211406096361848,0.7256510881198716,Lateral,False,True,True,0.476625470177324,0.8647769516728625,Counter-led,0.474854420328216,0.8777881040892194,Counter-led,0.474854420328216,0.6591067690160503,Lateral,False,True,True
E02000182,Camden,7,5,0.1241098677517802,False,0.5242382271468145,0.912192040429564,Cascade-led,0.5134741442097597,0.8673404927353127,Symmetric,0.5033557046979866,0.8864250946457545,Symmetric,True,False,True,0.45368492224476,0.9079189686924494,Counter-led,0.4657243816254417,0.8686310620012277,Counter-led,0.4398496240601504,0.896917148362235,Counter-led,False,False,False
E02000183,Camden,6,5,-0.0061037639877924,False,0.4980205859065716,0.8386454183266933,Symmetric,0.4857142857142857,0.8831341301460823,Symmetric,0.4826999432785026,0.9092315626611656,Symmetric,False,False,False,0.4496805111821086,0.8730822873082287,Counter-led,0.4448,0.8716875871687587,Counter-led,0.4085603112840467,0.9072112960161371,Counter-led,False,False,False
E02000184,Camden,3,2,-0.0274669379450661,False,0.5040572792362769,0.8635614179719703,Symmetric,0.49223691776883266,0.7168178070898599,Lateral,0.5301815111861545,0.775196335078534,Cascade-led,True,True,True,0.5137310606060606,0.8941574936494496,Symmetric,0.507361268403171,0.7476714648602879,Symmetric,0.522005772005772,0.8230403800475059,Cascade-led,False,True,True
E02000185,Camden,3,2,0.0020345879959308,False,0.4569954128440367,0.8934426229508197,Counter-led,0.45387453874538747,0.8329918032786885,Counter-led,0.469964664310954,0.858690940615518,Counter-led,False,False,False,0.4841222288795686,0.9060803474484256,Symmetric,0.48759791122715407,0.8317046688382194,Symmetric,0.466,0.8658008658008658,Counter-led,False,True,True
E02000186,Camden,4,3,0.0071210579857579,False,0.5109321058688148,0.8958762886597939,Symmetric,0.515451174289246,0.8340206185567011,Symmetric,0.5267566309911587,0.8696883852691218,Cascade-led,False,True,True,0.4720344191763982,0.8924849149753155,Counter-led,0.47396176664469347,0.832144816236972,Counter-led,0.4851268591426071,0.8819444444444444,Symmetric,False,True,True
E02000187,Camden,2,2,-0.0630722278738555,False,0.4966401954795357,0.9206974128233972,Symmetric,0.5081458494957332,0.7249718785151856,Lateral,0.5246609124537608,0.7683562292752251,Cascade-led,True,True,True,0.4990138067061144,0.916265060240964,Symmetric,0.494336569579288,0.744578313253012,Symmetric,0.5075075075075075,0.8249380677126342,Symmetric,False,False,False
E02000188,Camden,3,2,-0.0406917599186165,False,0.5455417066155321,0.9010799136069114,Cascade-led,0.5517241379310345,0.7516198704103672,Cascade-led,0.5812765957446808,0.8034188034188035,Cascade-led,False,False,False,0.483739837398374,0.8288409703504043,Symmetric,0.4441176470588235,0.6873315363881402,Lateral,0.4896142433234421,0.7840856212191717,Symmetric,True,True,False
E02000189,Camden,5,3,-0.1739572736520854,False,0.5681969394544245,0.8951756998213222,Cascade-led,0.5470022205773502,0.8046456223942823,Cascade-led,0.5920835623969214,0.847228691197019,Cascade-led,False,False,False,0.5,0.0,Lateral,0.5,0.0,Lateral,0.5,0.0,Lateral,False,False,False
E02000190,Camden,6,4,-0.0844354018311291,True,0.6873633581110625,0.9162660256410255,Cascade-led,0.6809501630181649,0.860176282051282,Cascade-led,0.708033760550172,0.9016347237880497,Cascade-led,False,False,False,0.5,0.0,Lateral,0.5,0.0,Lateral,0.5,0.0,Lateral,False,False,False
E02000191,Camden,7,5,0.0508646998982706,True,0.6276841757515692,0.9234289200732154,Cascade-led,0.622,0.9151921903599756,Cascade-led,0.6764637275484021,0.9391018619934283,Cascade-led,False,False,False,0.645910780669145,0.9061052631578947,Cascade-led,0.6400733608436497,0.9183157894736842,Cascade-led,0.6363905325443787,0.9457190822607723,Cascade-led,False,False,False
E02000192,Camden,4,3,0.0671414038657171,False,0.5532407407407407,0.92176386913229,Cascade-led,0.5546666666666666,0.8001422475106685,Cascade-led,0.5685347738014855,0.840522133938706,Cascade-led,False,False,False,0.4708171206225681,0.8962510897994769,Counter-led,0.47594142259414224,0.8334786399302528,Counter-led,0.4703903095558546,0.8861061419200954,Counter-led,False,False,False
E02000193,Camden,5,4,0.1180061037639878,False,0.5152505446623094,0.8793103448275862,Symmetric,0.5,0.7911877394636015,Symmetric,0.5644891122278057,0.8456090651558074,Cascade-led,False,True,True,0.5154185022026432,0.8978246539222149,Symmetric,0.5039872408293461,0.8266315095583389,Symmetric,0.5229176934450468,0.8852530541012217,Cascade-led,False,True,True
E02000194,Croydon,5,3,-0.0162767039674466,False,0.5103448275862069,0.8405797101449275,Symmetric,0.5269097222222222,0.6678260869565218,Lateral,0.5006631299734748,0.7246516098029794,Lateral,True,False,True,0.4032738095238095,0.8255528255528255,Counter-led,0.4372822299651568,0.7051597051597052,Lateral,0.3784097504352873,0.7821152973218338,Counter-led,True,True,False
E02000195,Croydon,7,5,0.0406917599186164,False,0.4378648874061718,0.9338006230529596,Counter-led,0.43537414965986393,0.9158878504672897,Counter-led,0.408344733242134,0.9312101910828026,Counter-led,False,False,False,0.4548704200178731,0.91871921182266,Counter-led,0.453382084095064,0.8981937602627258,Counter-led,0.3984858912594631,0.9213696892834495,Counter-led,False,False,False
E02000196,Croydon,5,4,-0.0712105798575788,False,0.4683257918552036,0.8207985143918292,Counter-led,0.4719512195121951,0.7613741875580315,Counter-led,0.4501510574018127,0.7944,Counter-led,False,False,False,0.4570048309178744,0.8712121212121212,Counter-led,0.453862660944206,0.7845117845117845,Counter-led,0.4047231270358306,0.8274932614555256,Counter-led,False,False,False
E02000197,Croydon,6,4,-0.0701932858596134,True,0.3765941485371343,0.8880746169220519,Counter-led,0.387263339070568,0.7741505662891406,Counter-led,0.3719424460431654,0.8039329091960671,Counter-led,False,False,False,0.4377358490566038,0.8702791461412152,Counter-led,0.40934371523915464,0.7380952380952381,Lateral,0.3636363636363636,0.8040540540540541,Counter-led,True,True,False
E02000198,Croydon,4,3,-0.2034587995930824,False,0.4542536115569823,0.8334448160535117,Counter-led,0.4491682070240296,0.7237458193979933,Lateral,0.4464856230031949,0.751951951951952,Lateral,True,False,True,0.5273851590106007,0.8268809349890431,Cascade-led,0.519193857965451,0.7611395178962747,Symmetric,0.4630824372759856,0.8101045296167247,Counter-led,True,True,True
E02000199,Croydon,6,4,-0.0681586978636826,False,0.4139784946236559,0.8949478748997595,Counter-led,0.4276190476190476,0.8420208500400962,Counter-led,0.4181536074476338,0.8674293405114402,Counter-led,False,False,False,0.425531914893617,0.9155844155844156,Counter-led,0.41795104261106075,0.8952922077922078,Counter-led,0.354422207876049,0.9231227651966627,Counter-led,False,False,False
E02000200,Croydon,5,3,-0.1139369277721261,False,0.498205312275664,0.8432203389830508,Symmetric,0.5186125211505922,0.715496368038741,Lateral,0.4976430976430976,0.7595907928388747,Symmetric,True,True,False,0.4837209302325581,0.8285163776493256,Symmetric,0.4840379637618637,0.7443802183686576,Symmetric,0.4303877940241576,0.7980720446473871,Counter-led,False,True,True
E02000201,Croydon,3,2,-0.0701932858596134,False,0.5377952755905512,0.8506363027461487,Cascade-led,0.5654867256637168,0.7568653717347622,Cascade-led,0.5333333333333333,0.7917383820998278,Cascade-led,False,False,False,0.4684210526315789,0.8715596330275229,Counter-led,0.4775051124744376,0.7477064220183486,Counter-led,0.4101796407185629,0.801920768307323,Counter-led,False,False,False
E02000202,Croydon,7,5,-0.1983723296032553,False,0.4925986842105263,0.9282442748091604,Symmetric,0.503155996393147,0.8465648854961833,Symmetric,0.4723926380368098,0.8664451827242525,Counter-led,False,True,True,0.4359183673469388,0.9386973180076628,Counter-led,0.4388984509466437,0.8904214559386974,Counter-led,0.3915343915343915,0.913595166163142,Counter-led,False,False,False
E02000203,Croydon,4,3,-0.2105798575788403,False,0.5131086142322098,0.782991202346041,Symmetric,0.5148936170212766,0.6891495601173021,Lateral,0.4903846153846153,0.7295918367346939,Lateral,True,False,True,0.4774535809018567,0.8279648609077599,Counter-led,0.4680648236415634,0.7679355783308931,Counter-led,0.4197002141327623,0.8154831199068685,Counter-led,False,False,False
E02000204,Croydon,6,5,-0.1800610376398779,False,0.4192200557103064,0.9008782936010038,Counter-led,0.4086642599277978,0.8688833124215809,Counter-led,0.404096834264432,0.8851648351648351,Counter-led,False,False,False,0.4829351535836177,0.8681481481481481,Symmetric,0.49072512647554806,0.8785185185185185,Symmetric,0.4441524310118265,0.9027283511269276,Counter-led,False,True,True
E02000206,Croydon,4,3,-0.1943031536113937,False,0.513530522341095,0.8082400813835199,Symmetric,0.5172900494001411,0.7207527975584944,Lateral,0.4792495736213757,0.7621317157712305,Counter-led,True,True,True,0.46001523229246,0.8040416411512553,Counter-led,0.45228215767634855,0.7379056950398041,Lateral,0.4086853063652588,0.7970602181128497,Counter-led,True,True,False
E02000207,Croydon,3,2,-0.0518819938962359,False,0.4556752278376139,0.881021897810219,Counter-led,0.45027124773960214,0.8072992700729927,Counter-led,0.437593984962406,0.8343789209535759,Counter-led,False,False,False,0.4580838323353293,0.8697916666666666,Counter-led,0.45982142857142855,0.7777777777777778,Counter-led,0.4054054054054054,0.8424615384615385,Counter-led,False,False,False
E02000208,Croydon,3,2,-0.2034587995930824,False,0.5417999086340795,0.9232391396035428,Cascade-led,0.5545918367346939,0.8266554196541543,Cascade-led,0.5423351158645277,0.8451977401129943,Cascade-led,False,False,False,0.4418735891647855,0.9287211740041929,Counter-led,0.43620364550597107,0.8338574423480084,Counter-led,0.411031175059952,0.8680266444629475,Counter-led,False,False,False
E02000209,Croydon,5,4,-0.108850457782299,False,0.4595959595959596,0.8872292755787902,Counter-led,0.45,0.8215085884988798,Counter-led,0.4090247452692867,0.851828890266584,Counter-led,False,False,False,0.4713740458015267,0.9089332176929747,Counter-led,0.4357142857142857,0.849956634865568,Counter-led,0.3842592592592592,0.8822328114363512,Counter-led,False,False,False
E02000210,Croydon,7,5,-0.0478128179043743,False,0.4627949183303085,0.9315300084530854,Counter-led,0.4624542124542125,0.9230769230769231,Counter-led,0.4432393347794649,0.9382632293080054,Counter-led,False,False,False,0.4131274131274131,0.9513314967860422,Counter-led,0.4140625,0.9403122130394858,Counter-led,0.3570496083550913,0.9592986850344396,Counter-led,False,False,False
E02000211,Croydon,9,8,-0.0193285859613427,False,0.4417910447761194,0.9228650137741048,Counter-led,0.4447632711621234,0.9600550964187328,Counter-led,0.4870689655172414,0.9696969696969697,Symmetric,False,True,True,0.4073550212164074,0.8949367088607595,Counter-led,0.4101876675603217,0.9443037974683545,Counter-led,0.5164011246485474,0.9603960396039604,Symmetric,False,True,True
E02000212,Croydon,4,3,-0.1719226856561546,False,0.5061633281972265,0.8002466091245376,Symmetric,0.49361702127659574,0.7244143033292232,Lateral,0.4815602836879432,0.7592891760904685,Symmetric,True,True,False,0.4083665338645418,0.7819314641744548,Lateral,0.40189873417721517,0.7383177570093458,Lateral,0.3628850488354621,0.7984403119376124,Counter-led,False,True,True
E02000213,Croydon,2,2,-0.1353001017293997,False,0.5187319884726225,0.9625520110957004,Symmetric,0.5257558790593505,0.8257050392972723,Cascade-led,0.5256175663311985,0.8529067499024581,Cascade-led,True,False,True,0.4812558575445173,0.9484444444444444,Symmetric,0.46547036432843936,0.8173333333333334,Counter-led,0.4255704454907642,0.8704287515762925,Counter-led,True,False,True
E02000214,Croydon,9,7,0.0152594099694811,False,0.4930875576036866,0.9517543859649122,Symmetric,0.4854961832061069,0.9576023391812866,Symmetric,0.5249433106575964,0.9681668496158068,Cascade-led,False,True,True,0.4307692307692308,0.9345047923322684,Counter-led,0.4208754208754209,0.9488817891373802,Counter-led,0.5443458980044346,0.9657387580299786,Cascade-led,False,True,True
E02000215,Croydon,6,4,-0.108850457782299,False,0.4582431847684985,0.9479081214109926,Counter-led,0.4579524680073126,0.8974569319114027,Counter-led,0.4686716791979949,0.917844232665133,Counter-led,False,False,False,0.4164470216130733,0.9217687074829932,Counter-led,0.4151884700665188,0.8765792031098154,Counter-led,0.3769317753486619,0.912624699002408,Counter-led,False,False,False
E02000216,Croydon,9,7,-0.0386571719226856,False,0.447,0.9208103130755064,Counter-led,0.446064139941691,0.9475138121546961,Counter-led,0.4720452937013447,0.9612244897959183,Counter-led,False,False,False,0.4434072345390898,0.916577540106952,Counter-led,0.42939814814814814,0.9240641711229947,Counter-led,0.5378398236590742,0.9504189944134078,Cascade-led,False,True,True
E02000217,Croydon,4,3,-0.1302136317395727,False,0.5065868263473053,0.8255066732575383,Symmetric,0.5099793530626291,0.7182402372713791,Lateral,0.4931794333683106,0.7697899838449112,Symmetric,True,True,False,0.4616402116402116,0.8284931506849315,Counter-led,0.44861800141743446,0.7731506849315068,Counter-led,0.4105805243445692,0.8376470588235294,Counter-led,False,False,False
E02000218,Croydon,5,4,-0.0305188199389623,False,0.5026178010471204,0.8565022421524664,Symmetric,0.513986013986014,0.8550074738415545,Symmetric,0.4608108108108108,0.8841099163679809,Counter-led,False,True,True,0.4860335195530726,0.9322916666666666,Symmetric,0.49490835030549896,0.8524305555555556,Symmetric,0.4093959731543624,0.8975903614457831,Counter-led,False,True,True
E02000219,Croydon,10,9,-0.0172939979654119,False,0.5051724137931034,0.8134642356241234,Symmetric,0.503793626707132,0.9242636746143057,Symmetric,0.5711183496199783,0.9446153846153846,Cascade-led,False,True,True,0.4153225806451613,0.7848101265822784,Counter-led,0.4415807560137457,0.9208860759493671,Counter-led,0.5288788221970555,0.9464094319399786,Cascade-led,False,True,True
E02000220,Croydon,5,3,-0.1230925737538148,False,0.5110732538330494,0.9211455472734406,Symmetric,0.534219596258001,0.7967830521773245,Cascade-led,0.5344569288389514,0.8375156838143036,Cascade-led,True,False,True,0.5,0.0,Lateral,0.5,0.0,Lateral,0.5,0.0,Lateral,False,False,False
E02000221,Croydon,4,3,-0.1057985757884028,False,0.515179392824287,0.8400309119010819,Symmetric,0.5183982683982684,0.714064914992272,Lateral,0.4772012578616352,0.7746650426309378,Counter-led,True,True,True,0.534375,0.825451418744626,Cascade-led,0.5294748124330118,0.8022355975924333,Cascade-led,0.4526391901663051,0.8574085554866708,Counter-led,False,True,True
E02000222,Croydon,7,5,0.0467955239064089,False,0.4319213313161876,0.9329569513055752,Counter-led,0.43214556482183475,0.9308398023994354,Counter-led,0.4408774745853397,0.9501779359430605,Counter-led,False,False,False,0.4429530201342282,0.9254658385093169,Counter-led,0.44455252918287935,0.9121561668145519,Counter-led,0.4153074027603513,0.941523922031896,Counter-led,False,False,False
E02000223,Croydon,1,1,-0.0630722278738555,False,0.5164179104477612,0.9095022624434388,Symmetric,0.5144855144855145,0.9058823529411765,Symmetric,0.5008576329331046,0.9181102362204724,Symmetric,False,False,False,0.4541666666666666,0.8938547486033519,Counter-led,0.4551148225469729,0.8919925512104283,Counter-led,0.3687074829931973,0.926860025220681,Counter-led,False,False,False
E02000224,Croydon,8,6,-0.0071210579857579,False,0.44,0.8676351896690879,Counter-led,0.44534778681120146,0.8934624697336562,Counter-led,0.4453477868112014,0.6688821752265861,Lateral,False,True,True,0.4258271077908218,0.8627992633517495,Counter-led,0.42528735632183906,0.8812154696132597,Counter-led,0.425287356321839,0.5723684210526315,Lateral,False,True,True
E02000225,Croydon,4,3,-0.1688708036622583,False,0.4359400998336106,0.9119878603945372,Counter-led,0.42021276595744683,0.8558421851289834,Counter-led,0.4092827004219409,0.8821339950372209,Counter-led,False,False,False,0.4823529411764706,0.8551307847082495,Symmetric,0.48201438848920863,0.8390342052313883,Symmetric,0.3848484848484848,0.8918918918918919,Counter-led,False,True,True
