msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_National,IMD_Pctile_Change,Phase2_Extreme,Dom_A_11,CDS_A_11,Typ_A_11,Dom_B_11,CDS_B_11,Typ_B_11,Dom_C_11,CDS_C_11,Typ_C_11,switch_A2B_11,switch_B2C_11,switch_A2C_11,Dom_A_21,CDS_A_21,Typ_A_21,Dom_B_21,CDS_B_21,Typ_B_21,Dom_C_21,CDS_C_21,Typ_C_21,switch_A2B_21,switch_B2C_21,switch_A2C_21
E02000019,Barking and Dagenham,3,2,-0.1230925737538148,False,0.4423828125,0.9014084507042254,Counter-led,0.4408322496749025,0.6769366197183099,Lateral,0.403030303030303,0.7295504789977892,Lateral,True,False,True,0.4066736183524504,0.8464254192409533,Counter-led,0.435630689206762,0.678729037952339,Lateral,0.339300244100895,0.7715003138731952,Lateral,True,False,True
E02000020,Barking and Dagenham,4,3,-0.2004069175991861,False,0.4814253222137983,0.9096551724137932,Symmetric,0.4834905660377358,0.8772413793103448,Symmetric,0.437862202189311,0.8971692663200462,Counter-led,False,True,True,0.4550430023455825,0.9129193433261956,Counter-led,0.45565500406834825,0.8772305496074233,Counter-led,0.3862405200433369,0.9147670961347869,Counter-led,False,False,False
E02000021,Barking and Dagenham,4,3,-0.2014242115971516,False,0.4088522130532633,0.9012846517917512,Counter-led,0.41608662026295434,0.8742393509127789,Counter-led,0.4062301335028608,0.8942581011938602,Counter-led,False,False,False,0.4578189300411522,0.9126760563380282,Counter-led,0.4605543710021322,0.8807511737089202,Counter-led,0.3943028485757121,0.9130732375085557,Counter-led,False,False,False
E02000022,Barking and Dagenham,1,1,0.0233977619532044,False,0.509639564124057,0.8354341736694678,Symmetric,0.5067796610169492,0.8263305322128851,Symmetric,0.4848698099929627,0.8514080287597364,Symmetric,False,False,False,0.40177690029615,0.8434637801831807,Counter-led,0.4025974025974026,0.8334721065778518,Counter-led,0.3515406162464985,0.8771498771498771,Counter-led,False,False,False
E02000023,Barking and Dagenham,1,1,-0.0264496439471007,False,0.4736842105263157,0.8160597572362278,Counter-led,0.47308132875143183,0.8151260504201681,Counter-led,0.431244153414406,0.8437253354380426,Counter-led,False,False,False,0.5068664169787765,0.8066465256797583,Symmetric,0.5056603773584906,0.8006042296072508,Symmetric,0.4194952132288947,0.8530066815144766,Counter-led,False,True,True
E02000024,Barnet,10,9,-0.0295015259409969,False,0.4273504273504273,0.9069767441860463,Counter-led,0.43146274149034036,0.9362618432385874,Counter-led,0.4821640903686088,0.9578587699316629,Symmetric,False,True,True,0.4408703878902554,0.9231441048034934,Counter-led,0.4375,0.9502183406113537,Counter-led,0.5605714285714286,0.9684560044272275,Cascade-led,False,True,True
E02000025,Barnet,8,6,-0.0579857578840284,False,0.4471365638766519,0.7740835464620631,Lateral,0.4530493707647628,0.8806479113384484,Counter-led,0.4530493707647628,0.6345208845208845,Lateral,True,True,False,0.4296205630354957,0.776615969581749,Lateral,0.44629014396456257,0.8583650190114068,Counter-led,0.4462901439645625,0.5718809373020899,Lateral,True,True,False
E02000026,Barnet,10,9,-0.0701932858596134,False,0.4155528554070474,0.8965141612200436,Counter-led,0.41350710900473936,0.9193899782135077,Counter-led,0.4918166939443535,0.9429012345679012,Symmetric,False,True,True,0.3836805555555556,0.8767123287671232,Counter-led,0.39297658862876256,0.9101978691019786,Counter-led,0.5498084291187739,0.9465095194922938,Cascade-led,False,True,True
E02000027,Barnet,6,5,-0.1485249237029501,False,0.4801512287334593,0.9338040600176524,Symmetric,0.4851889683350358,0.8640776699029126,Symmetric,0.4411337209302325,0.8993464052287582,Counter-led,False,True,True,0.5284450063211125,0.9284037558685446,Cascade-led,0.5206391478029294,0.8814553990610329,Cascade-led,0.4178187403993855,0.9280114041339986,Counter-led,False,True,True
E02000028,Barnet,9,7,-0.0284842319430315,True,0.4550691244239631,0.8948453608247423,Counter-led,0.46384039900249374,0.8268041237113402,Counter-led,0.5022665457842248,0.8678206136900078,Symmetric,False,True,True,0.5432900432900433,0.9067713444553483,Cascade-led,0.544456641053787,0.8940137389597644,Cascade-led,0.6152694610778443,0.925207756232687,Cascade-led,False,False,False
E02000029,Barnet,8,7,-0.1241098677517802,False,0.4528301886792453,0.8236208236208237,Counter-led,0.4421052631578947,0.8857808857808858,Counter-led,0.4868336544637122,0.9137323943661971,Symmetric,False,True,True,0.4461538461538462,0.7681818181818182,Lateral,0.4437564499484004,0.8809090909090909,Counter-led,0.5644946808510638,0.9198776758409786,Cascade-led,True,True,True
E02000030,Barnet,9,7,-0.0640895218718209,False,0.4667381974248927,0.8218694885361552,Counter-led,0.4619289340101523,0.8686067019400353,Counter-led,0.5513361462728551,0.90515595162317,Cascade-led,False,True,True,0.4743935309973046,0.8171806167400881,Counter-led,0.5120711562897078,0.8667400881057269,Symmetric,0.59296875,0.913633119200571,Cascade-led,True,True,True
E02000031,Barnet,10,8,0.0101729399796541,False,0.4289911851126347,0.9099821746880572,Counter-led,0.4458174904942966,0.9376114081996435,Counter-led,0.4873096446700508,0.9516908212560387,Symmetric,False,True,True,0.4148706896551724,0.928,Counter-led,0.43685300207039335,0.966,Counter-led,0.4989043097151205,0.9757662152530292,Symmetric,False,True,True
E02000032,Barnet,10,9,-0.0264496439471008,False,0.5050377833753149,0.8725274725274725,Symmetric,0.5083932853717026,0.9164835164835164,Symmetric,0.5399449035812672,0.934763948497854,Cascade-led,False,True,True,0.5068285280728376,0.8569570871261378,Symmetric,0.5095729013254786,0.88296488946684,Symmetric,0.5943491422805247,0.9167437557816837,Cascade-led,False,True,True
E02000033,Barnet,7,5,-0.0437436419125126,False,0.4773584905660377,0.8922558922558923,Counter-led,0.4786069651741294,0.8459595959595959,Counter-led,0.4304281345565749,0.8772635814889336,Counter-led,False,False,False,0.5024390243902439,0.8640674394099052,Symmetric,0.5056746532156369,0.8356164383561644,Symmetric,0.4326359832635983,0.8845299777942265,Counter-led,False,True,True
E02000034,Barnet,8,6,0.0152594099694811,False,0.4522019334049409,0.6770909090909091,Lateral,0.45112781954887216,0.7738181818181818,Counter-led,0.4511278195488721,0.6150289017341041,Lateral,True,True,False,0.4845474613686534,0.722488038277512,Lateral,0.48428290766208254,0.8118022328548644,Symmetric,0.4842829076620825,0.5942790426152949,Lateral,True,True,False
E02000035,Barnet,8,7,-0.0305188199389623,False,0.4943917169974116,0.7284726587052168,Lateral,0.4905247813411079,0.8623507228158391,Symmetric,0.4958968347010551,0.8862337662337663,Symmetric,True,False,True,0.4475587703435805,0.7422818791946308,Lateral,0.4485407066052227,0.8738255033557047,Counter-led,0.5201504567436862,0.9082479258174719,Cascade-led,True,True,True
E02000036,Barnet,8,6,-0.056968463886063,False,0.4564102564102564,0.8008213552361396,Counter-led,0.4574753804834378,0.7645448323066393,Counter-led,0.4574753804834378,0.5728205128205128,Lateral,False,True,True,0.4377990430622009,0.7676767676767676,Lateral,0.415929203539823,0.7263544536271809,Lateral,0.415929203539823,0.48143639683505784,Lateral,False,False,False
E02000037,Barnet,8,6,0.0874872838250254,False,0.4837728194726166,0.7875399361022364,Symmetric,0.4529346622369878,0.7212460063897763,Lateral,0.4529346622369878,0.5476046088538509,Lateral,True,False,True,0.4845360824742268,0.7285407725321889,Lateral,0.5171919770773639,0.7489270386266095,Symmetric,0.5171919770773639,0.4898245614035088,Lateral,True,True,False
E02000038,Barnet,8,6,-0.064089521871821,False,0.4673366834170854,0.7637061403508771,Lateral,0.46875,0.8070175438596491,Counter-led,0.46875,0.6470329670329671,Lateral,True,True,False,0.433456561922366,0.7840579710144927,Counter-led,0.4296875,0.8347826086956521,Counter-led,0.4296875,0.5981308411214953,Lateral,False,True,True
E02000039,Barnet,9,8,-0.0335707019328586,False,0.5263852242744064,0.782249742002064,Lateral,0.5048335123523093,0.9607843137254902,Symmetric,0.5426975259377494,0.9705654531371031,Cascade-led,True,True,True,0.4115853658536585,0.787515006002401,Counter-led,0.4148527528809219,0.9375750300120048,Counter-led,0.5042158516020236,0.9579967689822294,Symmetric,False,True,True
E02000040,Barnet,7,5,0.0172939979654119,False,0.523102310231023,0.8924889543446245,Cascade-led,0.5159128978224455,0.8792341678939617,Symmetric,0.4812967581047381,0.9072398190045249,Symmetric,True,False,True,0.4662756598240469,0.899736147757256,Counter-led,0.4801192842942346,0.8847845206684257,Symmetric,0.4601605929586164,0.9251428571428572,Counter-led,True,True,False
E02000041,Barnet,7,6,-0.098677517802645,False,0.5008130081300813,0.9037472446730346,Symmetric,0.4740518962075848,0.7362233651726672,Counter-led,0.4740518962075848,0.5795257374204743,Lateral,True,True,True,0.5254942767950052,0.8527062999112689,Cascade-led,0.5160183066361556,0.7755102040816326,Symmetric,0.5160183066361556,0.5606157793457345,Lateral,True,True,True
E02000042,Barnet,8,6,-0.0233977619532045,False,0.4660514172709294,0.7065673032137867,Lateral,0.4701834862385321,0.8122962272938985,Counter-led,0.4701834862385321,0.65196261682243,Lateral,True,True,False,0.4100358422939068,0.7254290171606864,Lateral,0.4251870324189526,0.8341133645345814,Counter-led,0.4251870324189526,0.6176357335386985,Lateral,True,True,False
E02000043,Barnet,10,9,0.005086469989827,False,0.4939130434782608,0.9244372990353698,Symmetric,0.4983277591973244,0.9614147909967846,Symmetric,0.5112781954887218,0.9682329583057577,Symmetric,False,False,False,0.490566037735849,0.9434554973821988,Symmetric,0.4972796517954298,0.962303664921466,Symmetric,0.5465587044534413,0.971675845790716,Cascade-led,False,True,True
E02000044,Barnet,6,4,-0.1464903357070193,False,0.4896373056994819,0.8846447669977082,Symmetric,0.4944301628106255,0.891520244461421,Symmetric,0.4502046384720327,0.9116915422885572,Counter-led,False,True,True,0.4438073394495412,0.9386437029063508,Counter-led,0.45153374233128835,0.8772874058127018,Counter-led,0.3940847322142286,0.9164835164835164,Counter-led,False,False,False
E02000045,Barnet,6,4,-0.0345879959308239,False,0.501358695652174,0.9097651421508036,Symmetric,0.5016995241332427,0.9091470951792336,Symmetric,0.4660347551342812,0.9281524926686217,Counter-led,False,True,True,0.4361538461538461,0.9084556254367576,Counter-led,0.43164362519201227,0.909853249475891,Counter-led,0.3855353075170842,0.9315649867374005,Counter-led,False,False,False
E02000046,Barnet,8,7,0.0101729399796541,False,0.5045567522783762,0.7404907975460123,Lateral,0.5072024260803639,0.80920245398773,Symmetric,0.4912891986062718,0.8470241023118544,Symmetric,True,False,True,0.4873140857392826,0.7959610027855153,Symmetric,0.49142857142857144,0.8530640668523677,Symmetric,0.5439110070257611,0.8900468994267848,Cascade-led,False,True,True
E02000047,Barnet,5,3,-0.1068158697863682,False,0.4562289562289562,0.8936810431293881,Counter-led,0.475854584915898,0.9242728184553661,Counter-led,0.4394932284840542,0.9381147540983606,Counter-led,False,False,False,0.4539116963594113,0.8372243839169909,Counter-led,0.4604715672676838,0.9351491569390402,Counter-led,0.4258373205741627,0.954337899543379,Counter-led,False,False,False
E02000048,Barnet,9,7,-0.0600203458799593,False,0.483265306122449,0.7923673997412678,Symmetric,0.47763457164518575,0.8531694695989651,Counter-led,0.5025582717453099,0.8856998992950654,Symmetric,True,True,False,0.5004651162790698,0.7998511904761905,Symmetric,0.4837291116974494,0.8459821428571429,Symmetric,0.5501519756838906,0.8882289416846653,Cascade-led,False,True,True
E02000049,Barnet,2,2,-0.1251271617497457,False,0.4045174537987679,0.9720558882235528,Counter-led,0.4019471488178025,0.9567531603459747,Counter-led,0.3966318234610917,0.9636261891438165,Counter-led,False,False,False,0.4832793959007551,0.956656346749226,Symmetric,0.4786036036036036,0.9164086687306502,Counter-led,0.417765440666204,0.9467805519053877,Counter-led,True,False,True
E02000050,Barnet,6,5,0.0050864699898269,False,0.5078787878787879,0.8909287257019438,Symmetric,0.5113149847094801,0.8828293736501079,Symmetric,0.4934939759036144,0.9053228621291448,Symmetric,False,False,False,0.4671201814058957,0.9356435643564356,Counter-led,0.4720647773279352,0.8734087694483734,Counter-led,0.4142857142857143,0.9104552276138069,Counter-led,False,False,False
E02000051,Barnet,9,7,0.0437436419125126,False,0.5181818181818182,0.7947019867549668,Symmetric,0.5356612184249628,0.8103552077062011,Cascade-led,0.5372460496613995,0.8490656444657403,Cascade-led,True,False,True,0.5333333333333333,0.8295380611581002,Cascade-led,0.5296875,0.8327911515940143,Cascade-led,0.5878453038674033,0.8756652152878568,Cascade-led,False,False,False
E02000052,Barnet,8,6,0.0803662258392675,False,0.4625074985002999,0.8376884422110553,Counter-led,0.458133971291866,0.8402010050251256,Counter-led,0.458133971291866,0.6307053941908713,Lateral,False,True,True,0.5449927431059507,0.8537794299876085,Cascade-led,0.5477386934673367,0.8630731102850062,Cascade-led,0.5477386934673367,0.619661921708185,Lateral,False,True,True
E02000053,Barnet,6,5,-0.0773143438453712,False,0.4776815456362425,0.8865918487891317,Counter-led,0.49019607843137253,0.8434731246308328,Symmetric,0.517362858580775,0.8823268206039077,Symmetric,True,False,True,0.5,0.0,Lateral,0.5,0.0,Lateral,0.5,0.0,Lateral,False,False,False
