msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21
E02000231,Croydon,10,10,9.6007322,8.752600000000001,-0.8481321999999984,0.0,300.0,521,318,839,300.0,0.0,-300.0,0.0,0.0,322.0,607.0,374.0,981.0,322.0,0.0,-322.0,0.0
E02000232,Croydon,9,9,12.457981499999999,11.939,-0.5189814999999989,49.0,132.0,328,214,542,181.0,11.933579335793358,-83.0,14.939024390243901,52.0,76.0,314.0,146.0,460.0,128.0,8.591304347826087,-24.0,16.560509554140125
E02000233,Croydon,7,8,18.038445,13.877500000000001,-4.160944999999998,181.0,105.0,404,273,677,286.0,28.07237813884786,76.0,44.801980198019805,150.0,65.0,362.0,292.0,654.0,215.0,14.908256880733944,85.0,41.43646408839779
E02000234,Croydon,8,7,17.4139432,17.4722,0.05825680000000233,141.0,136.0,456,338,794,277.0,24.151133501259444,5.0,30.92105263157895,178.0,148.0,687.0,412.0,1099.0,326.0,23.97088262056415,30.0,25.90975254730713
E02000235,Croydon,9,9,12.43381175,11.05475,-1.37906175,29.0,183.0,406,272,678,212.0,7.827433628318584,-154.0,7.142857142857142,35.0,121.0,383.0,203.0,586.0,156.0,7.226962457337884,-86.0,9.138381201044385
E02000236,Croydon,9,9,11.3462112,9.271600000000001,-2.0746111999999997,24.0,151.0,250,235,485,175.0,7.472164948453608,-127.0,9.6,49.0,150.0,507.0,268.0,775.0,199.0,9.483870967741936,-101.0,9.664694280078894
E02000237,Croydon,9,8,12.1321548,13.0292,0.8970451999999991,18.0,128.0,272,191,463,146.0,4.976241900647948,-110.0,6.61764705882353,15.0,96.0,368.0,190.0,558.0,111.0,2.5806451612903225,-81.0,4.076086956521739
E02000238,Ealing,7,6,20.276236,18.6098,-1.666436000000001,156.0,416.0,688,754,1442,572.0,45.004160887656035,-260.0,22.674418604651162,224.0,399.0,819.0,790.0,1609.0,623.0,55.54754505904288,-175.0,27.350427350427353
E02000239,Ealing,8,8,13.805008,12.7596,-1.0454080000000001,59.0,447.0,534,640,1174,506.0,22.464224872231686,-388.0,11.04868913857678,43.0,441.0,570.0,700.0,1270.0,484.0,14.931496062992126,-398.0,7.5438596491228065
E02000240,Ealing,3,3,33.17607833333333,30.041833333333333,-3.1342449999999964,619.0,64.0,765,743,1508,683.0,26.27055702917772,555.0,80.91503267973856,442.0,76.0,627.0,578.0,1205.0,518.0,27.877178423236515,366.0,70.49441786283892
E02000241,Ealing,7,6,19.818995,20.15175,0.3327549999999988,90.0,300.0,521,497,1018,390.0,26.522593320235757,-210.0,17.274472168905948,136.0,249.0,563.0,504.0,1067.0,385.0,31.737582005623242,-113.0,24.156305506216697
E02000242,Ealing,8,8,16.144545,15.131,-1.0135450000000006,22.0,440.0,459,595,1054,462.0,9.184060721062618,-418.0,4.793028322440087,17.0,352.0,428.0,533.0,961.0,369.0,6.22684703433923,-335.0,3.9719626168224296
E02000243,Ealing,5,4,25.792579999999997,24.2364,-1.5561799999999977,356.0,230.0,721,765,1486,586.0,55.100942126514134,126.0,49.375866851595006,249.0,158.0,539.0,574.0,1113.0,407.0,35.34770889487871,91.0,46.19666048237477
E02000244,Ealing,8,7,17.529362499999998,17.13375,-0.3956124999999986,29.0,439.0,530,645,1175,468.0,10.834893617021276,-410.0,5.471698113207547,33.0,405.0,536.0,595.0,1131.0,438.0,11.816976127320954,-372.0,6.156716417910448
E02000245,Ealing,1,1,42.768118,38.042,-4.726118,631.0,0.0,677,724,1401,631.0,0.0,631.0,93.205317577548,582.0,0.0,723.0,581.0,1304.0,582.0,0.0,582.0,80.49792531120332
E02000246,Ealing,3,2,34.129964,30.4966,-3.6333640000000003,483.0,66.0,656,621,1277,549.0,24.96319498825372,417.0,73.6280487804878,354.0,61.0,485.0,541.0,1026.0,415.0,21.046783625730995,293.0,72.98969072164948
E02000247,Ealing,4,3,29.9664875,27.878500000000003,-2.087987499999997,562.0,229.0,898,836,1734,791.0,74.22029988465975,333.0,62.58351893095768,378.0,144.0,649.0,729.0,1378.0,522.0,39.50072568940494,234.0,58.24345146379045
E02000248,Ealing,8,6,17.421225,18.8875,1.4662749999999996,76.0,592.0,758,810,1568,668.0,28.693877551020407,-516.0,10.026385224274406,79.0,519.0,598.0,780.0,1378.0,598.0,29.75399129172714,-440.0,13.210702341137123
E02000249,Ealing,5,4,27.201665000000002,24.56725,-2.6344150000000006,297.0,273.0,643,587,1230,570.0,65.91951219512195,24.0,46.18973561430793,232.0,185.0,573.0,610.0,1183.0,417.0,36.28064243448859,47.0,40.48865619546248
E02000250,Ealing,10,10,9.414524499999999,8.02775,-1.3867744999999996,0.0,524.0,516,539,1055,524.0,0.0,-524.0,0.0,0.0,376.0,358.0,459.0,817.0,376.0,0.0,-376.0,0.0
E02000251,Ealing,7,7,20.187966,17.3586,-2.8293660000000003,46.0,378.0,451,514,965,424.0,18.01865284974093,-332.0,10.199556541019955,67.0,368.0,469.0,539.0,1008.0,435.0,24.46031746031746,-301.0,14.285714285714285
E02000252,Ealing,3,3,32.684242,29.7072,-2.9770419999999973,747.0,175.0,1075,1085,2160,922.0,60.520833333333336,572.0,69.48837209302326,1081.0,326.0,1736.0,2129.0,3865.0,1407.0,91.17878395860285,755.0,62.26958525345621
E02000253,Ealing,4,2,32.31946,33.957,1.6375400000000013,429.0,178.0,715,676,1391,607.0,54.89719626168224,251.0,60.0,345.0,130.0,571.0,621.0,1192.0,475.0,37.625838926174495,215.0,60.42031523642733
E02000254,Ealing,6,5,23.580052000000002,22.6104,-0.9696520000000035,114.0,415.0,446,643,1089,529.0,43.4435261707989,-301.0,25.56053811659193,85.0,321.0,575.0,691.0,1266.0,406.0,21.5521327014218,-236.0,14.782608695652174
E02000255,Ealing,5,5,24.625538333333335,21.419,-3.2065383333333344,446.0,299.0,857,933,1790,745.0,74.49944134078213,147.0,52.04200700116686,363.0,225.0,720.0,663.0,1383.0,588.0,59.05639913232104,138.0,50.416666666666664
E02000256,Ealing,8,8,15.915395999999998,13.209800000000001,-2.7055959999999963,200.0,748.0,1059,1089,2148,948.0,69.6461824953445,-548.0,18.885741265344667,161.0,634.0,970.0,1042.0,2012.0,795.0,50.732604373757454,-473.0,16.597938144329895
E02000257,Ealing,7,7,18.682334,15.61825,-3.064084000000001,509.0,749.0,1669,1570,3239,1258.0,117.7033034887311,-240.0,30.4973037747154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000258,Ealing,6,6,21.11714,18.416,-2.7011399999999988,230.0,361.0,632,685,1317,591.0,63.04479878511769,-131.0,36.392405063291136,221.0,376.0,713.0,714.0,1427.0,597.0,58.2312543798178,-155.0,30.995792426367462
E02000259,Ealing,8,8,16.057702499999998,14.994,-1.063702499999998,60.0,407.0,561,549,1110,467.0,22.0,-347.0,10.695187165775401,37.0,399.0,440.0,533.0,973.0,436.0,15.172661870503598,-362.0,8.409090909090908
E02000260,Ealing,4,4,32.400446,26.137400000000003,-6.263045999999999,248.0,138.0,591,785,1376,386.0,24.872093023255815,110.0,41.96277495769882,216.0,162.0,623.0,820.0,1443.0,378.0,24.24948024948025,54.0,34.67094703049759
E02000261,Ealing,5,5,27.14385833333333,23.207833333333337,-3.9360249999999937,475.0,451.0,1135,1040,2175,926.0,98.49425287356321,24.0,41.85022026431718,510.0,623.0,1416.0,1477.0,2893.0,1133.0,109.82716902868994,-113.0,36.016949152542374
E02000262,Ealing,4,4,29.597953999999998,25.635199999999998,-3.9627540000000003,654.0,236.0,1048,1066,2114,890.0,73.01040681173131,418.0,62.40458015267175,637.0,311.0,1158.0,1161.0,2319.0,948.0,85.42777059077189,326.0,55.008635578583764
E02000263,Ealing,4,3,29.984886666666668,29.92216666666667,-0.06271999999999878,271.0,229.0,548,1006,1554,500.0,39.935006435006436,42.0,49.45255474452554,176.0,183.0,795.0,1179.0,1974.0,359.0,16.316109422492403,-7.0,22.138364779874216
E02000264,Ealing,7,7,18.305072000000003,18.0822,-0.2228720000000024,264.0,498.0,979,971,1950,762.0,67.42153846153846,-234.0,26.96629213483146,255.0,548.0,1016.0,995.0,2011.0,803.0,69.48781700646444,-293.0,25.098425196850393
E02000265,Ealing,4,4,31.296819999999997,26.59483333333333,-4.7019866666666665,885.0,223.0,1250,1267,2517,1108.0,78.4088200238379,662.0,70.8,681.0,191.0,1066.0,1136.0,2202.0,872.0,59.06948228882834,490.0,63.88367729831145
E02000266,Ealing,1,1,47.215891428571425,37.36514285714286,-9.850748571428568,877.0,0.0,949,1006,1955,877.0,0.0,877.0,92.41306638566913,759.0,0.0,904.0,825.0,1729.0,759.0,0.0,759.0,83.96017699115043
E02000267,Ealing,6,6,21.756915,18.649,-3.1079149999999984,262.0,272.0,649,577,1226,534.0,58.127243066884176,-10.0,40.36979969183359,272.0,213.0,677.0,486.0,1163.0,485.0,49.81599312123818,59.0,40.177252584933534
E02000268,Ealing,7,6,20.794953333333336,21.004,0.20904666666666571,271.0,540.0,904,1023,1927,811.0,75.94187856772184,-269.0,29.97787610619469,249.0,409.0,852.0,879.0,1731.0,658.0,58.83362218370884,-160.0,29.225352112676056
E02000269,Ealing,9,9,12.149699,10.6316,-1.5180989999999994,27.0,675.0,919,822,1741,702.0,10.46812176909822,-648.0,2.9379760609358,20.0,587.0,759.0,755.0,1514.0,607.0,7.754293262879789,-567.0,2.635046113306983
E02000270,Ealing,3,1,33.238848000000004,36.310199999999995,3.0713519999999903,633.0,96.0,893,866,1759,729.0,34.54690164866401,537.0,70.88465845464725,772.0,98.0,1377.0,1136.0,2513.0,870.0,30.105849582172702,674.0,56.0639070442992
E02000271,Ealing,9,9,12.79749475,9.57725,-3.220244750000001,25.0,633.0,701,791,1492,658.0,10.60656836461126,-608.0,3.566333808844508,24.0,529.0,743.0,642.0,1385.0,553.0,9.166787003610109,-505.0,3.2301480484522207
E02000272,Ealing,9,9,11.2407785,10.343499999999999,-0.8972785000000005,15.0,404.0,523,494,1017,419.0,5.958702064896755,-389.0,2.8680688336520075,9.0,342.0,401.0,472.0,873.0,351.0,3.5257731958762886,-333.0,2.2443890274314215
E02000274,Ealing,4,3,32.31972142857143,28.304000000000002,-4.015721428571425,349.0,367.0,744,1137,1881,716.0,68.09303561935141,-18.0,46.90860215053764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000275,Ealing,3,3,33.73231,27.57425,-6.158059999999999,445.0,55.0,552,566,1118,500.0,21.891771019677996,390.0,80.61594202898551,254.0,84.0,412.0,631.0,1043.0,338.0,20.456375838926174,170.0,61.6504854368932
E02000276,Ealing,8,8,14.8599295,13.668249999999999,-1.1916795000000011,108.0,533.0,714,802,1516,641.0,37.970976253298154,-425.0,15.126050420168067,116.0,376.0,633.0,648.0,1281.0,492.0,34.04839968774395,-260.0,18.325434439178515
E02000277,Enfield,6,4,23.83847,26.24225,2.4037799999999976,95.0,280.0,539,383,922,375.0,28.850325379609544,-185.0,17.625231910946194,52.0,270.0,440.0,411.0,851.0,322.0,16.498237367802584,-218.0,11.818181818181818
E02000278,Enfield,2,1,38.53651,38.6706,0.1340900000000005,405.0,104.0,660,506,1166,509.0,36.123499142367066,301.0,61.36363636363637,275.0,96.0,452.0,460.0,912.0,371.0,28.94736842105263,179.0,60.84070796460177
E02000279,Enfield,4,2,31.9931675,32.48916666666667,0.495999166666671,409.0,290.0,1132,656,1788,699.0,66.33668903803132,119.0,36.130742049469966,225.0,226.0,769.0,686.0,1455.0,451.0,34.94845360824742,-1.0,29.258777633289988
E02000280,Enfield,7,5,20.425478400000003,21.8056,1.3801215999999954,196.0,210.0,501,391,892,406.0,46.143497757847534,-14.0,39.12175648702595,151.0,136.0,495.0,330.0,825.0,287.0,24.89212121212121,15.0,30.50505050505051
E02000281,Enfield,4,3,29.389828,27.879399999999997,-1.5104280000000045,390.0,158.0,741,459,1200,548.0,51.35,232.0,52.63157894736842,284.0,192.0,591.0,475.0,1066.0,476.0,51.151969981238274,92.0,48.05414551607445
E02000282,Enfield,1,1,43.116834,39.9994,-3.117433999999996,684.0,0.0,846,660,1506,684.0,0.0,684.0,80.85106382978722,431.0,0.0,581.0,642.0,1223.0,431.0,0.0,431.0,74.18244406196214
E02000283,Enfield,5,2,27.650063999999997,30.8046,3.154536000000004,92.0,328.0,545,468,1013,420.0,29.788746298124384,-236.0,16.88073394495413,85.0,280.0,481.0,422.0,903.0,365.0,26.356589147286822,-195.0,17.671517671517673
E02000284,Enfield,8,7,15.7363976,16.9218,1.185402400000001,82.0,332.0,629,477,1106,414.0,24.61482820976492,-250.0,13.036565977742448,113.0,315.0,657.0,515.0,1172.0,428.0,30.371160409556314,-202.0,17.19939117199391
E02000285,Enfield,9,9,10.753410500000001,11.375250000000001,0.6218395000000001,10.0,223.0,292,260,552,233.0,4.0398550724637685,-213.0,3.4246575342465753,20.0,209.0,352.0,260.0,612.0,229.0,6.830065359477124,-189.0,5.681818181818182
E02000286,Enfield,8,7,15.412048000000002,17.5816,2.1695519999999995,180.0,392.0,700,652,1352,572.0,52.18934911242604,-212.0,25.71428571428571,172.0,315.0,788.0,555.0,1343.0,487.0,40.342516753536856,-143.0,21.82741116751269
E02000287,Enfield,9,8,11.349045499999999,13.16875,1.8197045000000003,83.0,363.0,429,483,912,446.0,33.036184210526315,-280.0,19.34731934731935,97.0,242.0,473.0,423.0,896.0,339.0,26.198660714285715,-145.0,20.507399577167018
E02000288,Enfield,3,2,34.18280666666667,33.36,-0.822806666666672,626.0,254.0,1206,715,1921,880.0,82.77147319104633,372.0,51.90713101160862,370.0,188.0,733.0,737.0,1470.0,558.0,47.31972789115646,182.0,50.4774897680764
E02000289,Enfield,10,9,9.8803625,10.369,0.4886374999999994,0.0,197.0,292,242,534,197.0,0.0,-197.0,0.0,0.0,199.0,386.0,272.0,658.0,199.0,0.0,-199.0,0.0
E02000290,Enfield,2,1,39.861509999999996,39.738749999999996,-0.12275999999999954,367.0,116.0,627,549,1176,483.0,36.20068027210884,251.0,58.53269537480064,301.0,64.0,555.0,523.0,1078.0,365.0,17.87012987012987,237.0,54.234234234234236
E02000291,Enfield,6,5,21.713304,22.6984,0.9850959999999986,413.0,383.0,884,796,1680,796.0,94.15416666666667,30.0,46.71945701357466,285.0,339.0,787.0,700.0,1487.0,624.0,64.9731002017485,-54.0,36.213468869123254
E02000292,Enfield,7,5,20.053101833333333,21.468166666666665,1.4150648333333322,114.0,381.0,679,577,1256,495.0,34.5812101910828,-267.0,16.789396170839467,109.0,323.0,685.0,575.0,1260.0,432.0,27.942063492063493,-214.0,15.912408759124089
E02000293,Enfield,10,9,8.9297335,10.8725,1.9427665000000012,0.0,259.0,360,314,674,259.0,0.0,-259.0,0.0,0.0,242.0,314.0,311.0,625.0,242.0,0.0,-242.0,0.0
E02000294,Enfield,5,3,28.002978000000002,29.782,1.7790219999999977,102.0,433.0,602,685,1287,535.0,34.31701631701632,-331.0,16.943521594684384,134.0,341.0,676.0,603.0,1279.0,475.0,35.72634870992963,-207.0,19.82248520710059
E02000295,Enfield,9,8,12.0749144,14.3244,2.2494856,107.0,398.0,676,570,1246,505.0,34.17817014446228,-291.0,15.828402366863905,71.0,343.0,555.0,530.0,1085.0,414.0,22.44516129032258,-272.0,12.792792792792792
E02000296,Enfield,7,6,20.015442,19.668599999999998,-0.3468420000000023,316.0,319.0,963,813,1776,635.0,56.759009009009006,-3.0,32.8141225337487,315.0,301.0,937.0,914.0,1851.0,616.0,51.223662884927066,14.0,33.6179295624333
E02000297,Enfield,9,9,10.676952833333333,11.140333333333333,0.46338049999999953,74.0,382.0,547,470,1017,456.0,27.795476892822027,-308.0,13.528336380255942,45.0,316.0,440.0,448.0,888.0,361.0,16.013513513513512,-271.0,10.227272727272728
E02000298,Enfield,10,10,9.864018999999999,8.491200000000001,-1.372818999999998,0.0,423.0,539,526,1065,423.0,0.0,-423.0,0.0,0.0,385.0,607.0,559.0,1166.0,385.0,0.0,-385.0,0.0
E02000299,Enfield,3,2,33.860984,34.117399999999996,0.2564159999999944,422.0,381.0,964,980,1944,803.0,82.70679012345678,41.0,43.77593360995851,206.0,347.0,609.0,910.0,1519.0,553.0,47.05859117840685,-141.0,33.825944170771756
E02000300,Enfield,5,2,28.247826000000003,31.644799999999996,3.396973999999993,159.0,569.0,876,868,1744,728.0,51.87557339449541,-410.0,18.15068493150685,158.0,425.0,617.0,790.0,1407.0,583.0,47.72565742714996,-267.0,25.60777957860616
E02000301,Enfield,2,1,41.65164,40.272,-1.379640000000002,571.0,239.0,1003,974,1977,810.0,69.02832574607991,332.0,56.929212362911265,311.0,169.0,636.0,788.0,1424.0,480.0,36.90941011235955,142.0,48.89937106918239
E02000302,Enfield,7,6,20.881618,19.215600000000002,-1.6660179999999976,138.0,294.0,572,573,1145,432.0,35.43406113537118,-156.0,24.125874125874127,129.0,247.0,535.0,509.0,1044.0,376.0,30.520114942528735,-118.0,24.11214953271028
E02000303,Enfield,2,1,39.434844,39.298199999999994,-0.13664400000000398,466.0,256.0,879,902,1781,722.0,66.98259404828748,210.0,53.01478953356087,312.0,142.0,574.0,641.0,1215.0,454.0,36.4641975308642,170.0,54.35540069686411
E02000304,Enfield,10,9,9.66158,9.462399999999999,-0.1991800000000019,0.0,435.0,600,511,1111,435.0,0.0,-435.0,0.0,0.0,379.0,495.0,463.0,958.0,379.0,0.0,-379.0,0.0
E02000305,Enfield,7,7,18.023322,15.3446,-2.6787220000000005,224.0,349.0,912,693,1605,573.0,48.70778816199377,-125.0,24.561403508771928,159.0,348.0,680.0,746.0,1426.0,507.0,38.80224403927069,-189.0,23.38235294117647
E02000306,Enfield,1,1,52.44551,43.540800000000004,-8.904709999999994,541.0,0.0,747,696,1443,541.0,0.0,541.0,72.42302543507363,304.0,0.0,437.0,537.0,974.0,304.0,0.0,304.0,69.56521739130434
E02000307,Enfield,5,4,26.71487833333333,24.89616666666667,-1.8187116666666618,166.0,417.0,781,762,1543,583.0,44.86195722618276,-251.0,21.254801536491676,102.0,340.0,608.0,771.0,1379.0,442.0,25.148658448150833,-238.0,16.776315789473685
E02000308,Enfield,5,5,25.789194,21.9112,-3.8779939999999975,324.0,366.0,752,871,1623,690.0,73.06469500924214,-42.0,43.08510638297872,303.0,226.0,810.0,659.0,1469.0,529.0,46.61538461538461,77.0,37.407407407407405
E02000309,Enfield,1,1,44.021836666666665,38.10633333333333,-5.915503333333334,619.0,0.0,905,1024,1929,619.0,0.0,619.0,68.39779005524862,469.0,0.0,721.0,996.0,1717.0,469.0,0.0,469.0,65.0485436893204
E02000311,Enfield,4,4,29.96753,26.741833333333336,-3.225696666666664,433.0,438.0,891,991,1882,871.0,100.77258235919234,-5.0,48.597081930415264,293.0,288.0,705.0,801.0,1506.0,581.0,56.03187250996016,5.0,41.56028368794326
E02000312,Enfield,5,6,24.15724833333333,19.403833333333335,-4.753414999999997,507.0,650.0,1308,1271,2579,1157.0,127.78208607987592,-143.0,38.76146788990826,333.0,510.0,1075.0,1160.0,2235.0,843.0,75.98657718120805,-177.0,30.976744186046513
E02000313,Greenwich,1,3,46.372665,29.149,-17.223664999999997,493.0,0.0,618,455,1073,493.0,0.0,493.0,79.77346278317152,250.0,0.0,319.0,414.0,733.0,250.0,0.0,250.0,78.36990595611285
E02000314,Greenwich,3,5,32.975835,23.476428571428574,-9.499406428571422,548.0,479.0,1213,1157,2370,1027.0,110.75611814345991,69.0,45.17724649629019,460.0,268.0,1155.0,1097.0,2252.0,728.0,54.742451154529306,192.0,39.82683982683983
E02000315,Greenwich,1,1,42.68867,37.013,-5.675670000000004,578.0,0.0,749,654,1403,578.0,0.0,578.0,77.16955941255007,357.0,0.0,494.0,593.0,1087.0,357.0,0.0,357.0,72.2672064777328
E02000316,Greenwich,2,4,40.37712,24.489250000000002,-15.887869999999996,979.0,300.0,1507,1110,2617,1279.0,112.22774168895683,679.0,64.96350364963503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000317,Greenwich,1,2,46.177251999999996,32.6576,-13.519651999999994,557.0,0.0,686,762,1448,557.0,0.0,557.0,81.19533527696792,385.0,0.0,527.0,497.0,1024.0,385.0,0.0,385.0,73.05502846299811
E02000318,Greenwich,3,4,33.094662,26.7152,-6.379462,306.0,391.0,840,1052,1892,697.0,63.23784355179704,-85.0,36.42857142857142,273.0,239.0,914.0,1085.0,1999.0,512.0,32.63981990995498,34.0,29.86870897155361
E02000319,Greenwich,3,4,33.5178625,24.010499999999997,-9.507362500000003,451.0,422.0,1215,1089,2304,873.0,82.60503472222223,29.0,37.11934156378601,304.0,186.0,768.0,911.0,1679.0,490.0,33.67718880285884,118.0,39.58333333333333
E02000320,Greenwich,4,5,31.11635,22.11375,-9.002600000000001,107.0,263.0,480,469,949,370.0,29.65331928345627,-156.0,22.291666666666668,159.0,216.0,441.0,415.0,856.0,375.0,40.12149532710281,-57.0,36.054421768707485
E02000321,Greenwich,1,2,44.9701825,33.3305,-11.6396825,586.0,0.0,747,705,1452,586.0,0.0,586.0,78.44712182061579,341.0,0.0,485.0,493.0,978.0,341.0,0.0,341.0,70.30927835051546
E02000323,Greenwich,1,2,46.089688333333335,32.33433333333333,-13.755355000000002,845.0,0.0,1082,1194,2276,845.0,0.0,845.0,78.09611829944546,696.0,0.0,1022.0,988.0,2010.0,696.0,0.0,696.0,68.10176125244618
E02000324,Greenwich,2,3,39.5193725,29.6825,-9.836872500000002,465.0,119.0,643,596,1239,584.0,44.66101694915254,346.0,72.31726283048211,328.0,76.0,468.0,495.0,963.0,404.0,25.88577362409138,252.0,70.08547008547008
E02000326,Greenwich,4,6,29.174857499999998,20.183500000000002,-8.991357499999996,285.0,382.0,682,686,1368,667.0,79.58333333333333,-97.0,41.78885630498534,290.0,186.0,672.0,508.0,1180.0,476.0,45.71186440677966,104.0,43.154761904761905
E02000327,Greenwich,1,3,44.594494999999995,30.384,-14.210494999999995,570.0,0.0,728,649,1377,570.0,0.0,570.0,78.2967032967033,334.0,0.0,460.0,429.0,889.0,334.0,0.0,334.0,72.60869565217392
E02000328,Greenwich,6,7,23.66691,17.396250000000002,-6.2706599999999995,117.0,344.0,711,498,1209,461.0,33.29032258064516,-227.0,16.455696202531644,87.0,273.0,554.0,551.0,1105.0,360.0,21.49411764705882,-186.0,15.703971119133575
E02000329,Greenwich,5,6,25.038655,19.74,-5.298655,92.0,238.0,399,394,793,330.0,27.611601513240856,-146.0,23.05764411027569,78.0,212.0,350.0,380.0,730.0,290.0,22.65205479452055,-134.0,22.285714285714285
E02000331,Greenwich,3,3,33.482145,29.5225,-3.959645000000002,397.0,220.0,737,662,1399,617.0,62.43030736240171,177.0,53.86702849389417,271.0,116.0,578.0,560.0,1138.0,387.0,27.62390158172232,155.0,46.88581314878893
E02000332,Greenwich,6,7,22.954953999999997,15.8816,-7.073353999999997,61.0,354.0,513,503,1016,415.0,21.253937007874015,-293.0,11.890838206627679,76.0,298.0,501.0,504.0,1005.0,374.0,22.535323383084577,-222.0,15.169660678642716
E02000333,Greenwich,6,8,21.28062,14.084,-7.196619999999999,135.0,372.0,704,680,1384,507.0,36.286127167630056,-237.0,19.176136363636363,104.0,256.0,498.0,527.0,1025.0,360.0,25.974634146341465,-152.0,20.883534136546185
E02000334,Greenwich,4,4,29.5809575,25.97975,-3.601207500000001,220.0,156.0,465,400,865,376.0,39.676300578034684,64.0,47.31182795698925,119.0,135.0,307.0,358.0,665.0,254.0,24.157894736842106,-16.0,38.762214983713356
E02000335,Greenwich,8,9,14.0149025,11.3535,-2.6614024999999994,33.0,222.0,343,295,638,255.0,11.482758620689655,-189.0,9.620991253644315,48.0,211.0,363.0,367.0,730.0,259.0,13.873972602739727,-163.0,13.223140495867769
E02000337,Greenwich,3,2,36.376599999999996,30.8538,-5.522799999999997,326.0,127.0,504,516,1020,453.0,40.590196078431376,199.0,64.68253968253968,176.0,45.0,361.0,371.0,732.0,221.0,10.819672131147541,131.0,48.75346260387812
E02000339,Greenwich,7,7,17.9297875,16.8855,-1.0442874999999994,63.0,182.0,312,286,598,245.0,19.17391304347826,-119.0,20.192307692307693,66.0,143.0,364.0,303.0,667.0,209.0,14.149925037481259,-77.0,18.13186813186813
E02000340,Greenwich,7,8,20.1953475,14.4035,-5.791847500000001,130.0,243.0,481,434,915,373.0,34.52459016393443,-113.0,27.027027027027028,169.0,228.0,543.0,434.0,977.0,397.0,39.43909928352098,-59.0,31.123388581952117
E02000341,Greenwich,2,1,41.683504000000006,38.4084,-3.275104000000006,393.0,84.0,495,475,970,477.0,34.03298969072165,309.0,79.39393939393939,287.0,52.0,411.0,410.0,821.0,339.0,18.17783191230207,235.0,69.82968369829685
E02000342,Greenwich,5,6,25.738275,21.143333333333334,-4.594941666666667,272.0,235.0,547,694,1241,507.0,51.50684931506849,37.0,49.725776965265084,226.0,171.0,542.0,549.0,1091.0,397.0,35.422548120989916,55.0,41.69741697416974
E02000343,Greenwich,5,4,27.723685,24.605,-3.1186849999999993,192.0,153.0,451,389,840,345.0,34.97142857142857,39.0,42.572062084257205,156.0,109.0,362.0,332.0,694.0,265.0,24.501440922190202,47.0,43.0939226519337
E02000344,Greenwich,8,8,17.2446175,12.808,-4.4366175000000005,78.0,212.0,432,352,784,290.0,21.091836734693878,-134.0,18.055555555555554,80.0,173.0,405.0,337.0,742.0,253.0,18.652291105121293,-93.0,19.753086419753085
E02000345,Hackney,3,3,35.81385,29.094600000000003,-6.719249999999999,161.0,414.0,628,681,1309,575.0,50.919786096256686,-253.0,25.636942675159236,144.0,448.0,562.0,899.0,1461.0,592.0,44.15605749486653,-304.0,25.622775800711743
E02000346,Hackney,1,1,53.19920333333334,47.19425,-6.00495333333334,348.0,0.0,506,640,1146,348.0,0.0,348.0,68.77470355731225,781.0,0.0,1296.0,1228.0,2524.0,781.0,0.0,781.0,60.26234567901234
E02000347,Hackney,2,3,40.27214,29.094600000000003,-11.177539999999997,266.0,168.0,544,678,1222,434.0,36.56955810147299,98.0,48.89705882352941,290.0,172.0,612.0,730.0,1342.0,462.0,37.168405365126674,118.0,47.385620915032675
E02000348,Hackney,1,2,43.36698,33.337,-10.029979999999995,422.0,0.0,632,797,1429,422.0,0.0,422.0,66.77215189873418,337.0,0.0,469.0,671.0,1140.0,337.0,0.0,337.0,71.85501066098081
E02000350,Hackney,4,4,31.160314,24.362000000000002,-6.798313999999998,161.0,889.0,1087,1160,2247,1050.0,63.69781931464174,-728.0,14.811407543698252,199.0,777.0,1176.0,1152.0,2328.0,976.0,66.41881443298969,-578.0,16.921768707482993
E02000351,Hackney,2,3,36.660595,28.096333333333334,-8.564261666666667,847.0,251.0,1388,1381,2769,1098.0,76.77753701697364,596.0,61.023054755043226,745.0,354.0,1361.0,1462.0,2823.0,1099.0,93.42189160467588,391.0,54.7391623806025
E02000352,Hackney,2,4,36.809425000000005,26.52625,-10.283175000000004,381.0,156.0,816,643,1459,537.0,40.73749143248801,225.0,46.69117647058824,314.0,131.0,686.0,691.0,1377.0,445.0,29.872185911401598,183.0,45.77259475218659
E02000353,Hackney,4,5,30.885446,23.750400000000003,-7.135045999999999,238.0,670.0,1034,1041,2075,908.0,76.84819277108434,-432.0,23.017408123791103,192.0,640.0,997.0,1057.0,2054.0,832.0,59.82473222979552,-448.0,19.257773319959878
