msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21
E02000102,Brent,3,2,35.906956666666666,33.9805,-1.9264566666666667,368.0,132.0,658,696,1354,500.0,35.87592319054653,236.0,55.92705167173252,221.0,109.0,536.0,655.0,1191.0,330.0,20.225860621326618,112.0,41.23134328358209
E02000103,Brent,4,3,30.482774,28.742399999999996,-1.7403740000000028,403.0,252.0,827,725,1552,655.0,65.43556701030928,151.0,48.73035066505441,278.0,284.0,801.0,920.0,1721.0,562.0,45.87565368971528,-6.0,34.706616729088644
E02000104,Brent,6,5,22.458765,22.933500000000002,0.47473500000000257,110.0,359.0,558,659,1217,469.0,32.44864420706656,-249.0,19.71326164874552,100.0,277.0,511.0,604.0,1115.0,377.0,24.84304932735426,-177.0,19.569471624266143
E02000105,Brent,5,5,26.175617999999996,21.482999999999997,-4.6926179999999995,354.0,283.0,859,1051,1910,637.0,52.45130890052356,71.0,41.21071012805588,394.0,224.0,833.0,888.0,1721.0,618.0,51.281812899477046,170.0,47.29891956782713
E02000106,Brent,3,2,33.014026666666666,33.08533333333333,0.07130666666666485,510.0,278.0,942,1105,2047,788.0,69.26233512457254,232.0,54.14012738853503,438.0,310.0,934.0,1369.0,2303.0,748.0,58.95788102475033,128.0,46.895074946466806
E02000107,Brent,4,4,30.496498333333335,24.721,-5.775498333333335,645.0,446.0,1329,1395,2724,1091.0,105.60572687224669,199.0,48.53273137697517,527.0,411.0,1269.0,1475.0,2744.0,938.0,78.9347667638484,116.0,41.52876280535855
E02000108,Brent,5,6,26.6843475,20.7275,-5.956847500000002,259.0,169.0,573,737,1310,428.0,33.41297709923664,90.0,45.20069808027923,245.0,151.0,529.0,631.0,1160.0,396.0,31.892241379310345,94.0,46.31379962192816
E02000109,Brent,6,5,22.8960975,21.403499999999998,-1.4925975000000022,203.0,442.0,1175,723,1898,645.0,47.273972602739725,-239.0,17.27659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000110,Brent,5,6,26.642737999999998,20.9468,-5.695937999999998,236.0,557.0,860,979,1839,793.0,71.48015225666123,-321.0,27.44186046511628,190.0,658.0,842.0,1149.0,1991.0,848.0,62.792566549472625,-468.0,22.565320665083135
E02000111,Brent,5,5,26.860002,22.2242,-4.635802000000002,270.0,207.0,707,1034,1741,477.0,32.10224009190121,63.0,38.189533239038184,264.0,167.0,975.0,1308.0,2283.0,431.0,19.31143232588699,97.0,27.076923076923077
E02000112,Brent,5,5,25.880442,23.1066,-2.7738419999999984,304.0,329.0,789,1096,1885,633.0,53.05888594164456,-25.0,38.5297845373891,365.0,288.0,1467.0,1244.0,2711.0,653.0,38.77535964588713,77.0,24.880708929788682
E02000113,Brent,1,1,49.901264999999995,45.2075,-4.693764999999992,518.0,0.0,638,678,1316,518.0,0.0,518.0,81.19122257053291,415.0,0.0,546.0,706.0,1252.0,415.0,0.0,415.0,76.007326007326
E02000114,Brent,4,4,32.001286,24.401999999999997,-7.599286000000003,550.0,415.0,1134,1211,2345,965.0,97.33475479744136,135.0,48.500881834215164,566.0,482.0,1339.0,1375.0,2714.0,1048.0,100.52026529108328,84.0,42.27035100821509
E02000115,Brent,4,4,30.280287999999995,24.021,-6.259287999999994,643.0,323.0,1199,1238,2437,966.0,85.22322527697989,320.0,53.628023352793996,403.0,289.0,1063.0,1109.0,2172.0,692.0,53.62200736648251,114.0,37.91157102539981
E02000116,Brent,1,1,42.751262499999996,34.450500000000005,-8.30076249999999,842.0,0.0,978,895,1873,842.0,0.0,842.0,86.09406952965234,721.0,0.0,1001.0,1045.0,2046.0,721.0,0.0,721.0,72.02797202797203
E02000117,Brent,1,1,45.537385,40.78516666666667,-4.752218333333332,971.0,0.0,1175,1044,2219,971.0,0.0,971.0,82.63829787234043,663.0,0.0,888.0,1193.0,2081.0,663.0,0.0,663.0,74.66216216216216
E02000118,Brent,5,5,27.527224,23.023400000000002,-4.503823999999998,256.0,219.0,632,846,1478,475.0,37.93234100135318,37.0,40.50632911392405,285.0,190.0,962.0,1116.0,2078.0,475.0,26.05871029836381,95.0,29.625779625779625
E02000119,Brent,1,1,54.57331,46.618,-7.955309999999997,511.0,0.0,662,556,1218,511.0,0.0,511.0,77.19033232628398,678.0,0.0,927.0,707.0,1634.0,678.0,0.0,678.0,73.13915857605178
E02000120,Brent,3,4,33.164776,25.038999999999998,-8.125776000000005,872.0,284.0,1280,1302,2582,1156.0,95.9132455460883,588.0,68.125,763.0,338.0,1344.0,1538.0,2882.0,1101.0,89.48438584316447,425.0,56.770833333333336
E02000121,Brent,6,5,23.349946,22.3264,-1.0235459999999996,129.0,545.0,637,853,1490,674.0,47.18456375838926,-416.0,20.251177394034535,153.0,570.0,1005.0,1247.0,2252.0,723.0,38.725577264653644,-417.0,15.223880597014924
E02000122,Brent,7,7,20.877672,17.1472,-3.730471999999999,87.0,594.0,802,768,1570,681.0,32.91592356687898,-507.0,10.847880299251871,108.0,600.0,831.0,800.0,1631.0,708.0,39.73022685469037,-492.0,12.996389891696749
E02000123,Brent,2,1,42.027354,36.255428571428574,-5.7719254285714285,1100.0,541.0,1593,1867,3460,1641.0,171.9942196531792,559.0,69.05210295040803,789.0,406.0,1398.0,1986.0,3384.0,1195.0,94.66134751773049,383.0,56.437768240343345
