msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Rank_2010,IMD_Rank_2019,IMD_Pctile_2010,IMD_Pctile_2019,IMD_Pctile_Change,IMD_Score_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21,Outflow_Wealthier_11,Inflow_Poorer_11,Counter_Churn_11,Counter_Rate_11,Net_Counter_11,Pct_Outflow_Wealthier_11,Outflow_Wealthier_21,Inflow_Poorer_21,Counter_Churn_21,Counter_Rate_21,Net_Counter_21,Pct_Outflow_Wealthier_21,Net_Cascade_21_alt,Inflow_Wealthier_21_alt,Outflow_Poorer_21_alt,Delta_Net_Cascade,Delta_CFI_Churn,Delta_CFI_Rate,Delta_Pct_Inflow_Wealthier,Delta_Net_Counter,Delta_Counter_Churn,Delta_Counter_Rate,Delta_Pct_Outflow_Wealthier,Cascade_Dominance_11,Cross_Decile_Share_11,Cascade_Dominance_21,Cross_Decile_Share_21,Sign_Concordance_11,Sign_Concordance_21,Delta_Cascade_Dominance,Delta_Cross_Decile_Share,Wealth_Decile_National,Inflow_Wealthier_nat_11,Outflow_Poorer_nat_11,Outflow_Wealthier_nat_11,Inflow_Poorer_nat_11,Total_Inflow_nat_11,Total_Outflow_nat_11,Ext_Inflow_nat_11,Ext_Outflow_nat_11,Total_Migration_nat_11,CFI_Churn_nat_11,CFI_Rate_nat_11,Net_Cascade_nat_11,Pct_Inflow_Wealthier_nat_11,Counter_Churn_nat_11,Counter_Rate_nat_11,Net_Counter_nat_11,Cascade_Dominance_nat_11,Ext_Net_nat_11,Inflow_Wealthier_nat_21,Outflow_Poorer_nat_21,Outflow_Wealthier_nat_21,Inflow_Poorer_nat_21,Total_Inflow_nat_21,Total_Outflow_nat_21,Ext_Inflow_nat_21,Ext_Outflow_nat_21,Total_Migration_nat_21,CFI_Churn_nat_21,CFI_Rate_nat_21,Net_Cascade_nat_21,Pct_Inflow_Wealthier_nat_21,Counter_Churn_nat_21,Counter_Rate_nat_21,Net_Counter_nat_21,Cascade_Dominance_nat_21,Ext_Net_nat_21
E02000241,Ealing,7,6,19.926802169001355,20.341377146240376,618.0,527.0,0.6286876907426246,0.5361139369277721,-0.0925737538148525,0.4145749772390203,83.0,298.0,521,497,1018,381.0,24.296660117878194,-215.0,15.930902111324375,126.0,239.0,527.0,468.0,995.0,365.0,30.26532663316583,-113.0,23.908918406072104,150.0,329.0,479.0,48.47740667976424,-179.0,30.18108651911469,147.0,305.0,452.0,45.06030150753769,-158.0,31.41025641025641,-72.0,147.0,219.0,102.0,-16.0,5.968666515287637,7.978016294747729,21.0,-27.0,-3.417105172226556,1.2291698911417193,0.4430232558139534,0.8447937131630648,0.4467564259485924,0.821105527638191,concordant,concordant,0.0037331701346389,-0.0236881855248738,5,157,296,336,322,583,681,62,184,1264,453,36.765822784810126,-139,26.929674099485418,658,85.59493670886076,14,0.4077407740774077,-122,226,236,354,301,615,675,88,207,1290,462,41.345736434108524,-10,36.7479674796748,655,82.6,53,0.41360787824529993,-119
E02000242,Ealing,8,8,16.177831749223717,15.130992319726923,725.0,700.0,0.7375381485249237,0.7121057985757884,-0.0254323499491353,-1.046839429496794,20.0,480.0,459,595,1054,500.0,9.108159392789371,-460.0,4.357298474945534,17.0,380.0,367.0,472.0,839.0,397.0,7.699642431466031,-363.0,4.632152588555858,55.0,378.0,433.0,19.72485768500949,-323.0,9.243697478991598,40.0,313.0,353.0,14.922526817640048,-273.0,8.47457627118644,-367.0,18.0,385.0,97.0,-103.0,-1.4085169613233406,0.2748541136103242,50.0,-80.0,-4.802330867369442,-0.7691212078051581,0.5359056806002144,0.8851992409867173,0.5293333333333333,0.8939213349225268,concordant,concordant,-0.006572347266881,0.0087220939358094,6,44,438,72,303,514,709,55,114,1223,482,15.757972199509403,-394,8.560311284046692,375,17.838103025347507,-231,0.5624270711785297,-59,30,351,58,290,440,646,73,174,1086,381,9.696132596685082,-321,6.8181818181818175,348,15.488029465930019,-232,0.522633744855967,-101
E02000243,Ealing,5,4,25.60419346456693,24.032607788915772,461.0,385.0,0.4689725330620549,0.3916581892166836,-0.0773143438453713,-1.5715856756511537,356.0,231.0,721,765,1486,587.0,55.34051144010767,125.0,49.375866851595006,249.0,167.0,493.0,528.0,1021.0,416.0,40.72771792360431,82.0,50.50709939148072,451.0,236.0,687.0,71.62584118438762,215.0,58.95424836601307,302.0,157.0,459.0,46.43878550440744,145.0,57.1969696969697,158.0,282.0,124.0,-43.0,-171.0,-14.61279351650336,1.1312325398857157,-70.0,-228.0,-25.187055679980183,-1.757278669043366,0.4607535321821036,0.857335127860027,0.4754285714285714,0.8570029382957884,concordant,concordant,0.0146750392464677,-0.0003321895642385,4,394,271,579,319,795,937,74,172,1732,665,61.647806004618936,123,49.55974842767296,898,106.64030023094688,260,0.4254638515674984,-98,287,212,514,213,579,779,86,251,1358,499,44.8041237113402,75,49.568221070811745,727,80.620029455081,301,0.4070146818923328,-165
E02000244,Ealing,7,7,17.71249505716676,17.113022827984423,684.0,623.0,0.6958290946083419,0.6337741607324516,-0.0620549338758902,-0.5994722291823358,148.0,375.0,530,645,1175,523.0,47.234042553191486,-227.0,27.92452830188679,115.0,316.0,470.0,529.0,999.0,431.0,36.37637637637638,-201.0,24.46808510638298,206.0,313.0,519.0,54.87489361702128,-107.0,31.93798449612403,125.0,287.0,412.0,35.910910910910914,-162.0,23.629489603024577,-252.0,106.0,358.0,26.0,-92.0,-10.857666176815108,-3.4564431955038124,-55.0,-107.0,-18.963982706110365,-8.308494893099454,0.5019193857965452,0.8868085106382979,0.5112692763938316,0.8438438438438438,concordant,concordant,0.0093498905972864,-0.0429646667944541,6,40,439,64,379,601,824,71,179,1425,479,12.322807017543859,-399,6.655574043261231,443,17.02175438596491,-315,0.5195227765726681,-108,45,402,54,354,589,746,119,217,1335,447,13.55056179775281,-357,7.6400679117147705,408,14.319101123595505,-300,0.5228070175438596,-98
E02000245,Ealing,1,1,42.90443864762138,37.993874625489745,92.0,46.0,0.0935910478128179,0.0467955239064089,-0.0467955239064089,-4.910564022131638,629.0,0.0,677,724,1401,629.0,0.0,629.0,92.9098966026588,582.0,0.0,656.0,514.0,1170.0,582.0,0.0,582.0,88.71951219512195,659.0,0.0,659.0,0.0,659.0,91.0220994475138,504.0,0.0,504.0,0.0,504.0,98.0544747081712,553.0,553.0,0.0,-47.0,-47.0,0.0,-4.190384407536854,-155.0,-155.0,0.0,7.032375260657403,0.4883540372670807,0.9193433261955746,0.5359116022099447,0.9282051282051282,concordant,concordant,0.0475575649428639,0.0088618020095536,1,688,0,828,0,739,893,62,169,1632,688,0.0,688,93.09878213802436,828,0.0,828,0.45382585751978893,-107,702,0,728,0,776,738,120,224,1514,702,0.0,702,90.4639175257732,728,0.0,728,0.4909090909090909,-104
E02000246,Ealing,3,2,33.97641724508458,30.372713315217393,257.0,195.0,0.2614445574771109,0.1983723296032553,-0.0630722278738555,-3.6037039298671902,468.0,66.0,656,621,1277,534.0,24.18794048551292,402.0,71.34146341463415,352.0,61.0,455.0,511.0,966.0,413.0,22.22774327122153,291.0,77.36263736263737,462.0,112.0,574.0,40.51996867658575,350.0,74.39613526570048,402.0,48.0,450.0,19.975155279503102,354.0,78.6692759295499,337.0,389.0,52.0,-111.0,-121.0,-1.9601972142913908,6.021173948003224,4.0,-124.0,-20.544813397082645,4.273140663849418,0.4819494584837545,0.8676585747846516,0.4785631517960602,0.8933747412008282,concordant,concordant,-0.0033863066876942,0.0257161664161765,2,568,57,648,102,740,797,84,176,1537,625,21.0644111906311,511,76.75675675675676,750,43.00325309043591,546,0.45454545454545453,-92,468,50,765,45,568,870,113,359,1438,518,16.27260083449235,418,82.3943661971831,810,23.93949930458971,720,0.39006024096385544,-246
E02000247,Ealing,4,3,29.88549167498865,27.71270396627707,365.0,277.0,0.3713123092573754,0.2817904374364191,-0.0895218718209562,-2.1727877087115814,559.0,228.0,898,836,1734,787.0,73.50173010380622,331.0,62.24944320712695,377.0,169.0,571.0,651.0,1222.0,546.0,52.138297872340424,208.0,66.02451838879159,509.0,211.0,720.0,61.937139561707035,298.0,60.88516746411483,433.0,152.0,585.0,53.85924713584288,281.0,66.51305683563749,296.0,423.0,127.0,-123.0,-241.0,-21.3634322314658,3.77507518166464,-17.0,-135.0,-8.077892425864157,5.627889371522656,0.522229595222296,0.8690888119953863,0.4827586206896552,0.925531914893617,concordant,concordant,-0.0394709745326407,0.0564431028982306,3,578,205,673,152,976,1066,78,230,2042,783,58.02644466209598,373,59.221311475409834,825,50.09598432908913,521,0.4869402985074627,-152,420,140,667,132,664,941,93,290,1605,560,36.63551401869159,280,63.25301204819277,799,54.85607476635514,535,0.41206769683590877,-197
E02000248,Ealing,8,6,17.53649321788928,18.93524399894487,689.0,574.0,0.7009155645981688,0.5839267548321465,-0.1169888097660223,1.3987507810555897,72.0,606.0,758,810,1568,678.0,27.8265306122449,-534.0,9.49868073878628,79.0,525.0,512.0,694.0,1206.0,604.0,34.39054726368159,-446.0,15.4296875,105.0,594.0,699.0,39.776785714285715,-489.0,12.962962962962962,91.0,374.0,465.0,28.22056384742952,-283.0,13.112391930835734,-148.0,187.0,335.0,88.0,-74.0,6.564016651436692,5.93100676121372,206.0,-234.0,-11.556221866856196,0.1494289678727725,0.4923747276688453,0.8781887755102041,0.5650140318054256,0.8864013266998342,concordant,concordant,0.0726393041365803,0.00821255118963,6,92,584,122,575,916,1009,158,199,1925,676,27.91064935064935,-492,10.043668122270741,697,36.44155844155844,-453,0.4923525127458121,-41,95,501,103,366,659,992,147,298,1651,596,28.827983040581465,-406,14.41578148710167,469,22.83343428225318,-263,0.5596244131455399,-151
E02000249,Ealing,5,4,27.573395791995853,24.630608220937702,420.0,365.0,0.427263479145473,0.3713123092573754,-0.0559511698880976,-2.942787571058151,295.0,273.0,643,587,1230,568.0,65.47560975609755,22.0,45.878693623639194,232.0,193.0,510.0,547.0,1057.0,425.0,42.36140018921475,39.0,45.490196078431374,227.0,269.0,496.0,49.644715447154475,-42.0,38.67120954003408,251.0,200.0,451.0,47.49290444654683,51.0,45.88665447897623,104.0,265.0,161.0,17.0,-143.0,-23.114209566882806,-0.3884975452078194,93.0,-45.0,-2.151811000607644,7.215444938942156,0.5338345864661654,0.865040650406504,0.4851598173515982,0.8287606433301797,divergent,concordant,-0.0486747691145672,-0.0362800070763242,3,438,149,461,102,728,747,85,160,1475,587,44.245423728813556,289,60.16483516483516,563,31.879322033898305,359,0.5104347826086957,-75,361,96,575,101,590,787,80,240,1377,457,25.167755991285404,265,61.186440677966104,676,42.175018155410314,474,0.40335392762577227,-160
E02000250,Ealing,10,10,9.517738123015262,8.0784108040201,905.0,921.0,0.920651068158698,0.9369277721261444,0.0162767039674465,-1.4393273189951614,0.0,524.0,516,539,1055,524.0,0.0,-524.0,0.0,0.0,376.0,294.0,395.0,689.0,376.0,0.0,-376.0,0.0,0.0,507.0,507.0,0.0,-507.0,0.0,0.0,289.0,289.0,0.0,-289.0,0.0,-370.0,0.0,370.0,148.0,-148.0,0.0,0.0,218.0,-218.0,0.0,0.0,0.5082444228903976,0.9772511848341232,0.5654135338345865,0.965166908563135,concordant,concordant,0.0571691109441888,-0.0120842762709881,9,4,695,5,631,638,709,122,170,1347,699,2.0638455827765405,-691,0.6269592476489028,636,2.342242019302153,-626,0.5235955056179775,-48,0,642,5,473,477,661,183,266,1138,642,0.0,-642,0.0,478,2.078207381370826,-468,0.5732142857142857,-83
E02000251,Ealing,7,7,20.098229045820744,17.298753162922797,614.0,619.0,0.624618514750763,0.62970498474059,0.0050864699898269,-2.799475882897948,44.0,377.0,451,514,965,421.0,17.18963730569948,-333.0,9.75609756097561,53.0,361.0,428.0,498.0,926.0,414.0,20.661987041036717,-308.0,12.38317757009346,86.0,358.0,444.0,31.90466321243523,-272.0,16.731517509727624,90.0,340.0,430.0,33.04535637149028,-250.0,18.072289156626507,-339.0,46.0,385.0,25.0,-7.0,3.472349735337236,2.627080009117851,22.0,-14.0,1.140693159055047,1.340771646898883,0.4867052023121387,0.8963730569948186,0.490521327014218,0.9114470842332614,concordant,concordant,0.0038161247020793,0.0150740272384427,5,113,377,245,358,518,660,67,146,1178,490,36.16383701188455,-264,21.814671814671815,603,74.45670628183362,-113,0.44830741079597436,-79,183,358,332,340,543,730,115,232,1273,541,51.464257659073056,-175,33.70165745856354,672,88.67242733699922,-8,0.4460016488046167,-117
E02000252,Ealing,4,3,31.97043001648465,28.185328832552585,313.0,257.0,0.3184130213631739,0.2614445574771109,-0.056968463886063,-3.7851011839320634,584.0,312.0,1075,1085,2160,896.0,84.35555555555555,272.0,54.325581395348834,937.0,555.0,1515.0,1908.0,3423.0,1492.0,151.92375109553024,382.0,61.84818481848184,619.0,338.0,957.0,96.86203703703704,281.0,57.05069124423963,1197.0,450.0,1647.0,157.36196319018404,747.0,62.735849056603776,650.0,1071.0,421.0,110.0,596.0,67.56819553997468,7.522603423133006,466.0,690.0,60.499926153147,5.685157812364146,0.4835402050728548,0.8578703703703704,0.4753106084740363,0.9170318434122116,concordant,concordant,-0.0082295965988185,0.0591614730418411,3,700,287,743,327,1298,1310,223,225,2608,987,77.03220858895706,413,53.929121725731896,1070,93.15989263803681,416,0.4798249878463782,-2,1922,514,1560,426,2612,2450,1097,542,5062,2436,195.1615962070328,1408,73.58346094946401,1986,131.28407743974714,1134,0.5508819538670285,555
E02000253,Ealing,4,1,32.280214490240866,33.80143238339204,305.0,99.0,0.3102746693794506,0.1007121057985757,-0.2095625635808748,1.5212178931511744,429.0,205.0,715,676,1391,634.0,63.22429906542056,224.0,60.0,345.0,156.0,533.0,583.0,1116.0,501.0,48.225806451612904,189.0,64.72795497185741,405.0,190.0,595.0,55.319913731128686,215.0,59.9112426035503,395.0,147.0,542.0,52.02956989247312,248.0,67.75300171526587,495.0,495.0,0.0,-35.0,-133.0,-14.998492613807656,4.7279549718574145,33.0,-53.0,-3.2903438386555663,7.841759111715568,0.51586655817738,0.8835370237239396,0.4803451581975071,0.9345878136200716,concordant,concordant,-0.0355213999798728,0.0510507898961321,3,446,168,521,137,791,832,76,156,1623,614,46.16635859519408,278,56.38432364096081,658,43.97843499691928,384,0.4827044025157233,-80,399,126,630,95,626,856,93,273,1482,525,33.92307692307692,273,63.73801916932907,725,40.38461538461539,535,0.42,-180
E02000254,Ealing,6,5,23.572653763549,22.69048282222735,512.0,435.0,0.5208545269582909,0.4425228891149542,-0.0783316378433366,-0.8821709413216503,116.0,416.0,446,643,1089,532.0,44.31221303948577,-300.0,26.00896860986547,91.0,324.0,405.0,521.0,926.0,415.0,31.840172786177103,-233.0,22.469135802469136,177.0,312.0,489.0,50.710743801652896,-135.0,27.527216174183515,161.0,293.0,454.0,50.942764578833696,-132.0,30.902111324376197,-188.0,104.0,292.0,67.0,-117.0,-12.472040253308666,-3.5398328073963334,3.0,-35.0,0.2320207771808,3.374895150192682,0.5210577864838394,0.9375573921028466,0.477560414269275,0.9384449244060477,concordant,concordant,-0.0434973722145643,0.0008875323032009,4,190,385,374,270,519,840,73,197,1359,575,53.82634289919058,-195,36.60886319845857,644,74.30463576158941,104,0.4716981132075472,-124,198,279,459,274,509,816,104,295,1325,477,41.69207547169811,-81,38.89980353634578,733,94.9177358490566,185,0.3942148760330578,-191
E02000255,Ealing,5,5,25.146452918119387,21.19055711661083,468.0,485.0,0.4760935910478128,0.4933875890132248,0.017293997965412,-3.955895801508557,444.0,300.0,857,933,1790,744.0,74.41340782122904,144.0,51.80863477246208,361.0,224.0,658.0,601.0,1259.0,585.0,64.22875297855441,137.0,54.86322188449848,545.0,360.0,905.0,109.60893854748603,185.0,58.41371918542336,316.0,220.0,536.0,55.21842732327244,96.0,52.57903494176372,138.0,361.0,223.0,-7.0,-159.0,-10.184654842674632,3.054587112036401,-89.0,-369.0,-54.3905112242136,-5.834684243659638,0.4511825348696179,0.9212290502793296,0.5218554861730598,0.8903891977760127,concordant,concordant,0.0706729513034418,-0.030839852503317,4,590,362,716,388,1058,1191,201,258,2249,952,94.96665184526456,228,55.765595463138,1104,123.52512227656736,328,0.46303501945525294,-57,514,249,631,274,849,948,191,347,1797,763,71.2220367278798,265,60.541813898704355,905,96.21257651641625,357,0.45743405275779375,-156
E02000256,Ealing,8,8,16.780798065681076,14.112202417259686,709.0,727.0,0.7212614445574771,0.7395727365208545,0.0183112919633774,-2.6685956484213893,201.0,758.0,1059,1089,2148,959.0,70.93016759776536,-557.0,18.980169971671387,163.0,644.0,855.0,927.0,1782.0,807.0,58.906846240179576,-481.0,19.06432748538012,197.0,746.0,943.0,68.41806331471136,-549.0,18.089990817263544,191.0,592.0,783.0,63.45230078563412,-401.0,20.604099244875947,-481.0,165.0,646.0,76.0,-152.0,-12.023321357585786,0.0841575137087318,148.0,-160.0,-4.965762529077239,2.5141084276124026,0.5042060988433228,0.8854748603351955,0.5075471698113208,0.8922558922558923,concordant,concordant,0.0033410709679979,0.0067810319206967,6,209,719,211,731,1381,1445,322,356,2826,928,53.17445152158528,-510,15.133960897900073,942,54.57926397735315,-520,0.49625668449197863,-34,172,624,200,565,1163,1463,308,536,2626,796,40.87128712871287,-452,14.789337919174548,765,43.031226199543035,-365,0.509929532351057,-228
E02000257,Ealing,7,7,18.98999238670516,16.08274297015462,643.0,658.0,0.6541200406917599,0.669379450661241,0.0152594099694811,-2.9072494165505383,503.0,715.0,1669,1570,3239,1218.0,111.0358135226922,-212.0,30.137807070101857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,891.0,1444.0,152.1219512195122,-338.0,35.22292993630573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,-1218.0,-111.0358135226922,-30.137807070101857,338.0,-1444.0,-152.1219512195122,-35.22292993630573,0.4575507137490608,0.8218585983328188,0.5,0.0,concordant,zero,0.0424492862509391,-0.8218585983328188,5,1088,700,1048,873,2234,2026,565,456,4260,1788,178.7793427230047,388,48.701880035810206,1921,214.7661971830986,175,0.4820706389862497,109,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.5,0
E02000258,Ealing,7,6,21.104471007429417,18.524353407963726,591.0,581.0,0.6012207527975585,0.5910478128179044,-0.010172939979654,-2.580117599465691,137.0,423.0,632,685,1317,560.0,44.00227790432802,-286.0,21.677215189873415,142.0,428.0,675.0,676.0,1351.0,570.0,44.985936343449296,-286.0,21.03703703703704,136.0,399.0,535.0,41.20273348519362,-263.0,19.854014598540147,144.0,456.0,600.0,48.6039970392302,-312.0,21.301775147928996,-156.0,206.0,362.0,0.0,10.0,0.983658439121278,-0.6401781528363735,-49.0,65.0,7.401263554036582,1.4477605493888497,0.5114155251141552,0.8314350797266514,0.4871794871794871,0.8660251665433013,concordant,concordant,-0.024236037934668,0.0345900868166498,5,345,418,317,392,824,857,192,172,1681,763,85.78822129684711,-73,41.86893203883495,709,73.92266508030934,-75,0.5183423913043478,20,300,426,467,448,824,992,149,316,1816,726,70.37444933920705,-126,36.407766990291265,915,115.20704845814979,19,0.4424131627056673,-167
E02000259,Ealing,8,8,15.994646784576162,14.8128058833037,731.0,709.0,0.7436419125127162,0.7212614445574771,-0.022380467955239,-1.1818409012724604,59.0,417.0,561,549,1110,476.0,22.164864864864864,-358.0,10.51693404634581,37.0,402.0,415.0,508.0,923.0,439.0,16.114842903575298,-365.0,8.91566265060241,60.0,445.0,505.0,24.054054054054053,-385.0,10.92896174863388,53.0,336.0,389.0,19.293607800650054,-283.0,10.433070866141732,-359.0,41.0,400.0,-7.0,-37.0,-6.050021961289566,-1.6012713957433995,102.0,-116.0,-4.760446253403998,-0.4958908824921479,0.4852191641182466,0.8837837837837837,0.5301932367149759,0.8970747562296858,concordant,concordant,0.0449740725967292,0.013290972445902,6,60,403,68,436,630,732,69,183,1362,463,17.75330396475771,-343,9.523809523809524,504,21.76798825256975,-368,0.4788004136504654,-114,42,397,61,323,507,755,92,247,1262,439,13.212361331220285,-355,8.284023668639055,384,15.612519809825674,-262,0.5334143377885784,-155
E02000260,Ealing,3,4,32.61966792996556,26.543921131270015,292.0,311.0,0.2970498474059003,0.3163784333672431,0.0193285859613428,-6.075746798695544,413.0,62.0,591,785,1376,475.0,18.609011627906977,351.0,69.88155668358715,395.0,95.0,500.0,697.0,1197.0,490.0,31.349206349206348,300.0,79.0,637.0,84.0,721.0,38.88662790697674,553.0,81.14649681528662,534.0,66.0,600.0,29.44360902255639,468.0,76.61406025824964,-120.0,196.0,316.0,-51.0,15.0,12.740194721299371,9.11844331641285,-85.0,-121.0,-9.44301888442035,-4.532436557036988,0.3971571906354515,0.8691860465116279,0.4495412844036697,0.910609857978279,concordant,concordant,0.0523840937682182,0.041423811466651,3,300,137,511,155,659,918,68,133,1577,437,26.062143310082433,163,45.52352048558422,666,50.225110970196575,356,0.39619220308250225,-65,322,161,603,99,624,1012,124,315,1636,483,31.688264058679707,161,51.60256410256411,702,36.48960880195599,504,0.40759493670886077,-191
E02000261,Ealing,5,5,28.05565321010589,23.57625087614326,410.0,399.0,0.4170905391658189,0.4059003051881994,-0.0111902339776194,-4.479402333962632,466.0,451.0,1135,1040,2175,917.0,96.6280459770115,15.0,41.05726872246696,503.0,627.0,1238.0,1299.0,2537.0,1130.0,124.3125739061884,-124.0,40.63004846526656,481.0,526.0,1007.0,116.32459770114944,-45.0,46.25,566.0,600.0,1166.0,133.8588884509263,-34.0,43.57197844495766,-110.0,509.0,619.0,-139.0,213.0,27.68452792917691,-0.4272202572003962,11.0,159.0,17.534290749776844,-2.678021555042342,0.4766112266112266,0.8845977011494253,0.4921602787456446,0.9050059124950728,divergent,concordant,0.0155490521344179,0.0204082113456476,3,805,267,783,311,1396,1270,261,230,2666,1072,80.62078019504877,538,57.664756446991404,1094,91.34021005251313,472,0.494921514312096,31,846,419,1151,387,1534,1834,296,535,3368,1265,105.24762470308788,427,55.14993481095176,1538,132.25564133016627,764,0.4513021762397431,-239
E02000262,Ealing,4,4,30.31078975798319,26.466562263334417,355.0,314.0,0.3611393692777213,0.3194303153611393,-0.0417090539165819,-3.844227494648777,654.0,234.0,1048,1066,2114,888.0,72.39167455061495,420.0,62.40458015267175,637.0,298.0,1058.0,1061.0,2119.0,935.0,89.58282208588957,339.0,60.20793950850661,694.0,287.0,981.0,94.2185430463576,407.0,65.1031894934334,644.0,329.0,973.0,99.98867390278431,315.0,60.69745523091423,265.0,610.0,345.0,-81.0,47.0,17.191147535274624,-2.196640644165136,-92.0,-8.0,5.770130856426718,-4.405734262519175,0.4751203852327448,0.8841059602649006,0.490041928721174,0.9004247286455875,concordant,concordant,0.0149215434884292,0.0163187683806869,3,789,190,896,261,1294,1333,246,267,2627,979,57.06509326227636,599,60.97372488408037,1157,89.02017510468215,635,0.4583333333333333,-21,741,277,971,295,1288,1479,230,418,2767,1018,74.18033971810625,464,57.53105590062112,1266,103.52186483556198,676,0.4457092819614711,-188
E02000263,Ealing,4,3,29.7681858331185,29.491472479698135,367.0,216.0,0.3733468972533062,0.2197355035605289,-0.1536113936927772,-0.2767133534203658,271.0,333.0,548,1006,1554,604.0,58.07142857142857,-62.0,49.45255474452554,176.0,316.0,491.0,875.0,1366.0,492.0,40.71449487554905,-140.0,35.84521384928717,482.0,173.0,655.0,53.65894465894466,309.0,47.912524850894634,501.0,283.0,784.0,103.79428989751098,218.0,57.25714285714286,203.0,306.0,103.0,-78.0,-112.0,-17.35693369587952,-13.607340895238371,-91.0,129.0,50.13534523856632,9.344618006248226,0.4797458300238284,0.8101673101673101,0.3855799373040752,0.9341142020497804,divergent,divergent,-0.0941658927197531,0.1239468918824702,3,337,225,671,92,636,1232,88,226,1868,562,40.59154175588865,112,52.987421383647806,763,33.04710920770878,579,0.4241509433962264,-138,296,179,920,158,639,1324,148,449,1963,475,26.991339786041774,117,46.322378716744915,1078,74.04992358634743,762,0.30585962652929816,-301
E02000264,Ealing,7,7,18.05432769344687,18.1030026502831,677.0,592.0,0.688708036622584,0.602238046795524,-0.08646998982706,0.0486749568362299,253.0,478.0,979,971,1950,731.0,62.017435897435895,-225.0,25.842696629213485,251.0,514.0,923.0,902.0,1825.0,765.0,70.69260273972603,-263.0,27.193932827735644,329.0,503.0,832.0,84.8651282051282,-174.0,33.88259526261586,253.0,532.0,785.0,73.75123287671232,-279.0,28.04878048780488,-360.0,222.0,582.0,-38.0,34.0,8.675166842290132,1.3512361985221588,-105.0,-47.0,-11.11389532841588,-5.833814774810978,0.4676903390914907,0.8015384615384615,0.4935483870967742,0.8493150684931506,concordant,concordant,0.0258580480052834,0.0477766069546891,5,544,465,594,484,1244,1227,265,256,2471,1009,102.37150951031971,79,43.729903536977496,1078,116.34803723188992,110,0.4834690943938668,9,627,502,755,523,1272,1391,349,489,2663,1129,118.1952684941795,125,49.29245283018868,1278,148.27825760420578,232,0.46904860822600747,-140
E02000265,Ealing,3,3,32.523462163863655,27.64073759524252,294.0,284.0,0.2990844354018311,0.288911495422177,-0.010172939979654,-4.882724568621136,1034.0,112.0,1250,1267,2517,1146.0,46.010329757647995,922.0,82.72,795.0,88.0,950.0,1020.0,1970.0,883.0,35.51269035532995,707.0,83.6842105263158,1030.0,104.0,1134.0,42.55860150973381,926.0,81.29439621152328,838.0,91.0,929.0,38.70964467005077,747.0,82.15686274509804,578.0,727.0,149.0,-215.0,-263.0,-10.497639402318043,0.9642105263157958,-179.0,-205.0,-3.8489568396830407,0.8624665335747608,0.5026315789473684,0.9058402860548272,0.4873068432671081,0.9197969543147207,concordant,concordant,-0.0153247356802602,0.0139566682598937,3,1032,216,1109,201,1483,1582,233,315,3065,1248,72.72822185970637,816,69.5886716115981,1310,72.72724306688417,908,0.4878811571540266,-82,962,176,1108,153,1265,1473,315,453,2738,1138,61.83783783783784,786,76.04743083003953,1261,61.91526661796932,955,0.4743643184660275,-138
E02000266,Ealing,1,1,46.70188995215311,36.88706065559666,43.0,50.0,0.0437436419125127,0.0508646998982706,0.0071210579857578,-9.814829296556448,878.0,0.0,949,1006,1955,878.0,0.0,878.0,92.51844046364594,759.0,0.0,789.0,710.0,1499.0,759.0,0.0,759.0,96.1977186311787,963.0,0.0,963.0,0.0,963.0,95.72564612326045,659.0,0.0,659.0,0.0,659.0,92.8169014084507,722.0,722.0,0.0,-119.0,-119.0,0.0,3.6792781675327575,-304.0,-304.0,0.0,-2.9087447148097425,0.4769147202607278,0.941687979539642,0.5352609308885754,0.9459639759839892,concordant,concordant,0.0583462106278475,0.0042759964443473,1,1015,0,1218,0,1088,1262,139,256,2350,1015,0.0,1015,93.29044117647058,1218,0.0,1218,0.45454545454545453,-117,945,0,1142,0,977,1194,188,484,2171,945,0.0,945,96.72466734902764,1142,0.0,1142,0.45280306660277914,-296
