msoa11cd,ladnm,Wealth_Decile,IMD_Pctile_Change,Typology_11,Cascade_Dominance_11,Cross_Decile_Share_11,Sign_Concordance_11,Typology_21,Cascade_Dominance_21,Cross_Decile_Share_21,Sign_Concordance_21
E02000174,Camden,4,0.1334012219959267,Symmetric,0.5182108626198083,0.8787198203256598,concordant,Cascade-led,0.5203153426318982,0.8851315083199142,concordant
E02000175,Camden,6,0.135437881873727,Symmetric,0.516243880729862,0.8988,divergent,Symmetric,0.491701244813278,0.8870077291129923,concordant
E02000176,Camden,9,0.1211812627291242,Symmetric,0.5015360983102919,0.8520942408376964,concordant,Cascade-led,0.52689756816507,0.8632315521628499,concordant
E02000177,Camden,3,0.0427698574338085,Symmetric,0.5094562647754137,0.8798751950078003,concordant,Counter-led,0.4756690997566909,0.854025974025974,concordant
E02000178,Camden,4,-0.0376782077393075,Cascade-led,0.524,0.8623993867382139,concordant,Symmetric,0.4873803307223672,0.8764302059496567,concordant
E02000179,Camden,6,0.1120162932790224,Counter-led,0.4747169811320754,0.8803986710963455,divergent,Cascade-led,0.5511882998171846,0.8858299595141701,divergent
E02000180,Camden,5,0.0030549898167006,Cascade-led,0.5820404325340856,0.9168103448275862,concordant,Symmetric,0.4954909819639279,0.9193919852602488,concordant
E02000181,Camden,8,0.0763747454175153,Cascade-led,0.5255402750491159,0.8883071553228621,concordant,Symmetric,0.4835609509357612,0.8716931216931217,concordant
E02000182,Camden,7,0.1242362525458249,Cascade-led,0.5242382271468145,0.912192040429564,concordant,Counter-led,0.4602164226607256,0.9112529002320184,concordant
E02000183,Camden,6,-0.0061099796334012,Symmetric,0.4964705882352941,0.8466135458167331,concordant,Counter-led,0.441131498470948,0.8766756032171582,concordant
E02000184,Camden,3,-0.0274949083503054,Symmetric,0.5040572792362769,0.8635614179719703,concordant,Cascade-led,0.5261999119330691,0.8958579881656805,concordant
E02000185,Camden,3,0.0020366598778003,Counter-led,0.4569954128440367,0.8934426229508197,concordant,Symmetric,0.4812680115273775,0.9031754294638208,concordant
E02000186,Camden,4,0.0071283095723014,Symmetric,0.5109321058688148,0.8958762886597939,concordant,Symmetric,0.4813966800228964,0.894521249359959,concordant
E02000187,Camden,2,-0.0631364562118126,Symmetric,0.4966401954795357,0.9206974128233972,concordant,Symmetric,0.5129087779690189,0.9231991525423728,concordant
E02000188,Camden,3,-0.0407331975560081,Cascade-led,0.5455417066155321,0.9010799136069114,concordant,Symmetric,0.4882697947214076,0.8388683886838868,concordant
E02000189,Camden,5,-0.1221995926680244,Cascade-led,0.6168941979522184,0.8840834800100579,divergent,Cascade-led,0.5509510869565217,0.8902328394315089,concordant
E02000191,Camden,7,0.0509164969450102,Cascade-led,0.6276841757515692,0.9234289200732154,concordant,Cascade-led,0.6427392739273927,0.9133383571966842,concordant
E02000192,Camden,4,0.0661914460285132,Cascade-led,0.5532407407407407,0.92176386913229,concordant,Symmetric,0.4875536480686695,0.8975346687211094,concordant
E02000193,Camden,5,0.1171079429735234,Symmetric,0.5057471264367817,0.8333333333333334,divergent,Symmetric,0.5183391003460207,0.8515026517383618,concordant
E02000194,Croydon,5,-0.015274949083503,Symmetric,0.5103448275862069,0.8405797101449275,concordant,Counter-led,0.4020618556701031,0.8165965123271197,divergent
E02000195,Croydon,7,0.0407331975560081,Counter-led,0.4378648874061718,0.9338006230529596,concordant,Counter-led,0.4576419213973799,0.920418006430868,concordant
E02000196,Croydon,5,-0.070264765784114,Counter-led,0.4693877551020408,0.8189415041782729,divergent,Counter-led,0.4583732057416268,0.8516707416462918,divergent
E02000197,Croydon,6,-0.0702647657841141,Counter-led,0.3765941485371343,0.8880746169220519,concordant,Counter-led,0.4386750223813787,0.8740219092331768,concordant
E02000198,Croydon,4,-0.2036659877800407,Counter-led,0.4542536115569823,0.8334448160535117,concordant,Symmetric,0.5190194420963652,0.8330985915492958,concordant
E02000199,Croydon,6,-0.0682281059063136,Counter-led,0.4139784946236559,0.8949478748997595,concordant,Counter-led,0.4358759430008382,0.9198149575944488,concordant
E02000200,Croydon,5,-0.115071283095723,Symmetric,0.498205312275664,0.8432203389830508,concordant,Counter-led,0.479055597867479,0.8196004993757803,concordant
E02000201,Croydon,3,-0.070264765784114,Cascade-led,0.5377952755905512,0.8506363027461487,concordant,Counter-led,0.4651762682717111,0.8711610486891386,concordant
E02000202,Croydon,7,-0.1985743380855397,Symmetric,0.4925986842105263,0.9282442748091604,concordant,Counter-led,0.4342313787638668,0.940387481371088,concordant
E02000203,Croydon,4,-0.2107942973523421,Symmetric,0.5131086142322098,0.782991202346041,concordant,Counter-led,0.4738646101113967,0.8306049822064057,concordant
E02000204,Croydon,6,-0.1792260692464358,Counter-led,0.4192200557103064,0.9008782936010038,concordant,Symmetric,0.4834983498349835,0.8719424460431655,concordant
E02000206,Croydon,4,-0.1945010183299388,Symmetric,0.513530522341095,0.8082400813835199,concordant,Counter-led,0.4607293127629733,0.8162564396107613,concordant
E02000207,Croydon,3,-0.0519348268839104,Counter-led,0.4556752278376139,0.881021897810219,concordant,Counter-led,0.4523364485981308,0.8741830065359477,concordant
E02000208,Croydon,3,-0.2036659877800407,Cascade-led,0.5417999086340795,0.9232391396035428,concordant,Counter-led,0.4478427089022392,0.9252147549267308,concordant
E02000209,Croydon,5,-0.1089613034623218,Counter-led,0.4595959595959596,0.8872292755787902,divergent,Counter-led,0.4788334901222953,0.890284757118928,concordant
E02000210,Croydon,7,-0.0478615071283095,Counter-led,0.4627949183303085,0.9315300084530854,concordant,Counter-led,0.4267631103074141,0.9542709232096636,concordant
E02000211,Croydon,9,-0.0193482688391039,Counter-led,0.4417910447761194,0.9228650137741048,concordant,Counter-led,0.4092140921409214,0.8989037758830695,concordant
E02000212,Croydon,4,-0.1720977596741344,Symmetric,0.5061633281972265,0.8002466091245376,concordant,Lateral,0.4113207547169811,0.789865871833085,concordant
E02000213,Croydon,2,-0.135437881873727,Symmetric,0.5187319884726225,0.9625520110957004,concordant,Symmetric,0.4861344537815126,0.94896331738437,concordant
E02000214,Croydon,9,0.015274949083503,Symmetric,0.4930875576036866,0.9517543859649122,concordant,Counter-led,0.4367088607594936,0.9390787518573552,concordant
E02000215,Croydon,6,-0.1079429735234216,Counter-led,0.4582431847684985,0.9479081214109926,concordant,Counter-led,0.4249031007751938,0.9268073641670408,concordant
E02000216,Croydon,9,-0.0386965376782078,Counter-led,0.447,0.9208103130755064,concordant,Counter-led,0.4463917525773196,0.9255725190839694,concordant
E02000217,Croydon,4,-0.130346232179226,Symmetric,0.5065868263473053,0.8255066732575383,concordant,Counter-led,0.4727488151658768,0.8431568431568431,concordant
E02000218,Croydon,5,-0.030549898167006,Symmetric,0.5026178010471204,0.8565022421524664,concordant,Symmetric,0.4879406307977736,0.8983333333333333,concordant
E02000219,Croydon,10,-0.0173116089613034,Symmetric,0.5051724137931034,0.8134642356241234,concordant,Lateral,0.428849902534113,0.7904468412942989,concordant
E02000220,Croydon,5,-0.1242362525458248,Symmetric,0.5108649339582446,0.9207532365633582,concordant,Counter-led,0.4732170186715641,0.9174389216512217,concordant
E02000221,Croydon,4,-0.1069246435845214,Symmetric,0.515179392824287,0.8400309119010819,concordant,Cascade-led,0.5437743190661478,0.8350934199837531,concordant
E02000222,Croydon,7,0.0468431771894094,Counter-led,0.4319213313161876,0.9329569513055752,divergent,Counter-led,0.4375,0.9329073482428116,divergent
E02000223,Croydon,1,-0.0631364562118126,Symmetric,0.5164179104477612,0.9095022624434388,concordant,Counter-led,0.446938775510204,0.8892921960072595,concordant
E02000224,Croydon,8,-0.0071283095723014,Counter-led,0.44,0.8676351896690879,concordant,Counter-led,0.4329388560157791,0.8718830610490111,concordant
E02000225,Croydon,4,-0.1690427698574338,Counter-led,0.4359400998336106,0.9119878603945372,concordant,Symmetric,0.484090909090909,0.859375,concordant
E02000226,Croydon,10,-0.0560081466395112,Counter-led,0.4546850998463901,0.8691588785046729,concordant,Counter-led,0.3606299212598425,0.918958031837916,concordant
E02000227,Croydon,8,-0.1201629327902239,Counter-led,0.4532442748091603,0.9415992812219228,concordant,Counter-led,0.401058201058201,0.914811229428848,concordant
E02000228,Croydon,10,0.0,Counter-led,0.3785123966942149,0.8569405099150141,concordant,Counter-led,0.4019448946515397,0.8852223816355811,concordant
E02000229,Croydon,1,-0.0458248472505091,Cascade-led,0.5530434782608695,0.8646616541353384,concordant,Symmetric,0.4900221729490022,0.8877952755905512,concordant
E02000230,Croydon,8,-0.0203665987780041,Symmetric,0.5178571428571429,0.8641975308641975,concordant,Counter-led,0.4297800338409475,0.8559015206372194,concordant
E02000231,Croydon,10,0.0,Counter-led,0.3886743886743887,0.9261025029797376,concordant,Counter-led,0.392688679245283,0.8935721812434141,concordant
E02000232,Croydon,9,-0.0274949083503055,Counter-led,0.3961038961038961,0.8523985239852399,concordant,Counter-led,0.3457711442786069,0.8796498905908097,concordant
E02000233,Croydon,7,0.0610997963340123,Counter-led,0.4492979719188767,0.946824224519941,divergent,Counter-led,0.3949152542372881,0.9262166405023547,divergent
E02000234,Croydon,8,-0.075356415478615,Counter-led,0.3996937212863706,0.8224181360201511,concordant,Counter-led,0.371523915461624,0.8489140698772427,divergent
E02000235,Croydon,9,0.0010183299389001,Counter-led,0.3601398601398601,0.8436578171091446,concordant,Counter-led,0.3313008130081301,0.8424657534246576,concordant
E02000236,Croydon,9,0.0193482688391039,Counter-led,0.4487179487179487,0.8041237113402062,concordant,Counter-led,0.3232963549920761,0.8596730245231607,concordant
E02000237,Croydon,9,-0.0712830957230141,Counter-led,0.3677581863979849,0.857451403887689,concordant,Counter-led,0.2897435897435897,0.7991803278688525,concordant
E02000238,Ealing,7,-0.0213849287169042,Counter-led,0.4404476418864908,0.8675450762829403,concordant,Symmetric,0.4952305246422893,0.8420348058902276,concordant
E02000239,Ealing,8,-0.0112016293279022,Symmetric,0.5009823182711198,0.8671209540034072,concordant,Symmetric,0.4866920152091255,0.8892645815722738,concordant
E02000240,Ealing,3,-0.0835030549898167,Symmetric,0.5052552552552553,0.883289124668435,concordant,Cascade-led,0.5288844621513944,0.8807017543859649,concordant
E02000241,Ealing,7,-0.0926680244399186,Counter-led,0.4430232558139534,0.8447937131630648,concordant,Counter-led,0.4451073985680191,0.815968841285297,concordant
E02000242,Ealing,8,-0.0254582484725051,Cascade-led,0.5359056806002144,0.8851992409867173,concordant,Cascade-led,0.5298602287166455,0.8984018264840182,concordant
E02000243,Ealing,5,-0.0763747454175152,Counter-led,0.4611154752553024,0.8566621803499327,concordant,Counter-led,0.478021978021978,0.8601134215500945,concordant
E02000244,Ealing,7,-0.0621181262729124,Symmetric,0.5019193857965452,0.8868085106382979,concordant,Symmetric,0.4899553571428571,0.8342644320297952,concordant
E02000245,Ealing,1,-0.0468431771894093,Symmetric,0.4883540372670807,0.9193433261955746,concordant,Cascade-led,0.5428824049513705,0.9300986842105264,concordant
E02000246,Ealing,3,-0.0631364562118126,Symmetric,0.4819494584837545,0.8676585747846516,concordant,Symmetric,0.4939626783754116,0.8922624877571009,concordant
E02000247,Ealing,4,-0.0906313645621181,Cascade-led,0.522229595222296,0.8690888119953863,concordant,Symmetric,0.4865800865800865,0.9217877094972068,concordant
E02000248,Ealing,8,-0.1171079429735234,Symmetric,0.4923747276688453,0.8781887755102041,concordant,Cascade-led,0.5641461342395921,0.895738203957382,concordant
E02000249,Ealing,5,-0.0560081466395112,Cascade-led,0.5338345864661654,0.865040650406504,divergent,Symmetric,0.4829106945975744,0.8321100917431192,concordant
E02000250,Ealing,10,0.0162932790224032,Symmetric,0.5082444228903976,0.9772511848341232,concordant,Symmetric,0.5175879396984925,0.9707317073170731,concordant
E02000251,Ealing,7,0.005091649694501,Symmetric,0.4867052023121387,0.8963730569948186,concordant,Counter-led,0.4714912280701754,0.9129129129129128,concordant
E02000252,Ealing,4,-0.0580448065173116,Symmetric,0.4835402050728548,0.8578703703703704,concordant,Counter-led,0.4748721035209148,0.9174489232468248,concordant
E02000253,Ealing,4,-0.2097759674134419,Symmetric,0.51586655817738,0.8835370237239396,concordant,Counter-led,0.4743589743589743,0.9285714285714286,concordant
E02000254,Ealing,6,-0.0784114052953156,Cascade-led,0.5210577864838394,0.9375573921028466,concordant,Symmetric,0.4817596566523605,0.942366026289181,concordant
E02000255,Ealing,5,0.0162932790224032,Counter-led,0.4514563106796116,0.9206703910614524,concordant,Symmetric,0.5134693877551021,0.8974358974358975,concordant
E02000256,Ealing,8,0.0183299389002036,Symmetric,0.5042060988433228,0.8854748603351955,concordant,Symmetric,0.4973002159827214,0.9060665362035224,concordant
E02000257,Ealing,7,0.015274949083503,Counter-led,0.4575507137490608,0.8218585983328188,concordant,Counter-led,0.4570741758241758,0.8244620611551529,concordant
E02000258,Ealing,7,-0.0101832993890019,Symmetric,0.5114155251141552,0.8314350797266514,concordant,Symmetric,0.4823825503355705,0.8175582990397805,concordant
E02000259,Ealing,8,-0.0224032586558045,Symmetric,0.4852191641182466,0.8837837837837837,concordant,Cascade-led,0.5315315315315315,0.9033570701932858,concordant
E02000260,Ealing,3,0.0183299389002036,Counter-led,0.3971571906354515,0.8691860465116279,concordant,Counter-led,0.4498757249378625,0.9164768413059984,concordant
E02000261,Ealing,5,-0.0112016293279022,Counter-led,0.4766112266112266,0.8845977011494253,divergent,Symmetric,0.4977759805903761,0.9088570378537304,concordant
E02000262,Ealing,4,-0.0427698574338085,Counter-led,0.4751203852327448,0.8841059602649006,concordant,Symmetric,0.4894789579158317,0.9027589326096788,concordant
E02000263,Ealing,4,-0.1537678207739307,Counter-led,0.4797458300238284,0.8101673101673101,divergent,Counter-led,0.3846153846153846,0.8428290766208252,divergent
E02000264,Ealing,7,-0.0865580448065174,Counter-led,0.4676903390914907,0.8015384615384615,concordant,Symmetric,0.499083689676237,0.7950461389023799,concordant
E02000265,Ealing,3,-0.0112016293279021,Symmetric,0.5026315789473684,0.9058402860548272,concordant,Symmetric,0.4913385826771653,0.9114832535885168,concordant
E02000266,Ealing,1,0.0071283095723014,Counter-led,0.4769147202607278,0.941687979539642,concordant,Cascade-led,0.5366013071895425,0.945611866501854,concordant
E02000267,Ealing,6,0.0122199592668025,Counter-led,0.4731750219876869,0.9274061990212072,concordant,Symmetric,0.4975798644724105,0.9101321585903084,divergent
E02000268,Ealing,7,-0.0926680244399186,Symmetric,0.5094816687737042,0.820965230928905,concordant,Lateral,0.4894366197183099,0.7823691460055097,concordant
E02000269,Ealing,9,0.010183299389002,Counter-led,0.4481434058898847,0.897185525560023,concordant,Counter-led,0.4684554024655547,0.9126406353408338,concordant
E02000270,Ealing,3,-0.2158859470468432,Counter-led,0.4660130718954248,0.869812393405344,concordant,Symmetric,0.5074958356468628,0.9054801407742584,concordant
E02000271,Ealing,9,0.0529531568228106,Symmetric,0.5140845070422535,0.8565683646112601,concordant,Counter-led,0.4568690095846645,0.9085631349782292,concordant
E02000272,Ealing,9,-0.0071283095723013,Counter-led,0.476027397260274,0.8613569321533924,concordant,Cascade-led,0.5383502170767004,0.8615960099750624,concordant
E02000274,Ealing,4,-0.0509164969450101,Counter-led,0.4596923076923077,0.8639021796916534,divergent,Counter-led,0.3846153846153846,0.8280254777070064,divergent
E02000275,Ealing,3,0.0091649694501018,Symmetric,0.4978902953586498,0.8479427549194991,concordant,Counter-led,0.4084507042253521,0.891213389121339,concordant
E02000276,Ealing,8,-0.0142566191446027,Counter-led,0.4789045151739452,0.8911609498680739,concordant,Symmetric,0.4926534140017286,0.8968992248062015,concordant
E02000277,Enfield,6,-0.180244399185336,Counter-led,0.430379746835443,0.9425162689804772,concordant,Counter-led,0.39875,0.970873786407767,concordant
E02000278,Enfield,2,-0.115071283095723,Symmetric,0.5054509415262636,0.8653516295025729,concordant,Symmetric,0.4993412384716733,0.8547297297297297,concordant
E02000279,Enfield,4,-0.1731160896130346,Counter-led,0.4243873281530185,0.935682326621924,divergent,Counter-led,0.3793949304987735,0.9393241167434716,concordant
E02000280,Enfield,7,-0.1344195519348268,Symmetric,0.4850299401197604,0.9360986547085202,concordant,Counter-led,0.4256559766763848,0.9122340425531916,divergent
E02000281,Enfield,4,-0.1140529531568227,Symmetric,0.4972826086956521,0.92,divergent,Symmetric,0.5159235668789809,0.9429429429429428,divergent
E02000282,Enfield,1,-0.060081466395112,Cascade-led,0.5547445255474452,0.8187250996015937,concordant,Lateral,0.4752475247524752,0.7883781439722463,concordant
E02000283,Enfield,5,-0.2423625254582485,Counter-led,0.4558189655172414,0.91609081934847,concordant,Symmetric,0.4907407407407407,0.9130434782608696,concordant
E02000284,Enfield,8,-0.1130346232179225,Counter-led,0.4285714285714285,0.8734177215189873,concordant,Counter-led,0.4716157205240174,0.8875968992248062,concordant
E02000285,Enfield,9,-0.0631364562118126,Counter-led,0.4493307839388145,0.947463768115942,concordant,Counter-led,0.4327272727272727,0.9598603839441536,concordant
E02000286,Enfield,8,-0.1211812627291242,Counter-led,0.4778613199665831,0.8853550295857988,concordant,Counter-led,0.4509624197983501,0.8942622950819672,concordant
E02000287,Enfield,9,-0.1099796334012219,Cascade-led,0.571072319201995,0.8793859649122807,concordant,Symmetric,0.5028985507246376,0.8734177215189873,concordant
E02000288,Enfield,3,-0.1486761710794297,Symmetric,0.5008537279453614,0.9146277980218636,divergent,Counter-led,0.4783347493627867,0.9053846153846152,concordant
E02000289,Enfield,10,-0.0468431771894093,Counter-led,0.4368070953436807,0.8445692883895131,concordant,Counter-led,0.3776091081593928,0.8541329011345219,concordant
E02000290,Enfield,2,-0.1171079429735234,Symmetric,0.4801192842942346,0.8554421768707483,concordant,Counter-led,0.4443099273607748,0.868559411146162,concordant
E02000291,Enfield,6,-0.1293279022403259,Symmetric,0.4946372239747634,0.9434523809523808,divergent,Symmetric,0.4860248447204969,0.9554896142433236,concordant
E02000292,Enfield,7,-0.1415478615071283,Counter-led,0.4180118946474087,0.9371019108280256,concordant,Counter-led,0.3968978102189781,0.8990976210008204,concordant
E02000293,Enfield,10,-0.0875763747454175,Counter-led,0.4743589743589743,0.8100890207715133,concordant,Symmetric,0.5020161290322581,0.8012924071082391,concordant
E02000294,Enfield,5,-0.2046843177189409,Counter-led,0.4748700173310225,0.8966588966588966,concordant,Counter-led,0.4236842105263158,0.9178743961352656,concordant
E02000295,Enfield,9,-0.1120162932790224,Counter-led,0.4371205550737207,0.9253611556982344,concordant,Counter-led,0.4398766700924974,0.9214015151515152,concordant
E02000296,Enfield,7,-0.04989816700611,Counter-led,0.4110032362459547,0.8699324324324325,concordant,Counter-led,0.45900439238653,0.8673015873015874,divergent
E02000297,Enfield,9,-0.04989816700611,Symmetric,0.4835978835978836,0.9292035398230089,concordant,Symmetric,0.4820239680426098,0.9037304452466908,concordant
E02000298,Enfield,10,0.0173116089613034,Symmetric,0.4929906542056075,0.8037558685446009,concordant,Symmetric,0.4819875776397515,0.8572949946751863,concordant
E02000299,Enfield,3,-0.1670061099796334,Counter-led,0.4520856820744081,0.912551440329218,concordant,Counter-led,0.444356120826709,0.8979300499643112,divergent
E02000300,Enfield,5,-0.2505091649694501,Counter-led,0.4697644812221515,0.900802752293578,concordant,Symmetric,0.4916943521594684,0.8958333333333334,concordant
E02000301,Enfield,2,-0.0957230142566191,Counter-led,0.4776733254994124,0.860900354071826,concordant,Counter-led,0.423407917383821,0.8414192614047792,concordant
E02000302,Enfield,7,-0.0386965376782078,Counter-led,0.4272997032640949,0.8829694323144105,concordant,Symmetric,0.4862604540023895,0.8611111111111112,concordant
E02000303,Enfield,2,-0.1140529531568228,Symmetric,0.4899328859060403,0.8366086468276249,concordant,Counter-led,0.4661957618567104,0.8557858376511226,concordant
E02000304,Enfield,10,-0.0234215885947046,Counter-led,0.4540709812108559,0.8622862286228623,concordant,Counter-led,0.4775,0.8676789587852495,concordant
E02000305,Enfield,7,0.0142566191446028,Counter-led,0.4195906432748538,0.8523364485981308,concordant,Counter-led,0.4606542882404951,0.854875283446712,concordant
E02000306,Enfield,1,-0.0081466395112016,Lateral,0.5103773584905661,0.7345807345807346,concordant,Lateral,0.4217687074829932,0.7648283038501561,concordant
E02000307,Enfield,5,-0.0753564154786151,Counter-led,0.4240056818181818,0.9125081011017498,concordant,Counter-led,0.390264730999146,0.902852737085582,concordant
E02000308,Enfield,5,0.0183299389002036,Counter-led,0.4767518009168304,0.9408502772643254,divergent,Counter-led,0.4642301710730949,0.9127040454222852,divergent
E02000309,Enfield,1,-0.0315682281059063,Lateral,0.4431736954967834,0.7252462415759461,concordant,Lateral,0.3849918433931484,0.761963952765693,concordant
E02000311,Enfield,4,-0.0570264765784114,Symmetric,0.486562150055991,0.9489904357066952,divergent,Counter-led,0.4400871459694989,0.9418604651162792,zero
E02000312,Enfield,6,0.065173116089613,Symmetric,0.488120050020842,0.9302055060100816,concordant,Counter-led,0.4483614697120159,0.9442100328176276,concordant
E02000313,Greenwich,1,0.1832993890020366,Cascade-led,0.5573580533024334,0.804287045666356,concordant,Counter-led,0.4269480519480519,0.8639551192145862,concordant
E02000314,Greenwich,4,0.0723014256619145,Symmetric,0.5068897637795275,0.8573839662447258,concordant,Counter-led,0.4644779332615716,0.8772426817752597,concordant
E02000315,Greenwich,2,-0.0448065173116089,Counter-led,0.4612432847275518,0.9287241625089094,concordant,Counter-led,0.4069767441860465,0.9314079422382672,concordant
E02000316,Greenwich,1,0.3044806517311609,Lateral,0.583705911574764,0.76920137562094,concordant,Lateral,0.5032822757111597,0.7536279683377308,concordant
E02000317,Greenwich,1,0.0936863543788187,Lateral,0.4754402224281742,0.7451657458563536,concordant,Lateral,0.5382746051032807,0.7536630036630036,concordant
E02000318,Greenwich,3,0.0264765784114052,Symmetric,0.5084967320261438,0.8086680761099366,divergent,Counter-led,0.4371546961325966,0.8176171654432524,divergent
E02000319,Greenwich,3,0.120162932790224,Symmetric,0.5028962611901,0.82421875,concordant,Counter-led,0.4492525570416995,0.8054499366286438,concordant
E02000320,Greenwich,4,0.1018329938900203,Counter-led,0.4257425742574257,0.8514225500526871,concordant,Symmetric,0.4966352624495289,0.8599537037037037,concordant
E02000321,Greenwich,1,0.0672097759674134,Lateral,0.5149253731343284,0.7382920110192838,concordant,Lateral,0.4865229110512129,0.7563710499490316,concordant
E02000323,Greenwich,1,0.0947046843177189,Lateral,0.4891112419070041,0.7464850615114236,concordant,Lateral,0.4888010540184453,0.7628140703517587,concordant
E02000324,Greenwich,2,0.0814663951120163,Symmetric,0.5179039301310043,0.9241323648103308,concordant,Counter-led,0.4790286975717439,0.917933130699088,concordant
E02000326,Greenwich,4,0.1476578411405295,Symmetric,0.5185504745470233,0.8472222222222222,concordant,Counter-led,0.4740321057601511,0.8673218673218673,divergent
E02000327,Greenwich,1,0.1232179226069246,Lateral,0.5233009708737864,0.7480029048656499,concordant,Lateral,0.5451936872309899,0.7185567010309278,concordant
E02000328,Greenwich,6,0.1191446028513237,Cascade-led,0.5237134207870837,0.8196856906534326,concordant,Counter-led,0.4737991266375546,0.8411386593204775,concordant
E02000329,Greenwich,5,0.0824847250509165,Counter-led,0.4365079365079365,0.953341740226986,concordant,Counter-led,0.4514705882352941,0.9353507565337,concordant
E02000331,Greenwich,4,-0.0733197556008146,Symmetric,0.5050761421319797,0.8448892065761258,concordant,Counter-led,0.4412698412698412,0.8289473684210527,concordant
E02000332,Greenwich,6,0.144602851323829,Counter-led,0.4406779661016949,0.9291338582677166,concordant,Symmetric,0.4883449883449883,0.907936507936508,concordant
E02000333,Greenwich,7,0.1456211812627291,Symmetric,0.4962686567164179,0.9682080924855492,concordant,Symmetric,0.5105740181268882,0.957569913211186,concordant
E02000334,Greenwich,4,-0.0458248472505091,Symmetric,0.4820143884892086,0.8034682080924855,concordant,Counter-led,0.4356775300171526,0.840057636887608,divergent
E02000335,Greenwich,8,0.030549898167006,Counter-led,0.432937181663837,0.9231974921630094,concordant,Counter-led,0.4141104294478527,0.9462989840348331,concordant
E02000337,Greenwich,3,-0.0183299389002036,Symmetric,0.5048543689320388,0.9088235294117648,concordant,Counter-led,0.382262996941896,0.8946648426812586,concordant
E02000339,Greenwich,7,-0.0427698574338085,Counter-led,0.4545454545454545,0.882943143812709,concordant,Counter-led,0.3846153846153846,0.9210950080515298,concordant
E02000340,Greenwich,7,0.1171079429735234,Counter-led,0.4427020506634499,0.9060109289617486,concordant,Counter-led,0.4570484581497797,0.9458333333333332,concordant
E02000341,Greenwich,2,-0.0733197556008146,Cascade-led,0.5223713646532439,0.9216494845360824,concordant,Counter-led,0.4762550881953867,0.9132589838909542,concordant
E02000342,Greenwich,5,0.0030549898167006,Counter-led,0.4435763888888889,0.9282836422240128,concordant,Counter-led,0.4542518837459634,0.9327309236947792,concordant
E02000343,Greenwich,5,-0.0498981670061099,Counter-led,0.4487678339818418,0.9178571428571428,concordant,Counter-led,0.4136363636363636,0.9269662921348316,divergent
E02000344,Greenwich,8,0.0692464358452138,Counter-led,0.4172661870503597,0.8864795918367347,concordant,Counter-led,0.410174880763116,0.8884180790960452,concordant
E02000345,Hackney,3,0.0295315682281059,Counter-led,0.479933110367893,0.9136745607333844,concordant,Symmetric,0.4932998324958124,0.9386792452830188,divergent
E02000346,Hackney,1,-0.0071283095723014,Lateral,0.473469387755102,0.6413612565445026,concordant,Lateral,0.5190886699507389,0.7328519855595668,concordant
E02000347,Hackney,2,0.1008146639511201,Lateral,0.4789189189189189,0.7569558101472995,concordant,Symmetric,0.5169851380042463,0.800339847068819,concordant
E02000348,Hackney,1,0.0336048879837067,Lateral,0.432073544433095,0.6850944716585025,concordant,Lateral,0.4445843828715365,0.72910927456382,concordant
E02000350,Hackney,4,0.0468431771894093,Cascade-led,0.5372829417773238,0.8713840676457499,concordant,Cascade-led,0.5207920792079208,0.8725701943844493,concordant
E02000351,Hackney,3,0.0967413441955193,Counter-led,0.4704391891891892,0.8551823763091368,concordant,Symmetric,0.4972882770129328,0.8478952953661125,divergent
E02000352,Hackney,2,0.1364562118126273,Lateral,0.5194681861348528,0.7217272104180946,concordant,Lateral,0.478,0.7616146230007617,concordant
E02000353,Hackney,4,0.0682281059063136,Cascade-led,0.5219623502567028,0.8448192771084337,concordant,Symmetric,0.5121809744779582,0.8492610837438423,concordant
E02000354,Hackney,1,0.0641547861507128,Lateral,0.4987179487179487,0.6878306878306878,concordant,Lateral,0.4475481067659839,0.727971079981925,concordant
E02000355,Hackney,2,0.0835030549898167,Lateral,0.514792899408284,0.7662468513853904,concordant,Lateral,0.4705484089370345,0.7566598360655737,divergent
E02000356,Hackney,4,0.0295315682281058,Counter-led,0.4668035592060233,0.8629651506202008,concordant,Cascade-led,0.5353728489483748,0.8726362625139044,concordant
E02000357,Hackney,1,-0.0458248472505091,Lateral,0.3967611336032389,0.5346320346320347,concordant,Lateral,0.4353741496598639,0.658454647256439,concordant
E02000358,Hackney,2,0.0315682281059063,Lateral,0.4975887768522578,0.7726964769647696,concordant,Lateral,0.5022914757103575,0.7732104890148831,concordant
E02000359,Hackney,2,0.020366598778004,Lateral,0.4911463187325256,0.7334244702665755,concordant,Lateral,0.4860759493670886,0.7699805068226121,divergent
E02000360,Hackney,1,0.0295315682281059,Lateral,0.5036399735274653,0.646832191780822,concordant,Lateral,0.4606060606060606,0.6704288939051919,concordant
E02000361,Hackney,1,0.0580448065173116,Lateral,0.4963503649635036,0.6580211335254563,concordant,Lateral,0.492436974789916,0.6934731934731935,concordant
E02000362,Hackney,1,-0.0010183299389002,Lateral,0.5445783132530121,0.625,concordant,Lateral,0.5234899328859061,0.644224830142063,concordant
E02000363,Hackney,1,0.0040733197556008,Lateral,0.4602739726027397,0.5538694992412747,concordant,Lateral,0.5334947538337369,0.59,concordant
E02000364,Hackney,2,0.1425661914460285,Lateral,0.5082246171298922,0.7508517887563884,divergent,Lateral,0.502633118782914,0.7674000898069151,concordant
