msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Rank_2010,IMD_Rank_2019,IMD_Pctile_2010,IMD_Pctile_2019,IMD_Pctile_Change,IMD_Score_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21
E02000190,Camden,5,5,24.229286,23.6672,11817.6,13047.0,0.36381996182501075,0.39724150529777125,0.033421543472760495,-0.5620859999999972,419.0,992.0,831,1665,2496,1411.0,166.52564102564102,-573.0,50.42117930204573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000191,Camden,7,8,18.833225,14.919,15063.25,19011.75,0.46374145680684686,0.5788500182681768,0.11510856146132997,-3.9142249999999983,277.0,1579.0,1289,1989,3278,1856.0,133.42983526540573,-1302.0,21.48952676493406,200.0,1177.0,928.0,1619.0,2547.0,1377.0,92.42245779348252,-977.0,21.551724137931032
E02000192,Camden,4,5,30.4120775,23.13075,8398.25,12911.5,0.2585508897235392,0.39311594202898553,0.13456505230544635,-7.2813275,478.0,242.0,714,692,1406,720.0,82.27311522048365,236.0,66.94677871148458,277.0,206.0,620.0,591.0,1211.0,483.0,47.119735755573906,71.0,44.67741935483871
E02000193,Camden,6,7,23.6071975,17.54775,12232.75,16742.25,0.37660088664491104,0.5097506393861893,0.13314975274127822,-6.059447500000001,309.0,603.0,1026,1062,2088,912.0,89.23706896551724,-294.0,30.116959064327485,258.0,406.0,821.0,810.0,1631.0,664.0,64.22317596566523,-148.0,31.425091352009744
E02000194,Croydon,5,5,27.331702,23.436200000000003,9576.6,12017.6,0.29482790468567205,0.3658994032395567,0.07107149855388467,-3.895501999999997,291.0,447.0,880,845,1725,738.0,75.40695652173913,-156.0,33.06818181818182,279.0,263.0,942.0,840.0,1782.0,542.0,41.176767676767675,16.0,29.617834394904456
E02000195,Croydon,7,8,18.694058,15.3362,15165.4,18655.8,0.46688627547564804,0.5680124223602484,0.10112614688460037,-3.3578579999999985,79.0,434.0,697,587,1284,513.0,26.702492211838006,-355.0,11.33428981348637,82.0,416.0,586.0,662.0,1248.0,498.0,27.333333333333332,-334.0,13.993174061433447
E02000196,Croydon,5,4,25.6604575,24.15025,12403.0,13226.75,0.381842251092913,0.4027143466082085,0.020872095515295508,-1.5102075,192.0,224.0,526,551,1077,416.0,39.93314763231198,-32.0,36.50190114068441,225.0,248.0,616.0,678.0,1294.0,473.0,43.12210200927357,-23.0,36.52597402597403
E02000197,Croydon,6,6,21.566458,20.456799999999998,13113.6,14464.0,0.4037189828212549,0.4403848495920107,0.036665866770755784,-1.1096580000000031,185.0,334.0,804,697,1501,519.0,41.16588940706196,-149.0,23.00995024875622,140.0,346.0,603.0,717.0,1320.0,486.0,36.696969696969695,-206.0,23.217247097844112
E02000198,Croydon,4,2,29.775682,31.121999999999996,8617.2,8275.4,0.2652915460870636,0.2519607843137255,-0.01333076177333814,1.3463179999999966,403.0,164.0,763,732,1495,567.0,44.208695652173915,239.0,52.8178243774574,409.0,190.0,743.0,684.0,1427.0,599.0,54.45690259285214,219.0,55.047106325706594
E02000199,Croydon,6,5,22.961164,21.589,12172.0,13434.4,0.37473062003571206,0.4090366581415175,0.03430603810580546,-1.3721640000000015,140.0,334.0,650,597,1247,474.0,37.497995188452286,-194.0,21.53846153846154,120.0,365.0,595.0,705.0,1300.0,485.0,33.69230769230769,-245.0,20.168067226890756
E02000200,Croydon,5,4,27.10283,26.5488,10498.4,10563.4,0.3232066990948833,0.32162343198148824,-0.0015832671133950704,-0.5540300000000009,277.0,417.0,858,794,1652,694.0,69.92070217917676,-140.0,32.28438228438228,294.0,328.0,857.0,802.0,1659.0,622.0,58.12658227848101,-34.0,34.305717619603264
E02000201,Croydon,3,2,35.58698,32.0546,6318.8,7323.0,0.19453235638199617,0.22296309828279134,0.02843074190079517,-3.5323799999999963,589.0,95.0,847,646,1493,684.0,37.47823174815807,494.0,69.53955135773317,425.0,103.0,660.0,720.0,1380.0,528.0,31.721014492753625,322.0,64.39393939393939
E02000202,Croydon,7,5,17.792793333333332,21.2575,15858.666666666666,13368.166666666666,0.48822937832235286,0.407020054398571,-0.08120932392378188,3.464706666666668,91.0,468.0,632,678,1310,559.0,32.509923664122134,-377.0,14.39873417721519,50.0,462.0,636.0,753.0,1389.0,512.0,16.630669546436284,-412.0,7.861635220125786
E02000203,Croydon,4,2,29.76402,31.612199999999994,8897.4,7723.4,0.27391786220060343,0.23515406162464986,-0.03876380057595358,1.8481799999999957,386.0,155.0,742,622,1364,541.0,43.86363636363637,231.0,52.02156334231805,342.0,200.0,639.0,803.0,1442.0,542.0,47.43411927877947,142.0,53.52112676056338
E02000204,Croydon,7,5,20.923381666666668,23.081833333333332,13585.0,12297.333333333334,0.418231635983006,0.37441643323996265,-0.04381520274304335,2.1584516666666644,95.0,468.0,874,720,1594,563.0,27.892095357590968,-373.0,10.869565217391305,98.0,486.0,677.0,797.0,1474.0,584.0,32.312075983717776,-388.0,14.47562776957164
E02000206,Croydon,4,2,31.202415000000002,33.10883333333333,7891.0,6869.5,0.24293454836524844,0.20915540129095114,-0.0337791470742973,1.9064183333333276,555.0,265.0,990,976,1966,820.0,74.80925737538149,290.0,56.060606060606055,409.0,197.0,861.0,850.0,1711.0,606.0,47.09117475160725,212.0,47.50290360046458
E02000207,Croydon,3,3,32.742219999999996,28.7464,7414.4,8982.2,0.2282618065390062,0.27348069662647667,0.04521889008747046,-3.995819999999995,464.0,83.0,645,725,1370,547.0,28.11094890510949,381.0,71.93798449612403,399.0,59.0,611.0,617.0,1228.0,458.0,19.170195439739413,340.0,65.30278232405891
E02000208,Croydon,3,1,34.789542,39.8776,6492.4,5367.6,0.19987685487346837,0.16342710997442456,-0.03644974489904382,5.088058000000004,1039.0,150.0,1331,1040,2371,1189.0,65.73175875158161,889.0,78.06160781367393,664.0,117.0,931.0,1117.0,2048.0,781.0,37.93359375,547.0,71.32116004296455
E02000209,Croydon,5,4,26.046910000000004,25.937400000000004,10435.2,10641.4,0.32126100609568375,0.32399829497016197,0.0027372888744782164,-0.10951000000000022,234.0,308.0,631,708,1339,542.0,53.8252427184466,-74.0,37.08399366085578,254.0,240.0,566.0,673.0,1239.0,494.0,49.20096852300242,14.0,44.87632508833922
E02000210,Croydon,7,6,18.97841,18.6496,15399.0,15944.6,0.4740779508650945,0.485464620630861,0.011386669765766466,-0.3288100000000007,124.0,385.0,595,588,1183,509.0,40.35502958579882,-261.0,20.840336134453782,120.0,305.0,613.0,550.0,1163.0,425.0,31.470335339638865,-185.0,19.575856443719413
E02000211,Croydon,9,9,11.3389544,10.628800000000002,22400.6,23828.6,0.6896311803460378,0.7255084642552674,0.03587728390922962,-0.7101543999999986,73.0,224.0,371,355,726,297.0,22.52341597796143,-151.0,19.67654986522911,77.0,215.0,482.0,430.0,912.0,292.0,18.152412280701753,-138.0,15.975103734439832
E02000212,Croydon,4,3,29.739767999999998,30.0,8527.4,8544.2,0.2625269379964288,0.26014492753623186,-0.002382010460196926,0.260232000000002,474.0,184.0,888,734,1622,658.0,53.770653514180026,290.0,53.37837837837838,288.0,123.0,661.0,777.0,1438.0,411.0,24.63421418636996,165.0,43.57034795763994
E02000213,Croydon,2,1,37.583,39.2134,6371.2,4798.8,0.19614555753956037,0.1461088783339423,-0.05003667920561808,1.6304000000000016,1057.0,16.0,1168,995,2163,1073.0,7.818770226537217,1041.0,90.49657534246576,992.0,32.0,1236.0,1278.0,2514.0,1024.0,12.626889419252187,960.0,80.2588996763754
E02000214,Croydon,9,9,12.6455575,10.840499999999999,20802.0,23590.75,0.6404162305276768,0.7182666544878821,0.07785042396020525,-1.805057500000002,20.0,302.0,317,367,684,322.0,8.830409356725147,-282.0,6.309148264984227,26.0,230.0,368.0,292.0,660.0,256.0,9.06060606060606,-204.0,7.065217391304348
E02000215,Croydon,6,5,23.5899,23.43433333333333,12124.666666666666,12277.833333333334,0.37327340270508796,0.3738227174927942,0.0005493147877062565,-0.15556666666666885,488.0,573.0,1334,1104,2438,1061.0,114.69401148482362,-85.0,36.58170914542729,353.0,450.0,1198.0,1130.0,2328.0,803.0,68.23453608247422,-97.0,29.465776293823037
E02000216,Croydon,8,8,13.614487500000001,13.58825,20394.25,20899.0,0.6278631241918601,0.6363110461575935,0.008447921965733407,-0.02623750000000058,69.0,376.0,560,526,1086,445.0,23.88950276243094,-307.0,12.321428571428573,61.0,276.0,559.0,602.0,1161.0,337.0,14.501291989664082,-215.0,10.912343470483005
E02000217,Croydon,4,3,29.476869999999998,28.8816,9154.4,8991.0,0.28182993658025984,0.2737486298867373,-0.008081306693522528,-0.5952699999999993,706.0,139.0,1212,811,2023,845.0,48.50914483440435,567.0,58.25082508250825,537.0,160.0,1030.0,939.0,1969.0,697.0,43.63636363636363,377.0,52.13592233009708
E02000218,Croydon,5,5,25.184525,22.507749999999998,15376.75,15662.75,0.4733929560987624,0.47688314456217273,0.0034901884634103153,-2.676775000000003,149.0,139.0,320,349,669,288.0,30.95814648729447,10.0,46.5625,183.0,78.0,310.0,278.0,588.0,261.0,24.275510204081634,105.0,59.03225806451613
E02000219,Croydon,10,10,9.497382400000001,9.105599999999999,24670.8,25643.6,0.7595221969090573,0.7807696991840214,0.02124750227496408,-0.3917824000000021,0.0,293.0,339,374,713,293.0,0.0,-293.0,0.0,0.0,206.0,383.0,283.0,666.0,206.0,0.0,-206.0,0.0
E02000220,Croydon,5,4,27.760411999999995,26.950200000000002,9803.8,10203.6,0.30182254787266793,0.31066861527219586,0.008846067399527924,-0.8102119999999928,789.0,409.0,1424,1125,2549,1198.0,126.5990584542958,380.0,55.40730337078652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000221,Croydon,4,3,30.110200000000003,28.386400000000002,8609.6,9750.0,0.26505757034665356,0.29685787358421634,0.03180030323756278,-1.7238000000000007,461.0,102.0,684,610,1294,563.0,36.338485316846985,359.0,67.39766081871345,419.0,98.0,703.0,556.0,1259.0,517.0,32.61477362986497,321.0,59.60170697012802
E02000222,Croydon,7,8,18.361132,14.941399999999998,15826.8,19375.2,0.487248322147651,0.5899159663865546,0.10266764423890362,-3.4197320000000033,286.0,284.0,773,644,1417,570.0,57.321100917431195,2.0,36.99870633893919,267.0,192.0,705.0,532.0,1237.0,459.0,41.44219886822959,75.0,37.87234042553192
E02000223,Croydon,2,1,42.397465999999994,38.897800000000004,4068.6,4635.0,0.12525706545163476,0.1411216660577274,0.015864600606092655,-3.4996659999999906,493.0,61.0,556,549,1105,554.0,27.215384615384615,432.0,88.66906474820144,184.0,37.0,253.0,312.0,565.0,221.0,12.049557522123894,147.0,72.72727272727273
E02000224,Croydon,8,8,17.018464,15.110800000000001,16734.0,19139.0,0.5151776368450218,0.5827243941054683,0.06754675726044646,-1.9076640000000005,159.0,316.0,711,528,1239,475.0,40.55205811138015,-157.0,22.362869198312236,94.0,292.0,582.0,556.0,1138.0,386.0,24.1195079086116,-198.0,16.151202749140893
E02000225,Croydon,4,2,31.609485999999997,31.7646,8260.8,7874.6,0.2543193153130965,0.23975764218730972,-0.014561673125786767,0.15511400000000464,151.0,111.0,325,334,659,262.0,25.433990895295903,40.0,46.46153846153846,141.0,64.0,277.0,234.0,511.0,205.0,17.659491193737768,77.0,50.90252707581227
E02000226,Croydon,10,9,8.1633344,9.337,26288.4,25360.6,0.8093220860784435,0.7721532091097308,-0.03716887696871263,1.1736655999999996,0.0,296.0,396,353,749,296.0,0.0,-296.0,0.0,0.0,207.0,409.0,251.0,660.0,207.0,0.0,-207.0,0.0
E02000227,Croydon,8,7,16.36421875,17.69175,18632.875,17998.0,0.5736369373807032,0.5479844111557667,-0.025652526224936523,1.3275312499999998,180.0,290.0,580,533,1113,470.0,46.900269541778975,-110.0,31.03448275862069,117.0,237.0,659.0,586.0,1245.0,354.0,22.272289156626506,-120.0,17.754172989377846
E02000228,Croydon,10,10,6.2378106,5.6372,28532.6,29782.0,0.8784126593190076,0.9067714042138594,0.028358744894851795,-0.6006106000000004,0.0,229.0,434,272,706,229.0,0.0,-229.0,0.0,0.0,227.0,441.0,320.0,761.0,227.0,0.0,-227.0,0.0
E02000229,Croydon,1,1,43.209697500000004,38.60725,4261.75,5000.5,0.13120343574903023,0.1522500304469614,0.02104659469793116,-4.602447500000004,375.0,0.0,376,289,665,375.0,0.0,375.0,99.7340425531915,238.0,0.0,259.0,258.0,517.0,238.0,0.0,238.0,91.8918918918919
E02000230,Croydon,8,8,15.718916333333333,14.151499999999999,18439.666666666668,20491.166666666668,0.5676887712168791,0.6238937604027118,0.05620498918583272,-1.567416333333334,265.0,321.0,719,577,1296,586.0,65.63657407407408,-56.0,36.8567454798331,183.0,265.0,809.0,620.0,1429.0,448.0,33.93631910426872,-82.0,22.62051915945612
E02000231,Croydon,10,10,9.6007322,8.752600000000001,24995.8,26217.8,0.7695277384397512,0.7982523444160273,0.02872460597627613,-0.8481321999999984,0.0,300.0,521,318,839,300.0,0.0,-300.0,0.0,0.0,322.0,607.0,374.0,981.0,322.0,0.0,-322.0,0.0
E02000232,Croydon,9,9,12.457981499999999,11.939,21631.0,22841.0,0.6659380580013546,0.6954390451832907,0.029500987181936056,-0.5189814999999989,49.0,132.0,328,214,542,181.0,11.933579335793358,-83.0,14.939024390243901,52.0,76.0,314.0,146.0,460.0,128.0,8.591304347826087,-24.0,16.560509554140125
E02000233,Croydon,7,8,18.038445,13.877500000000001,15800.25,20394.25,0.4864309463702974,0.6209429423943491,0.13451199602405173,-4.160944999999998,181.0,105.0,404,273,677,286.0,28.07237813884786,76.0,44.801980198019805,150.0,65.0,362.0,292.0,654.0,215.0,14.908256880733944,85.0,41.43646408839779
E02000234,Croydon,8,7,17.4139432,17.4722,16970.2,17342.0,0.5224493565667139,0.5280112044817927,0.005561847915078855,0.05825680000000233,141.0,136.0,456,338,794,277.0,24.151133501259444,5.0,30.92105263157895,178.0,148.0,687.0,412.0,1099.0,326.0,23.97088262056415,30.0,25.90975254730713
E02000235,Croydon,9,9,12.43381175,11.05475,21686.0,23594.0,0.6676313034911643,0.7183656071124102,0.05073430362124587,-1.37906175,29.0,183.0,406,272,678,212.0,7.827433628318584,-154.0,7.142857142857142,35.0,121.0,383.0,203.0,586.0,156.0,7.226962457337884,-86.0,9.138381201044385
E02000236,Croydon,9,9,11.3462112,9.271600000000001,22435.2,25482.2,0.6906963856905363,0.7758555596151504,0.08515917392461414,-2.0746111999999997,24.0,151.0,250,235,485,175.0,7.472164948453608,-127.0,9.6,49.0,150.0,507.0,268.0,775.0,199.0,9.483870967741936,-101.0,9.664694280078894
E02000237,Croydon,9,8,12.1321548,13.0292,23252.6,23313.2,0.7158610922972724,0.7098161003531848,-0.0060449919440875854,0.8970451999999991,18.0,128.0,272,191,463,146.0,4.976241900647948,-110.0,6.61764705882353,15.0,96.0,368.0,190.0,558.0,111.0,2.5806451612903225,-81.0,4.076086956521739
E02000238,Ealing,7,6,20.276236,18.6098,14768.8,16094.6,0.4546764361800382,0.49003166483984895,0.03535522865981072,-1.666436000000001,156.0,416.0,688,754,1442,572.0,45.004160887656035,-260.0,22.674418604651162,224.0,399.0,819.0,790.0,1609.0,623.0,55.54754505904288,-175.0,27.350427350427353
E02000239,Ealing,8,8,13.805008,12.7596,19483.8,21411.4,0.5998337540791823,0.6519120691754963,0.052078315096314,-1.0454080000000001,59.0,447.0,534,640,1174,506.0,22.464224872231686,-388.0,11.04868913857678,43.0,441.0,570.0,700.0,1270.0,484.0,14.931496062992126,-398.0,7.5438596491228065
E02000240,Ealing,3,3,33.17607833333333,30.041833333333333,7593.333333333333,8746.333333333334,0.23377049853252055,0.2662992733325214,0.032528774800000854,-3.1342449999999964,619.0,64.0,765,743,1508,683.0,26.27055702917772,555.0,80.91503267973856,442.0,76.0,627.0,578.0,1205.0,518.0,27.877178423236515,366.0,70.49441786283892
E02000241,Ealing,7,6,19.818995,20.15175,14550.25,14464.25,0.44794809432916693,0.44039246133235904,-0.007555632996807893,0.3327549999999988,90.0,300.0,521,497,1018,390.0,26.522593320235757,-210.0,17.274472168905948,136.0,249.0,563.0,504.0,1067.0,385.0,31.737582005623242,-113.0,24.156305506216697
E02000242,Ealing,8,8,16.144545,15.131,17286.75,18863.5,0.5321947540176097,0.574336256241627,0.04214150222401725,-1.0135450000000006,22.0,440.0,459,595,1054,462.0,9.184060721062618,-418.0,4.793028322440087,17.0,352.0,428.0,533.0,961.0,369.0,6.22684703433923,-335.0,3.9719626168224296
E02000243,Ealing,5,4,25.792579999999997,24.2364,11029.6,12091.6,0.33956037189828214,0.3681524783826574,0.028592106484375268,-1.5561799999999977,356.0,230.0,721,765,1486,586.0,55.100942126514134,126.0,49.375866851595006,249.0,158.0,539.0,574.0,1113.0,407.0,35.34770889487871,91.0,46.19666048237477
E02000244,Ealing,8,7,17.529362499999998,17.13375,16126.75,17082.0,0.4964826673234407,0.520094994519547,0.023612327196106286,-0.3956124999999986,29.0,439.0,530,645,1175,468.0,10.834893617021276,-410.0,5.471698113207547,33.0,405.0,536.0,595.0,1131.0,438.0,11.816976127320954,-372.0,6.156716417910448
E02000245,Ealing,1,1,42.768118,38.042,4064.4,4982.4,0.12512776306877654,0.15169894044574353,0.026571177376966987,-4.726118,631.0,0.0,677,724,1401,631.0,0.0,631.0,93.205317577548,582.0,0.0,723.0,581.0,1304.0,582.0,0.0,582.0,80.49792531120332
E02000246,Ealing,3,2,34.129964,30.4966,6871.4,8057.4,0.21154485561233916,0.24532334672999637,0.03377849111765721,-3.6333640000000003,483.0,66.0,656,621,1277,549.0,24.96319498825372,417.0,73.6280487804878,354.0,61.0,485.0,541.0,1026.0,415.0,21.046783625730995,293.0,72.98969072164948
E02000247,Ealing,4,3,29.9664875,27.878500000000003,8973.75,9723.5,0.2762683948032757,0.2960510291072951,0.019782634304019386,-2.087987499999997,562.0,229.0,898,836,1734,791.0,74.22029988465975,333.0,62.58351893095768,378.0,144.0,649.0,729.0,1378.0,522.0,39.50072568940494,234.0,58.24345146379045
E02000248,Ealing,8,6,17.421225,18.8875,16404.5,15554.25,0.5050335570469798,0.47357964925100476,-0.03145390779597507,1.4662749999999996,76.0,592.0,758,810,1568,668.0,28.693877551020407,-516.0,10.026385224274406,79.0,519.0,598.0,780.0,1378.0,598.0,29.75399129172714,-440.0,13.210702341137123
E02000249,Ealing,5,4,27.201665000000002,24.56725,10239.0,11768.5,0.3152207376393079,0.35831506515649736,0.043094327517189446,-2.6344150000000006,297.0,273.0,643,587,1230,570.0,65.91951219512195,24.0,46.18973561430793,232.0,185.0,573.0,610.0,1183.0,417.0,36.28064243448859,47.0,40.48865619546248
E02000250,Ealing,10,10,9.414524499999999,8.02775,24878.0,27021.0,0.7659011144633951,0.822707343807088,0.05680622934369284,-1.3867744999999996,0.0,524.0,516,539,1055,524.0,0.0,-524.0,0.0,0.0,376.0,358.0,459.0,817.0,376.0,0.0,-376.0,0.0
E02000251,Ealing,7,7,20.187966,17.3586,13980.6,16763.0,0.4304106889969829,0.5103824138350992,0.07997172483811626,-2.8293660000000003,46.0,378.0,451,514,965,424.0,18.01865284974093,-332.0,10.199556541019955,67.0,368.0,469.0,539.0,1008.0,435.0,24.46031746031746,-301.0,14.285714285714285
E02000252,Ealing,3,3,32.684242,29.7072,7477.6,8625.4,0.2302074995382058,0.26261722080136407,0.032409721263158275,-2.9770419999999973,747.0,175.0,1075,1085,2160,922.0,60.520833333333336,572.0,69.48837209302326,1081.0,326.0,1736.0,2129.0,3865.0,1407.0,91.17878395860285,755.0,62.26958525345621
E02000253,Ealing,4,2,32.31946,33.957,8024.0,7206.333333333333,0.24702912382242473,0.2194109527869119,-0.02761817103551284,1.6375400000000013,429.0,178.0,715,676,1391,607.0,54.89719626168224,251.0,60.0,345.0,130.0,571.0,621.0,1192.0,475.0,37.625838926174495,215.0,60.42031523642733
E02000254,Ealing,6,5,23.580052000000002,22.6104,11795.6,12561.2,0.36314266362908687,0.382450371452929,0.019307707823842113,-0.9696520000000035,114.0,415.0,446,643,1089,529.0,43.4435261707989,-301.0,25.56053811659193,85.0,321.0,575.0,691.0,1266.0,406.0,21.5521327014218,-236.0,14.782608695652174
E02000255,Ealing,5,5,24.625538333333335,21.419,13238.666666666666,15352.666666666666,0.40756932044414346,0.4674420492834815,0.05987272883933803,-3.2065383333333344,446.0,299.0,857,933,1790,745.0,74.49944134078213,147.0,52.04200700116686,363.0,225.0,720.0,663.0,1383.0,588.0,59.05639913232104,138.0,50.416666666666664
E02000256,Ealing,8,8,15.915395999999998,13.209800000000001,18110.0,21231.6,0.5575395603718982,0.6464377055169894,0.0888981451450912,-2.7055959999999963,200.0,748.0,1059,1089,2148,948.0,69.6461824953445,-548.0,18.885741265344667,161.0,634.0,970.0,1042.0,2012.0,795.0,50.732604373757454,-473.0,16.597938144329895
E02000257,Ealing,7,7,18.682334,15.61825,15896.0,18887.125,0.489378732836648,0.5750555657045427,0.08567683286789474,-3.064084000000001,509.0,749.0,1669,1570,3239,1258.0,117.7033034887311,-240.0,30.4973037747154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000258,Ealing,6,6,21.11714,18.416,13379.5,15986.5,0.41190505510744413,0.48674034831323837,0.07483529320579424,-2.7011399999999988,230.0,361.0,632,685,1317,591.0,63.04479878511769,-131.0,36.392405063291136,221.0,376.0,713.0,714.0,1427.0,597.0,58.2312543798178,-155.0,30.995792426367462
E02000259,Ealing,8,8,16.057702499999998,14.994,17305.0,18984.25,0.5327566036574103,0.5780127268298624,0.04525612317245209,-1.063702499999998,60.0,407.0,561,549,1110,467.0,22.0,-347.0,10.695187165775401,37.0,399.0,440.0,533.0,973.0,436.0,15.172661870503598,-362.0,8.409090909090908
E02000260,Ealing,4,4,32.400446,26.137400000000003,7892.0,10740.2,0.24296533464688136,0.32700645475581536,0.084041120108934,-6.263045999999999,248.0,138.0,591,785,1376,386.0,24.872093023255815,110.0,41.96277495769882,216.0,162.0,623.0,820.0,1443.0,378.0,24.24948024948025,54.0,34.67094703049759
E02000261,Ealing,5,5,27.14385833333333,23.207833333333337,9798.166666666666,12305.0,0.3016491184861359,0.3746498599439776,0.07300074145784169,-3.9360249999999937,475.0,451.0,1135,1040,2175,926.0,98.49425287356321,24.0,41.85022026431718,510.0,623.0,1416.0,1477.0,2893.0,1133.0,109.82716902868994,-113.0,36.016949152542374
E02000262,Ealing,4,4,29.597953999999998,25.635199999999998,8845.6,11309.2,0.2723231328120189,0.3443307757885763,0.07200764297655737,-3.9627540000000003,654.0,236.0,1048,1066,2114,890.0,73.01040681173131,418.0,62.40458015267175,637.0,311.0,1158.0,1161.0,2319.0,948.0,85.42777059077189,326.0,55.008635578583764
E02000263,Ealing,4,3,29.984886666666668,29.92216666666667,8403.833333333334,8410.833333333334,0.25872277979598957,0.25608431778508506,-0.0026384620109045076,-0.06271999999999878,271.0,229.0,548,1006,1554,500.0,39.935006435006436,42.0,49.45255474452554,176.0,183.0,795.0,1179.0,1974.0,359.0,16.316109422492403,-7.0,22.138364779874216
E02000264,Ealing,7,7,18.305072000000003,18.0822,15587.0,16255.2,0.4798657718120805,0.4949214468396054,0.015055675027524862,-0.2228720000000024,264.0,498.0,979,971,1950,762.0,67.42153846153846,-234.0,26.96629213483146,255.0,548.0,1016.0,995.0,2011.0,803.0,69.48781700646444,-293.0,25.098425196850393
E02000265,Ealing,4,4,31.296819999999997,26.59483333333333,9481.5,11951.5,0.29190012930238285,0.3638868590914626,0.07198672978907977,-4.7019866666666665,885.0,223.0,1250,1267,2517,1108.0,78.4088200238379,662.0,70.8,681.0,191.0,1066.0,1136.0,2202.0,872.0,59.06948228882834,490.0,63.88367729831145
E02000266,Ealing,1,1,47.215891428571425,37.36514285714286,3138.4285714285716,5370.857142857143,0.09662054588475376,0.1635262800772483,0.06690573419249453,-9.850748571428568,877.0,0.0,949,1006,1955,877.0,0.0,877.0,92.41306638566913,759.0,0.0,904.0,825.0,1729.0,759.0,0.0,759.0,83.96017699115043
E02000267,Ealing,6,6,21.756915,18.649,13094.75,15884.25,0.4031386614124746,0.4836271465107782,0.08048848509830359,-3.1079149999999984,262.0,272.0,649,577,1226,534.0,58.127243066884176,-10.0,40.36979969183359,272.0,213.0,677.0,486.0,1163.0,485.0,49.81599312123818,59.0,40.177252584933534
E02000268,Ealing,7,6,20.794953333333336,21.004,13999.666666666666,14312.666666666666,0.43099768076678363,0.4357772094344985,0.004779528667714861,0.20904666666666571,271.0,540.0,904,1023,1927,811.0,75.94187856772184,-269.0,29.97787610619469,249.0,409.0,852.0,879.0,1731.0,658.0,58.83362218370884,-160.0,29.225352112676056
E02000269,Ealing,9,9,12.149699,10.6316,21906.0,23953.8,0.6744042854504033,0.7293204238217026,0.05491613837129927,-1.5180989999999994,27.0,675.0,919,822,1741,702.0,10.46812176909822,-648.0,2.9379760609358,20.0,587.0,759.0,755.0,1514.0,607.0,7.754293262879789,-567.0,2.635046113306983
E02000270,Ealing,3,1,33.238848000000004,36.310199999999995,7636.4,6469.6,0.23509636106151102,0.19697966142978932,-0.03811669963172171,3.0713519999999903,633.0,96.0,893,866,1759,729.0,34.54690164866401,537.0,70.88465845464725,772.0,98.0,1377.0,1136.0,2513.0,870.0,30.105849582172702,674.0,56.0639070442992
E02000271,Ealing,9,9,12.79749475,9.57725,21887.5,25434.25,0.6738347392401945,0.774395627816344,0.10056088857614942,-3.220244750000001,25.0,633.0,701,791,1492,658.0,10.60656836461126,-608.0,3.566333808844508,24.0,529.0,743.0,642.0,1385.0,553.0,9.166787003610109,-505.0,3.2301480484522207
E02000272,Ealing,9,9,11.2407785,10.343499999999999,23141.0,24466.25,0.7124253432670402,0.7449229691876751,0.032497625920634876,-0.8972785000000005,15.0,404.0,523,494,1017,419.0,5.958702064896755,-389.0,2.8680688336520075,9.0,342.0,401.0,472.0,873.0,351.0,3.5257731958762886,-333.0,2.2443890274314215
E02000274,Ealing,4,3,32.31972142857143,28.304000000000002,7385.571428571428,8923.0,0.2273742820199319,0.27167823651199613,0.04430395449206423,-4.015721428571425,349.0,367.0,744,1137,1881,716.0,68.09303561935141,-18.0,46.90860215053764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E02000275,Ealing,3,3,33.73231,27.57425,7968.75,9920.5,0.24532818176220678,0.30204908050176593,0.056720898739559156,-6.158059999999999,445.0,55.0,552,566,1118,500.0,21.891771019677996,390.0,80.61594202898551,254.0,84.0,412.0,631.0,1043.0,338.0,20.456375838926174,170.0,61.6504854368932
E02000276,Ealing,8,8,14.8599295,13.668249999999999,18897.75,20674.25,0.5817914537282187,0.6294680915844598,0.0476766378562411,-1.1916795000000011,108.0,533.0,714,802,1516,641.0,37.970976253298154,-425.0,15.126050420168067,116.0,376.0,633.0,648.0,1281.0,492.0,34.04839968774395,-260.0,18.325434439178515
E02000277,Enfield,6,4,23.83847,26.24225,11378.75,10084.25,0.3503094021304107,0.3070347704299111,-0.043274631700499555,2.4037799999999976,95.0,280.0,539,383,922,375.0,28.850325379609544,-185.0,17.625231910946194,52.0,270.0,440.0,411.0,851.0,322.0,16.498237367802584,-218.0,11.818181818181818
E02000278,Enfield,2,1,38.53651,38.6706,5257.4,5062.0,0.16185579705683145,0.15412251857264644,-0.007733278484185008,0.1340900000000005,405.0,104.0,660,506,1166,509.0,36.123499142367066,301.0,61.36363636363637,275.0,96.0,452.0,460.0,912.0,371.0,28.94736842105263,179.0,60.84070796460177
