msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Rank_2010,IMD_Rank_2019,IMD_Pctile_2010,IMD_Pctile_2019,IMD_Pctile_Change,IMD_Score_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21,Outflow_Wealthier_11,Inflow_Poorer_11,Counter_Churn_11,Counter_Rate_11,Net_Counter_11,Pct_Outflow_Wealthier_11,Outflow_Wealthier_21,Inflow_Poorer_21,Counter_Churn_21,Counter_Rate_21,Net_Counter_21,Pct_Outflow_Wealthier_21,Net_Cascade_21_alt,Inflow_Wealthier_21_alt,Outflow_Poorer_21_alt,Delta_Net_Cascade,Delta_CFI_Churn,Delta_CFI_Rate,Delta_Pct_Inflow_Wealthier,Delta_Net_Counter,Delta_Counter_Churn,Delta_Counter_Rate,Delta_Pct_Outflow_Wealthier,Cascade_Dominance_11,Cross_Decile_Share_11,Cascade_Dominance_21,Cross_Decile_Share_21,Sign_Concordance_11,Sign_Concordance_21,Delta_Cascade_Dominance,Delta_Cross_Decile_Share,Wealth_Decile_National,Inflow_Wealthier_nat_11,Outflow_Poorer_nat_11,Outflow_Wealthier_nat_11,Inflow_Poorer_nat_11,Total_Inflow_nat_11,Total_Outflow_nat_11,Ext_Inflow_nat_11,Ext_Outflow_nat_11,Total_Migration_nat_11,CFI_Churn_nat_11,CFI_Rate_nat_11,Net_Cascade_nat_11,Pct_Inflow_Wealthier_nat_11,Counter_Churn_nat_11,Counter_Rate_nat_11,Net_Counter_nat_11,Cascade_Dominance_nat_11,Ext_Net_nat_11,Inflow_Wealthier_nat_21,Outflow_Poorer_nat_21,Outflow_Wealthier_nat_21,Inflow_Poorer_nat_21,Total_Inflow_nat_21,Total_Outflow_nat_21,Ext_Inflow_nat_21,Ext_Outflow_nat_21,Total_Migration_nat_21,CFI_Churn_nat_21,CFI_Rate_nat_21,Net_Cascade_nat_21,Pct_Inflow_Wealthier_nat_21,Counter_Churn_nat_21,Counter_Rate_nat_21,Net_Counter_nat_21,Cascade_Dominance_nat_21,Ext_Net_nat_21
E02000012,Barking and Dagenham,7,6,20.31549040554207,20.63216642107202,605.0,510.0,0.6160896130346232,0.5193482688391039,-0.0967413441955192,0.3166760155299499,29.0,467.0,608,590,1198,496.0,11.304674457429048,-438.0,4.769736842105264,22.0,438.0,461,559,1020,460.0,9.447058823529412,-416.0,4.772234273318872,86.0,549.0,635.0,39.41068447412354,-463.0,14.576271186440678,88.0,392.0,480.0,33.819607843137256,-304.0,15.742397137745977,-343.0,58.0,401.0,22.0,-36.0,-1.857615633899636,0.0024974312136079,159.0,-155.0,-5.5910766309862865,1.1661259513052986,0.4385499557913351,0.9440734557595992,0.4893617021276595,0.9215686274509804,concordant,concordant,0.0508117463363244,-0.0225048283086189,5,98,465,337,546,676,835,68,245,1511,563,30.15883520847121,-367,14.497041420118343,883,121.77498345466579,-209,0.3893499308437068,-177,104,433,382,387,536,850,75,291,1386,537,32.49062049062049,-329,19.402985074626866,769,106.66233766233766,-5,0.4111791730474732,-216
E02000013,Barking and Dagenham,2,1,37.172274852416095,36.09122608596511,181.0,60.0,0.1843177189409368,0.0610997963340122,-0.1232179226069246,-1.0810487664509836,305.0,72.0,567,546,1113,377.0,19.730458221024257,233.0,53.79188712522046,353.0,87.0,594,466,1060,440.0,28.972641509433963,266.0,59.427609427609426,364.0,125.0,489.0,40.880503144654085,239.0,66.66666666666666,309.0,98.0,407.0,28.567924528301887,211.0,66.30901287553648,398.0,398.0,0.0,33.0,63.0,9.242183288409706,5.635722302388963,-28.0,-82.0,-12.312578616352198,-0.3576537911301756,0.4353348729792148,0.7780772686433064,0.5194805194805194,0.7990566037735849,concordant,concordant,0.0841456465013046,0.0209793351302784,2,253,72,440,129,618,730,51,184,1348,325,13.513353115727003,181,40.93851132686084,569,42.10682492581602,311,0.3635346756152125,-133,312,87,528,101,637,778,43,312,1415,399,19.18303886925795,225,48.97959183673469,629,37.68763250883392,427,0.38813229571984437,-269
E02000014,Barking and Dagenham,2,1,36.7377620718996,36.55000135163235,191.0,54.0,0.1945010183299389,0.054989816700611,-0.1395112016293279,-0.1877607202672422,377.0,102.0,655,625,1280,479.0,30.0421875,275.0,57.55725190839694,264.0,106.0,526,604,1130,370.0,24.764601769911504,158.0,50.19011406844106,355.0,183.0,538.0,50.75390625,172.0,56.8,421.0,129.0,550.0,48.061061946902655,292.0,69.70198675496688,326.0,326.0,0.0,-117.0,-109.0,-5.2775857300884965,-7.36713783995588,120.0,12.0,-2.6928443030973455,12.901986754966885,0.4709931170108161,0.79453125,0.4021739130434782,0.8141592920353983,concordant,concordant,-0.0688192039673378,0.0196280420353982,2,328,106,470,192,753,868,98,243,1621,434,21.448488587291795,222,43.559096945551126,662,55.66933991363356,278,0.395985401459854,-145,240,111,577,146,590,898,64,294,1488,351,17.903225806451612,129,40.67796610169492,723,56.61424731182796,431,0.3268156424581006,-230
E02000015,Barking and Dagenham,1,1,44.54999939574243,39.60161035457348,74.0,26.0,0.075356415478615,0.0264765784114052,-0.0488798370672097,-4.9483890411689515,582.0,0.0,676,590,1266,582.0,0.0,582.0,86.09467455621301,376.0,0.0,465,414,879,376.0,0.0,376.0,80.86021505376344,525.0,0.0,525.0,0.0,525.0,88.98305084745762,350.0,0.0,350.0,0.0,350.0,84.54106280193237,330.0,330.0,0.0,-206.0,-206.0,0.0,-5.2344595024495675,-175.0,-175.0,0.0,-4.44198804552525,0.5257452574525745,0.8744075829383886,0.5179063360881543,0.825938566552901,concordant,concordant,-0.0078389213644202,-0.0484690163854876,1,635,0,725,0,738,794,62,204,1532,635,0.0,635,86.04336043360433,725,0.0,725,0.46691176470588236,-142,431,0,607,0,523,674,58,260,1197,431,0.0,431,82.40917782026769,607,0.0,607,0.41522157996146436,-202
E02000016,Barking and Dagenham,2,2,39.3159271651902,33.661131007315696,148.0,104.0,0.1507128309572301,0.1059063136456211,-0.0448065173116089,-5.654796157874507,537.0,199.0,1006,979,1985,736.0,53.835264483627206,338.0,53.37972166998012,631.0,227.0,1135,973,2108,858.0,67.94924098671727,404.0,55.59471365638766,639.0,238.0,877.0,76.61561712846347,401.0,65.27068437180796,604.0,294.0,898.0,84.23908918406072,310.0,62.076053442959925,369.0,654.0,285.0,66.0,122.0,14.113976503090065,2.21499198640754,-91.0,21.0,7.623472055597247,-3.194630928848035,0.4562926224426534,0.8125944584382871,0.4886104783599089,0.8330170777988615,concordant,concordant,0.0323178559172554,0.0204226193605743,2,622,209,705,263,1179,1180,173,201,2359,831,55.1072488342518,413,52.756573367260394,968,78.59898261975414,442,0.46192329071706506,-28,640,240,839,312,1264,1309,129,336,2573,880,59.696851923824326,400,50.63291139240506,1151,101.736494364555,527,0.43328409650418515,-207
E02000017,Barking and Dagenham,5,3,26.361153281948692,27.270586768505,442.0,290.0,0.45010183299389,0.2953156822810591,-0.1547861507128309,0.9094334865563064,101.0,630.0,771,920,1691,731.0,37.62862211709048,-529.0,13.09987029831388,129.0,485.0,606,750,1356,614.0,46.139380530973455,-356.0,21.287128712871286,243.0,637.0,880.0,91.53814311058544,-394.0,26.413043478260867,228.0,455.0,683.0,76.50442477876106,-227.0,30.4,-15.0,267.0,282.0,173.0,-117.0,8.510758413882975,8.187258414557407,167.0,-197.0,-15.033718331824376,3.986956521739131,0.4537554314090627,0.9526907155529272,0.4734001542020046,0.9564896755162242,concordant,concordant,0.0196447227929419,0.0037989599632969,4,168,649,401,648,854,1124,83,204,1978,817,55.122345803842265,-481,19.672131147540984,1049,131.3690596562184,-247,0.4378349410503751,-121,196,505,447,458,696,1033,90,283,1729,701,57.24696356275304,-309,28.160919540229884,905,118.40717177559283,-11,0.4364881693648817,-193
E02000018,Barking and Dagenham,2,1,36.88907695613048,36.41188683602772,184.0,56.0,0.1873727087576374,0.0570264765784114,-0.130346232179226,-0.4771901201027617,423.0,112.0,810,735,1545,535.0,30.664077669902913,311.0,52.22222222222223,330.0,126.0,589,673,1262,456.0,32.94770206022187,204.0,56.02716468590832,478.0,198.0,676.0,61.258252427184466,280.0,65.03401360544217,449.0,139.0,588.0,49.4540412044374,310.0,66.71619613670133,412.0,412.0,0.0,-107.0,-79.0,2.283624390318959,3.804942463686089,30.0,-88.0,-11.804211222747064,1.6821825312591585,0.4417836498761354,0.7838187702265372,0.4367816091954023,0.8272583201267829,concordant,concordant,-0.0050020406807331,0.0434395499002456,2,372,121,543,206,879,949,69,214,1828,493,24.62363238512035,251,42.32081911262799,749,61.191466083150985,337,0.3969404186795491,-145,291,128,694,148,654,1012,65,339,1666,419,22.357743097238895,163,44.4954128440367,842,61.65186074429772,546,0.33227597145122917,-274
E02000019,Barking and Dagenham,3,2,33.570357300628324,32.065294026890015,270.0,149.0,0.2749490835030549,0.1517311608961303,-0.1232179226069246,-1.5050632737383085,199.0,254.0,526,610,1136,453.0,44.49471830985915,-55.0,37.832699619771866,238.0,159.0,678,481,1159,397.0,32.65056082830026,79.0,35.10324483775811,306.0,265.0,571.0,71.38204225352112,41.0,50.1639344262295,261.0,326.0,587.0,73.41328731665229,-65.0,54.26195426195426,171.0,317.0,146.0,134.0,-56.0,-11.844157481558897,-2.729454782013754,-106.0,16.0,2.0312450631311663,4.098019835724756,0.4423828125,0.9014084507042254,0.4034552845528455,0.8490077653149266,divergent,divergent,-0.0389275279471544,-0.0524006853892987,2,259,140,467,124,586,771,60,161,1357,399,26.720707442888724,119,44.19795221843004,591,42.673544583640385,343,0.403030303030303,-101,338,68,634,188,742,851,64,370,1593,406,14.42812303829253,270,45.55256064690027,822,74.82234777150032,446,0.3306188925081433,-306
E02000020,Barking and Dagenham,4,2,31.91231639068564,33.22273172595296,315.0,118.0,0.3207739307535641,0.120162932790224,-0.2006109979633401,1.3104153352673222,212.0,423.0,762,688,1450,635.0,61.84551724137931,-211.0,27.821522309711288,238.0,397.0,747,752,1499,635.0,63.03268845897265,-159.0,31.860776439089697,203.0,481.0,684.0,67.34,-278.0,29.505813953488374,286.0,435.0,721.0,82.99533022014677,-149.0,38.03191489361702,244.0,401.0,157.0,52.0,0.0,1.1871712175933382,4.03925412937841,129.0,37.0,15.655330220146766,8.526100940128646,0.4814253222137983,0.9096551724137932,0.4682890855457227,0.904603068712475,concordant,concordant,-0.0131362366680756,-0.0050521037013181,3,275,405,407,466,827,904,65,216,1731,680,64.34142114384748,-130,33.252720677146314,873,109.56787983824378,-59,0.437862202189311,-151,338,390,666,427,862,1156,115,404,2018,728,65.32210109018831,-52,39.21113689095127,1093,140.9226957383548,239,0.39978034047226796,-289
E02000021,Barking and Dagenham,4,2,30.252866915485832,31.823478887744592,356.0,158.0,0.3625254582484725,0.1608961303462321,-0.2016293279022403,1.57061197225876,144.0,401.0,809,670,1479,545.0,39.04259634888438,-257.0,17.79975278121137,161.0,295.0,544,547,1091,456.0,43.53345554537122,-134.0,29.59558823529412,203.0,585.0,788.0,80.29411764705883,-382.0,30.29850746268657,202.0,333.0,535.0,61.65536205316224,-131.0,36.92870201096892,79.0,267.0,188.0,123.0,-89.0,4.490859196486838,11.795835454082749,251.0,-253.0,-18.638755593896583,6.6301945482823506,0.4088522130532633,0.9012846517917512,0.4601412714429869,0.9083409715857012,concordant,concordant,0.0512890583897235,0.0070563197939499,3,239,400,359,575,910,849,101,179,1759,639,54.34906196702672,-161,26.263736263736266,934,117.35361000568504,-216,0.4062301335028608,-78,232,290,476,329,623,838,79,291,1461,522,46.050650239561946,-58,37.23916532905297,805,107.1895961670089,147,0.3933685003767898,-212
E02000022,Barking and Dagenham,1,1,51.32951170886077,38.646125014415865,16.0,39.0,0.0162932790224032,0.0397148676171079,0.0234215885947046,-12.6833866944449,608.0,0.0,734,694,1428,608.0,0.0,608.0,82.83378746594006,420.0,0.0,509,741,1250,420.0,0.0,420.0,82.5147347740668,585.0,0.0,585.0,0.0,585.0,84.29394812680115,630.0,0.0,630.0,0.0,630.0,85.02024291497976,387.0,387.0,0.0,-188.0,-188.0,0.0,-0.3190526918732672,45.0,45.0,0.0,0.7262947881786062,0.509639564124057,0.8354341736694678,0.4,0.84,concordant,concordant,-0.1096395641240569,0.0045658263305321,1,689,0,732,0,825,844,91,150,1669,689,0.0,689,83.51515151515152,732,0.0,732,0.4848698099929627,-59,492,0,916,0,588,1040,79,299,1628,492,0.0,492,83.6734693877551,916,0.0,916,0.3494318181818182,-220
E02000023,Barking and Dagenham,1,1,45.4978988336933,39.06830407275603,59.0,33.0,0.060081466395112,0.0336048879837067,-0.0264765784114053,-6.42959476093727,414.0,0.0,543,528,1071,414.0,0.0,414.0,76.24309392265194,415.0,0.0,558,469,1027,415.0,0.0,415.0,74.37275985663082,460.0,0.0,460.0,0.0,460.0,87.12121212121212,404.0,0.0,404.0,0.0,404.0,86.14072494669509,351.0,351.0,0.0,1.0,1.0,0.0,-1.8703340660211152,-56.0,-56.0,0.0,-0.9804871745170374,0.4736842105263157,0.8160597572362278,0.5067155067155067,0.7974683544303798,concordant,concordant,0.0330312961891909,-0.018591402805848,1,461,0,608,0,591,676,48,148,1267,461,0.0,461,78.00338409475465,608,0.0,608,0.431244153414406,-100,473,0,659,0,620,727,62,258,1347,473,0.0,473,76.29032258064517,659,0.0,659,0.4178445229681979,-196
E02000024,Barnet,10,10,9.036841806222924,9.191532295006873,916.0,887.0,0.9327902240325866,0.9032586558044806,-0.0295315682281059,0.1546904887839471,0.0,450.0,658,503,1161,450.0,0.0,-450.0,0.0,0.0,469.0,647,511,1158,469.0,0.0,-469.0,0.0,0.0,603.0,603.0,0.0,-603.0,0.0,0.0,601.0,601.0,0.0,-601.0,0.0,-475.0,0.0,475.0,-19.0,19.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.4273504273504273,0.9069767441860463,0.4383177570093458,0.924006908462867,concordant,concordant,0.0109673296589184,0.0170301642768205,9,3,808,7,864,911,845,253,342,1756,811,1.3804100227790432,-805,0.3293084522502744,871,3.4441913439635536,-857,0.4821640903686088,-89,1,980,10,759,794,1013,147,502,1807,981,0.5423353624792474,-979,0.12594458438287154,769,4.200332042058661,-749,0.5605714285714286,-355
E02000025,Barnet,8,7,16.300101609100047,15.932634441805227,722.0,665.0,0.7352342158859471,0.6771894093686355,-0.0580448065173115,-0.3674671672948193,199.0,207.0,655,518,1173,406.0,35.11764705882353,-8.0,30.38167938931298,178.0,184.0,630,447,1077,362.0,30.410399257195916,-6.0,28.253968253968253,194.0,308.0,502.0,50.93947144075021,-114.0,37.45173745173745,157.0,323.0,480.0,47.085422469823584,-166.0,35.123042505592835,100.0,251.0,151.0,2.0,-44.0,-4.707247801627613,-2.1277111353447253,-52.0,-22.0,-3.854048970926627,-2.3286949461446156,0.4471365638766519,0.7740835464620631,0.4299287410926365,0.7818012999071495,concordant,concordant,-0.0172078227840153,0.0077177534450864,6,264,204,260,305,819,809,164,291,1628,468,33.08108108108108,60,32.234432234432234,565,48.71007371007371,-45,0.4530493707647628,-127,235,179,197,317,760,819,130,372,1579,414,26.640278657378087,56,30.92105263157895,514,39.549715009499685,-120,0.44612068965517243,-242
