msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Rank_2010,IMD_Rank_2019,IMD_Pctile_2010,IMD_Pctile_2019,IMD_Pctile_Change,IMD_Score_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21,Outflow_Wealthier_11,Inflow_Poorer_11,Counter_Churn_11,Counter_Rate_11,Net_Counter_11,Pct_Outflow_Wealthier_11,Outflow_Wealthier_21,Inflow_Poorer_21,Counter_Churn_21,Counter_Rate_21,Net_Counter_21,Pct_Outflow_Wealthier_21,Net_Cascade_21_alt,Inflow_Wealthier_21_alt,Outflow_Poorer_21_alt,Delta_Net_Cascade,Delta_CFI_Churn,Delta_CFI_Rate,Delta_Pct_Inflow_Wealthier,Delta_Net_Counter,Delta_Counter_Churn,Delta_Counter_Rate,Delta_Pct_Outflow_Wealthier,Cascade_Dominance_11,Cross_Decile_Share_11,Cascade_Dominance_21,Cross_Decile_Share_21,Sign_Concordance_11,Sign_Concordance_21,Delta_Cascade_Dominance,Delta_Cross_Decile_Share
E02000186,Camden,4,4,30.986012874233584,25.35959703903095,339.0,346.0,0.3448626653102746,0.3519837232960325,0.0071210579857579,-5.626415835202632,493.0,395.0,920,1020,1940,888.0,100.37886597938144,98.0,53.586956521739125,427.0,341.0,924.0,899.0,1823.0,768.0,79.87218869994514,86.0,46.21212121212121,509.0,341.0,850.0,89.46855670103093,168.0,49.90196078431373,465.0,394.0,859.0,100.49917718047176,71.0,51.72413793103448,184.0,478.0,294.0,-12.0,-120.0,-20.506677279436303,-7.3748353096179144,-97.0,9.0,11.030620479440827,1.8221771467207475,0.5109321058688148,0.8958762886597939,0.47203441917639827,0.8924849149753155,concordant,concordant,-0.0388976866924165,-0.0033913736844783937
E02000187,Camden,2,1,39.63475536848559,34.75225391566265,146.0,84.0,0.1485249237029501,0.0854526958290946,-0.0630722278738555,-4.882501452822943,723.0,90.0,847,931,1778,813.0,36.59730033745782,633.0,85.36009445100355,648.0,111.0,816.0,844.0,1660.0,759.0,43.33012048192771,537.0,79.41176470588235,756.0,68.0,824.0,28.913385826771652,688.0,81.203007518797,674.0,88.0,762.0,35.73012048192771,586.0,79.85781990521326,754.0,754.0,0.0,-96.0,-54.0,6.7328201444698905,-5.9483297451212,-102.0,-62.0,6.816734655156061,-1.3451876135837324,0.49664019547953575,0.9206974128233971,0.4990138067061144,0.9162650602409639,concordant,concordant,0.0023736112265786424,-0.004432352582433241
E02000188,Camden,3,3,32.86733948690218,28.46804810669207,288.0,248.0,0.2929806714140386,0.2522889114954221,-0.0406917599186165,-4.399291380210112,865.0,273.0,1182,1133,2315,1138.0,102.00647948164146,592.0,73.18104906937394,375.0,220.0,636.0,848.0,1484.0,595.0,55.59299191374663,155.0,58.9622641509434,724.0,224.0,948.0,70.05442764578834,500.0,63.90114739629303,514.0,121.0,635.0,41.90970350404313,393.0,60.613207547169814,251.0,406.0,155.0,-437.0,-543.0,-46.41348756789483,-14.218784918430543,-107.0,-313.0,-28.144724141745208,-3.2879398491232124,0.5455417066155321,0.9010799136069114,0.483739837398374,0.8288409703504043,concordant,concordant,-0.061801869217158134,-0.07223894325650715
E02000189,Camden,5,3,27.550494682032305,28.462772490021493,421.0,250.0,0.4282807731434384,0.254323499491353,-0.1739572736520854,0.912277807989188,305.0,549.0,706,973,1679,854.0,99.72900536033352,-244.0,43.201133144475925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,329.0,649.0,62.70399047051816,-9.0,32.8879753340185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,-854.0,-99.72900536033352,-43.201133144475925,9.0,-649.0,-62.70399047051816,-32.8879753340185,0.5681969394544245,0.8951756998213222,0.5,0.0,concordant,zero,-0.06819693945442451,-0.8951756998213222
E02000190,Camden,6,5,23.8364038061089,23.143197738592004,499.0,416.0,0.5076297049847406,0.4231943031536114,-0.0844354018311291,-0.693206067516897,302.0,1270.0,831,1665,2496,1572.0,153.66185897435898,-968.0,36.34175691937425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,440.0,715.0,48.4775641025641,-165.0,16.516516516516518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,-1572.0,-153.66185897435898,-36.34175691937425,165.0,-715.0,-48.4775641025641,-16.516516516516518,0.6873633581110625,0.9162660256410257,0.5,0.0,concordant,zero,-0.18736335811106253,-0.9162660256410257
E02000191,Camden,7,8,18.5417108176604,14.910271007639142,658.0,708.0,0.669379450661241,0.7202441505595117,0.0508646998982706,-3.631439810021256,282.0,1618.0,1289,1989,3278,1900.0,139.1934106162294,-1336.0,21.87742435996897,200.0,1190.0,842.0,1533.0,2375.0,1390.0,100.21052631578948,-990.0,23.75296912114014,232.0,895.0,1127.0,63.343502135448446,-663.0,11.664152840623428,211.0,551.0,762.0,48.952,-340.0,13.763861709067188,-1123.0,159.0,1282.0,346.0,-510.0,-38.982884300439906,1.8755447611711702,323.0,-365.0,-14.391502135448448,2.0997088684437593,0.6276841757515692,0.9234289200732154,0.645910780669145,0.9061052631578947,concordant,concordant,0.018226604917575773,-0.017323656915320673
E02000192,Camden,4,5,30.374227148246472,23.021447548106764,354.0,420.0,0.3601220752797558,0.427263479145473,0.0671414038657171,-7.3527796001397085,478.0,239.0,714,692,1406,717.0,81.25320056899004,239.0,66.94677871148458,279.0,205.0,588.0,559.0,1147.0,484.0,49.86486486486486,74.0,47.44897959183674,396.0,183.0,579.0,51.54196301564723,213.0,57.22543352601156,302.0,242.0,544.0,63.71752397558849,60.0,54.02504472271914,4.0,257.0,253.0,-165.0,-233.0,-31.388335704125176,-19.497799119647844,-153.0,-35.0,12.175560959941265,-3.2003888032924195,0.5532407407407407,0.9217638691322901,0.4708171206225681,0.8962510897994769,concordant,concordant,-0.08242362011817261,-0.025512779332813262
E02000193,Camden,5,7,24.079412731323725,17.801022276923074,487.0,603.0,0.4954221770091556,0.6134282807731435,0.1180061037639878,-6.27839045440065,501.0,445.0,1026,1062,2088,946.0,106.77442528735632,56.0,48.83040935672515,372.0,330.0,764.0,753.0,1517.0,702.0,80.9228740936058,42.0,48.69109947643979,500.0,390.0,890.0,93.39080459770116,110.0,47.080979284369114,358.0,302.0,660.0,71.26961107448912,56.0,47.54316069057105,-301.0,187.0,488.0,-14.0,-244.0,-25.851551193750524,-0.13930988028536007,-54.0,-230.0,-22.121193523212042,0.4621814062019354,0.5152505446623094,0.8793103448275862,0.5154185022026432,0.8978246539222149,concordant,concordant,0.0001679575403338296,0.0185143090946287
E02000194,Croydon,5,5,27.43738927897884,23.44658497221035,423.0,407.0,0.4303153611393693,0.4140386571719227,-0.0162767039674466,-3.990804306768492,294.0,446.0,880,845,1725,740.0,76.01391304347825,-152.0,33.409090909090914,279.0,263.0,865.0,763.0,1628.0,542.0,45.07186732186732,16.0,32.25433526011561,272.0,438.0,710.0,69.06434782608696,-166.0,32.18934911242604,361.0,441.0,802.0,97.78931203931204,-80.0,47.313237221494106,0.0,309.0,309.0,168.0,-198.0,-30.94204572161093,-1.1547556489753035,86.0,92.0,28.72496421322508,15.12388810906807,0.5103448275862069,0.8405797101449275,0.40327380952380953,0.8255528255528255,concordant,divergent,-0.10707101806239738,-0.015026884592101997
E02000195,Croydon,7,8,18.64841372049825,15.2828198019802,653.0,693.0,0.6642929806714141,0.7049847405900305,0.0406917599186164,-3.3655939185180515,79.0,446.0,697,587,1284,525.0,27.44080996884735,-367.0,11.33428981348637,82.0,427.0,571.0,647.0,1218.0,509.0,28.74712643678161,-345.0,14.36077057793345,113.0,561.0,674.0,49.37149532710281,-448.0,19.250425894378196,163.0,447.0,610.0,59.820197044334975,-284.0,25.19319938176198,-444.0,42.0,486.0,22.0,-16.0,1.3063164679342592,3.0264807644470793,164.0,-64.0,10.448701717232169,5.942773487383782,0.4378648874061718,0.9338006230529595,0.4548704200178731,0.9187192118226601,concordant,concordant,0.01700553261170129,-0.01508141123029938
E02000196,Croydon,5,4,26.273647129542077,24.416559833506764,446.0,376.0,0.4537131230925738,0.3825025432349949,-0.0712105798575788,-1.8570872960353135,192.0,222.0,526,551,1077,414.0,39.57660167130919,-30.0,36.50190114068441,225.0,248.0,563.0,625.0,1188.0,473.0,46.96969696969697,-23.0,39.96447602131439,256.0,214.0,470.0,50.867223769730735,42.0,46.46098003629764,301.0,261.0,562.0,66.12878787878788,40.0,48.16,98.0,297.0,199.0,7.0,59.0,7.393095298387777,3.4625748806299796,-2.0,92.0,15.26156410905714,1.699019963702355,0.4683257918552036,0.8207985143918292,0.4570048309178744,0.8712121212121212,divergent,divergent,-0.011320960937329205,0.050413606820292056
E02000197,Croydon,6,6,21.99235828568287,20.895488907319095,565.0,496.0,0.5747711088504578,0.5045778229908443,-0.0701932858596134,-1.096869378363774,166.0,336.0,804,697,1501,502.0,37.15922718187875,-170.0,20.64676616915423,118.0,346.0,552.0,666.0,1218.0,464.0,33.520525451559934,-228.0,21.3768115942029,266.0,565.0,831.0,100.126582278481,-299.0,38.1635581061693,232.0,364.0,596.0,69.33333333333333,-132.0,34.83483483483483,-274.0,112.0,386.0,-58.0,-38.0,-3.6387017303188145,0.7300454250486688,167.0,-235.0,-30.793248945147667,-3.328723271334468,0.3765941485371343,0.8880746169220519,0.4377358490566038,0.8702791461412152,concordant,concordant,0.06114170051946949,-0.017795470780836764
E02000198,Croydon,4,2,29.828975247831476,31.283496550137997,366.0,166.0,0.3723296032553408,0.1688708036622584,-0.2034587995930824,1.4545213023065209,403.0,163.0,763,732,1495,566.0,43.93913043478261,240.0,52.8178243774574,409.0,188.0,714.0,655.0,1369.0,597.0,56.16654492330168,221.0,57.2829131652661,429.0,251.0,680.0,72.02608695652174,178.0,58.606557377049185,357.0,178.0,535.0,46.41782322863404,179.0,54.50381679389314,451.0,534.0,83.0,-19.0,31.0,12.227414488519067,4.465088787808703,1.0,-145.0,-25.608263727887696,-4.102740583156049,0.45425361155698235,0.8334448160535117,0.5273851590106007,0.8268809349890431,concordant,concordant,0.07313154745361833,-0.006563881064468591
E02000199,Croydon,6,5,23.255173858837487,21.93459211603696,526.0,459.0,0.5350966429298067,0.4669379450661241,-0.0681586978636826,-1.3205817428005275,128.0,334.0,650,597,1247,462.0,34.28388131515638,-206.0,19.692307692307693,115.0,365.0,561.0,671.0,1232.0,480.0,34.070616883116884,-250.0,20.499108734402853,183.0,471.0,654.0,69.12028869286287,-288.0,30.65326633165829,239.0,409.0,648.0,79.34334415584415,-170.0,35.61847988077496,-151.0,170.0,321.0,-44.0,18.0,-0.21326443203949452,0.8068010420951595,118.0,-6.0,10.223055462981279,4.9652135491166725,0.41397849462365593,0.8949478748997595,0.425531914893617,0.9155844155844156,concordant,concordant,0.01155342026996109,0.020636540684656146
E02000200,Croydon,5,4,27.57531253195081,26.746037568689022,419.0,307.0,0.4262461851475076,0.3123092573753815,-0.1139369277721261,-0.8292749632617884,277.0,417.0,858,794,1652,694.0,69.92070217917676,-140.0,32.28438228438228,296.0,328.0,806.0,751.0,1557.0,624.0,62.355812459858704,-32.0,36.72456575682382,256.0,443.0,699.0,68.64891041162228,-187.0,32.241813602015114,323.0,343.0,666.0,71.15542710340398,-20.0,43.00932090545938,174.0,467.0,293.0,108.0,-70.0,-7.564889719318053,4.440183472441539,167.0,-33.0,2.506516691781698,10.767507303444269,0.49820531227566406,0.8432203389830508,0.48372093023255813,0.8285163776493256,concordant,concordant,-0.014484382043105926,-0.014703961333725202
E02000201,Croydon,3,2,35.644580713681925,32.375662321882245,208.0,139.0,0.2115971515768057,0.1414038657171922,-0.0701932858596134,-3.26891839179968,588.0,95.0,847,646,1493,683.0,37.4146014735432,493.0,69.42148760330579,429.0,105.0,624.0,684.0,1308.0,534.0,34.43807339449541,324.0,68.75,450.0,137.0,587.0,41.2926992632284,313.0,69.65944272445822,485.0,121.0,606.0,44.866207951070336,364.0,70.90643274853801,356.0,419.0,63.0,-169.0,-149.0,-2.976528079047789,-0.6714876033057919,51.0,19.0,3.5735086878419366,1.2469900240797926,0.5377952755905512,0.8506363027461487,0.46842105263157896,0.8715596330275229,concordant,concordant,-0.06937422295897222,0.020923330281374275
E02000202,Croydon,7,5,17.964405222274216,21.210436688881092,679.0,484.0,0.6907426246185148,0.4923702950152594,-0.1983723296032553,3.246031466606876,91.0,508.0,632,678,1310,599.0,35.28854961832061,-417.0,14.39873417721519,50.0,484.0,594.0,711.0,1305.0,534.0,18.544061302681992,-434.0,8.417508417508419,123.0,494.0,617.0,46.383206106870226,-371.0,18.141592920353983,171.0,520.0,691.0,68.13793103448276,-349.0,24.050632911392405,-227.0,146.0,373.0,-17.0,-65.0,-16.744488315638616,-5.981225759706771,22.0,74.0,21.754724927612536,5.909039991038423,0.4925986842105263,0.9282442748091603,0.4359183673469388,0.9386973180076629,concordant,concordant,-0.05668031686358754,0.010453043198502598
E02000203,Croydon,4,2,30.1595201406022,31.876307135728545,360.0,153.0,0.3662258392675483,0.155645981688708,-0.2105798575788403,1.7167869951263413,394.0,154.0,742,622,1364,548.0,44.483870967741936,240.0,53.09973045822103,340.0,200.0,601.0,765.0,1366.0,540.0,49.780380673499266,140.0,56.57237936772047,335.0,185.0,520.0,45.436217008797655,150.0,53.85852090032154,418.0,173.0,591.0,52.9385065885798,245.0,54.64052287581699,355.0,472.0,117.0,-100.0,-8.0,5.29650970575733,3.4726489094994406,95.0,71.0,7.502289579782143,0.7820019754954544,0.5131086142322098,0.782991202346041,0.47745358090185674,0.8279648609077599,concordant,concordant,-0.035655033330353025,0.044973658561718866
E02000204,Croydon,6,5,21.204372720314662,23.33938686357534,587.0,410.0,0.5971515768056969,0.4170905391658189,-0.1800610376398779,2.135014143260676,193.0,409.0,874,720,1594,602.0,49.52132998745295,-216.0,22.08237986270023,165.0,401.0,615.0,735.0,1350.0,566.0,49.01111111111111,-236.0,26.82926829268293,252.0,582.0,834.0,92.01003764115433,-330.0,35.0,249.0,357.0,606.0,65.84666666666666,-108.0,33.87755102040816,-170.0,186.0,356.0,-20.0,-36.0,-0.5102188763418383,4.7468884299827,222.0,-228.0,-26.163370974487663,-1.1224489795918373,0.4192200557103064,0.9008782936010038,0.48293515358361777,0.8681481481481481,concordant,concordant,0.06371509787331137,-0.032730145452855686
E02000206,Croydon,4,2,31.63753758884579,32.66016979062812,322.0,131.0,0.3275686673448627,0.1332655137334689,-0.1943031536113937,1.0226322017823255,555.0,261.0,990,976,1966,816.0,73.68006103763987,294.0,56.060606060606055,409.0,195.0,822.0,811.0,1633.0,604.0,48.83955909369259,214.0,49.75669099756691,520.0,253.0,773.0,66.91759918616481,267.0,53.278688524590166,464.0,245.0,709.0,69.61420698101654,219.0,57.21331689272503,448.0,536.0,88.0,-80.0,-212.0,-24.84050194394728,-6.303915063039142,-48.0,-64.0,2.6966077948517295,3.9346283681348666,0.513530522341095,0.8082400813835199,0.46001523229246,0.8040416411512553,concordant,concordant,-0.05351529004863498,-0.004198440232264566
E02000207,Croydon,3,3,33.02746268140904,28.9408804206418,283.0,232.0,0.2878942014242115,0.2360122075279755,-0.0518819938962359,-4.086582260767241,467.0,83.0,645,725,1370,550.0,28.29270072992701,384.0,72.40310077519379,399.0,60.0,573.0,579.0,1152.0,459.0,20.78125,339.0,69.63350785340315,590.0,67.0,657.0,28.854014598540147,523.0,81.37931034482759,456.0,87.0,543.0,34.4375,369.0,78.75647668393782,176.0,347.0,171.0,-45.0,-91.0,-7.5114507299270095,-2.7695929217906468,-154.0,-114.0,5.583485401459853,-2.6228336608897678,0.45567522783761394,0.881021897810219,0.45808383233532934,0.8697916666666666,concordant,concordant,0.0024086044977154053,-0.011230231143552372
E02000208,Croydon,3,1,34.30410638304392,37.00035305719921,249.0,49.0,0.2533062054933876,0.0498474059003051,-0.2034587995930824,2.69624667415529,1036.0,150.0,1331,1040,2371,1186.0,65.54196541543652,886.0,77.83621337340345,665.0,118.0,861.0,1047.0,1908.0,783.0,41.12683438155136,547.0,77.23577235772358,810.0,193.0,1003.0,65.93420497680303,617.0,77.88461538461539,866.0,123.0,989.0,55.827044025157235,743.0,82.71251193887296,773.0,773.0,0.0,-339.0,-403.0,-24.41513103388516,-0.600441015679877,126.0,-14.0,-10.107160951645795,4.827896554257578,0.5417999086340795,0.9232391396035428,0.44187358916478553,0.9287211740041929,concordant,concordant,-0.09992631946929392,0.005482034400650093
E02000209,Croydon,5,4,26.078018300451628,25.654668953687825,449.0,342.0,0.45676500508647,0.3479145473041709,-0.108850457782299,-0.4233493467638034,235.0,311.0,631,708,1339,546.0,54.58177744585512,-76.0,37.24247226624406,254.0,240.0,523.0,630.0,1153.0,494.0,52.870771899392885,14.0,48.565965583174,333.0,309.0,642.0,76.84615384615384,24.0,47.03389830508475,360.0,194.0,554.0,60.5724197745013,166.0,57.14285714285714,73.0,307.0,234.0,90.0,-52.0,-1.711005546462232,11.323493316929941,142.0,-88.0,-16.27373407165254,10.108958837772391,0.4595959595959596,0.8872292755787902,0.4713740458015267,0.9089332176929749,divergent,concordant,0.011778086205567084,0.021703942114184693
E02000210,Croydon,7,6,19.291186922984355,18.30019387036167,634.0,587.0,0.6449643947100712,0.5971515768056969,-0.0478128179043743,-0.9909930526226844,124.0,386.0,595,588,1183,510.0,40.459847844463226,-262.0,20.840336134453786,120.0,308.0,576.0,513.0,1089.0,428.0,33.93939393939394,-188.0,20.833333333333336,144.0,448.0,592.0,54.532544378698226,-304.0,24.489795918367346,187.0,421.0,608.0,72.29292929292929,-234.0,36.45224171539961,-120.0,165.0,285.0,74.0,-82.0,-6.520453905069289,-0.007002801120449931,70.0,16.0,17.76038491423106,11.962445797032263,0.4627949183303085,0.9315300084530854,0.41312741312741313,0.9513314967860422,concordant,concordant,-0.04966750520289537,0.019801488332956807
E02000211,Croydon,9,9,11.374527161625,10.669117249846533,858.0,839.0,0.8728382502543235,0.8535096642929807,-0.0193285859613427,-0.7054099117784691,73.0,223.0,371,355,726,296.0,22.422865013774103,-150.0,19.67654986522911,77.0,211.0,421.0,369.0,790.0,288.0,20.565822784810127,-134.0,18.28978622327791,101.0,273.0,374.0,37.97933884297521,-172.0,28.450704225352112,116.0,303.0,419.0,44.49113924050633,-187.0,31.43631436314363,-154.0,62.0,216.0,16.0,-8.0,-1.8570422289639765,-1.3867636419511982,-15.0,45.0,6.511800397531118,2.985610137791518,0.4417910447761194,0.9228650137741047,0.4073550212164074,0.8949367088607595,concordant,concordant,-0.03443602355971204,-0.027928304913345192
E02000212,Croydon,4,3,29.527263739293677,29.82695001103509,375.0,206.0,0.3814852492370295,0.2095625635808748,-0.1719226856561546,0.2996862717414146,475.0,182.0,888,734,1622,657.0,53.2983970406905,293.0,53.490990990990994,288.0,122.0,584.0,700.0,1284.0,410.0,27.364485981308412,166.0,49.31506849315068,395.0,246.0,641.0,59.9075215782984,149.0,53.81471389645777,437.0,157.0,594.0,53.43380062305296,280.0,62.42857142857143,150.0,313.0,163.0,-127.0,-247.0,-25.93391105938209,-4.175922497840311,131.0,-47.0,-6.47372095524544,8.613857532113663,0.5061633281972265,0.8002466091245376,0.40836653386454186,0.7819314641744548,concordant,concordant,-0.09779679433268468,-0.018315144950082796
E02000213,Croydon,2,1,37.81096726101978,38.76390809669992,170.0,37.0,0.17293997965412,0.0376398779247202,-0.1353001017293997,0.9529408356801384,1050.0,30.0,1168,995,2163,1080.0,14.563106796116504,1020.0,89.8972602739726,986.0,41.0,1104.0,1146.0,2250.0,1027.0,17.967111111111112,945.0,89.31159420289855,941.0,61.0,1002.0,26.53767914932963,880.0,94.57286432160804,1067.0,40.0,1107.0,18.968888888888888,1027.0,93.10645724258288,1010.0,1010.0,0.0,-75.0,-53.0,3.4040043149946086,-0.5856660710740584,147.0,105.0,-7.568790260440743,-1.46640707902516,0.5187319884726225,0.9625520110957004,0.48125585754451733,0.9484444444444444,concordant,concordant,-0.037476130928105145,-0.01410756665125601
E02000214,Croydon,9,9,12.692027490378448,10.980857277142407,816.0,831.0,0.8301119023397762,0.8453713123092573,0.0152594099694811,-1.7111702132360378,20.0,301.0,317,367,684,321.0,8.801169590643275,-281.0,6.309148264984227,26.0,226.0,351.0,275.0,626.0,252.0,9.38658146964856,-200.0,7.4074074074074066,41.0,289.0,330.0,17.323099415204677,-248.0,11.1716621253406,25.0,308.0,333.0,12.300319488817893,-283.0,9.090909090909092,-194.0,27.0,221.0,81.0,-69.0,0.5854118790052851,1.0982591424231796,-35.0,3.0,-5.022779926386784,-2.080753034431508,0.4930875576036866,0.9517543859649122,0.4307692307692308,0.9345047923322684,concordant,concordant,-0.06231832683445582,-0.01724959363264389
E02000215,Croydon,6,5,23.67688194713824,23.594019057358,505.0,398.0,0.513733468972533,0.4048830111902339,-0.108850457782299,-0.082862889780241,482.0,577.0,1334,1104,2438,1059.0,114.0746513535685,-95.0,36.13193403298351,334.0,456.0,1063.0,995.0,2058.0,790.0,74.00583090379008,-122.0,31.420507996237063,477.0,775.0,1252.0,151.6304347826087,-298.0,43.20652173913043,485.0,622.0,1107.0,146.5840621963071,-137.0,48.743718592964825,-4.0,398.0,402.0,-27.0,-269.0,-40.068820449778414,-4.711426036746445,161.0,-145.0,-5.046372586301601,5.537196853834395,0.4582431847684985,0.9479081214109926,0.4164470216130733,0.9217687074829932,concordant,concordant,-0.041796163155425226,-0.026139413927999344
E02000216,Croydon,9,8,13.295774869100624,13.455914982678983,788.0,750.0,0.8016276703967447,0.762970498474059,-0.0386571719226856,0.1601401135783593,28.0,419.0,560,526,1086,447.0,10.802946593001842,-391.0,5.0,39.0,341.0,446.0,489.0,935.0,380.0,14.223529411764703,-302.0,8.74439461883408,60.0,493.0,553.0,27.23756906077348,-433.0,11.40684410646388,88.0,389.0,477.0,36.61176470588235,-301.0,17.995910020449898,-191.0,62.0,253.0,89.0,-67.0,3.4205828187628615,3.7443946188340806,132.0,-76.0,9.37419564510887,6.589065913986017,0.447,0.9208103130755064,0.44340723453908987,0.9165775401069519,concordant,concordant,-0.003592765460910141,-0.00423277296855451
E02000217,Croydon,4,3,30.57095345891825,29.344598423127465,349.0,221.0,0.3550356052899288,0.224821973550356,-0.1302136317395727,-1.2263550357907853,707.0,139.0,1212,811,2023,846.0,48.57785467128028,568.0,58.333333333333336,540.0,158.0,958.0,867.0,1825.0,698.0,46.75068493150685,382.0,56.36743215031316,546.0,278.0,824.0,75.03114186851211,268.0,67.32429099876695,564.0,250.0,814.0,77.26027397260275,314.0,65.05190311418684,378.0,577.0,199.0,-186.0,-148.0,-1.8271697397734314,-1.9659011830201791,46.0,-10.0,2.2291321040906382,-2.2723878845801124,0.5065868263473053,0.8255066732575383,0.46164021164021163,0.8284931506849315,concordant,concordant,-0.04494661470709371,0.0029864774273931083
E02000218,Croydon,5,5,25.673075853463857,22.906992338293794,457.0,427.0,0.4649033570701933,0.4343845371312309,-0.0305188199389623,-2.766083515170063,149.0,139.0,320,349,669,288.0,30.95814648729447,10.0,46.5625,183.0,78.0,304.0,272.0,576.0,261.0,24.78125,105.0,60.19736842105263,163.0,122.0,285.0,29.724962630792227,41.0,46.70487106017192,171.0,105.0,276.0,31.171875,66.0,62.86764705882353,51.0,147.0,96.0,95.0,-27.0,-6.176896487294471,13.63486842105263,25.0,-9.0,1.446912369207773,16.16277599865161,0.5026178010471204,0.8565022421524664,0.4860335195530726,0.9322916666666666,concordant,concordant,-0.01658428149404778,0.07578942451420023
E02000219,Croydon,10,10,9.557111806141036,9.19818679145795,904.0,887.0,0.9196337741607324,0.9023397761953204,-0.0172939979654119,-0.358925014683086,0.0,293.0,339,374,713,293.0,0.0,-293.0,0.0,0.0,206.0,366.0,266.0,632.0,206.0,0.0,-206.0,0.0,0.0,287.0,287.0,0.0,-287.0,0.0,0.0,290.0,290.0,0.0,-290.0,0.0,-219.0,0.0,219.0,87.0,-87.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.5051724137931034,0.8134642356241234,0.4153225806451613,0.7848101265822784,concordant,concordant,-0.0898498331479421,-0.028654109041844955
E02000220,Croydon,5,3,28.24847034510677,27.664538984296076,402.0,281.0,0.4089521871820956,0.2858596134282807,-0.1230925737538148,-0.5839313608106949,791.0,409.0,1424,1125,2549,1200.0,126.9199686151432,382.0,55.54775280898876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,525.0,1148.0,128.31502550019616,98.0,55.37777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382.0,-1200.0,-126.9199686151432,-55.54775280898876,-98.0,-1148.0,-128.31502550019616,-55.37777777777778,0.5110732538330494,0.9211455472734406,0.5,0.0,concordant,zero,-0.011073253833049357,-0.9211455472734406
E02000221,Croydon,4,3,29.349014750509163,27.744066473176662,379.0,275.0,0.3855544252288911,0.2797558494404883,-0.1057985757884028,-1.6049482773324968,461.0,99.0,684,610,1294,560.0,35.26970633693972,362.0,67.39766081871345,418.0,95.0,655.0,508.0,1163.0,513.0,34.14445399828031,323.0,63.81679389312978,403.0,124.0,527.0,38.618238021638334,279.0,66.06557377049181,339.0,108.0,447.0,31.480653482373175,231.0,66.73228346456693,345.0,455.0,110.0,-39.0,-47.0,-1.1252523386594078,-3.5808669255836705,-48.0,-80.0,-7.137584539265159,0.6667096940751236,0.515179392824287,0.8400309119010819,0.534375,0.825451418744626,concordant,concordant,0.019195607175713003,-0.014579493156455903
E02000222,Croydon,7,8,18.5529052477506,15.011405623471884,657.0,703.0,0.6683621566632757,0.7151576805696847,0.0467955239064089,-3.5414996242787176,286.0,285.0,773,644,1417,571.0,57.522935779816514,1.0,36.99870633893919,267.0,195.0,650.0,477.0,1127.0,462.0,46.19787045252884,72.0,41.07692307692308,319.0,432.0,751.0,97.25335215243472,-113.0,49.53416149068323,236.0,345.0,581.0,72.24489795918367,-109.0,49.47589098532495,-109.0,144.0,253.0,71.0,-109.0,-11.325065327287675,4.078216737983887,4.0,-170.0,-25.00845419325104,-0.058270505358279934,0.4319213313161876,0.9329569513055752,0.4429530201342282,0.9254658385093167,divergent,divergent,0.01103168881804062,-0.00749111279625847
E02000223,Croydon,1,1,42.808619366861784,38.80256021188935,97.0,35.0,0.0986775178026449,0.0356052899287894,-0.0630722278738555,-4.006059154972434,519.0,0.0,556,549,1105,519.0,0.0,519.0,93.3453237410072,218.0,0.0,239.0,298.0,537.0,218.0,0.0,218.0,91.21338912133892,486.0,0.0,486.0,0.0,486.0,88.52459016393442,262.0,0.0,262.0,0.0,262.0,87.91946308724832,185.0,185.0,0.0,-301.0,-301.0,0.0,-2.131934619668286,-224.0,-224.0,0.0,-0.6051270766861023,0.5164179104477612,0.9095022624434389,0.45416666666666666,0.8938547486033519,concordant,concordant,-0.062251243781094534,-0.015647513840087002
