msoa11cd,ladnm,Wealth_Decile,Wealth_Decile_2019,IMD_2010,IMD_2019,IMD_Rank_2010,IMD_Rank_2019,IMD_Pctile_2010,IMD_Pctile_2019,IMD_Pctile_Change,IMD_Score_Change,Inflow_Wealthier_11,Outflow_Poorer_11,Total_Inflow_11,Total_Outflow_11,Total_Migration_11,CFI_Churn_11,CFI_Rate_11,Net_Cascade_11,Pct_Inflow_Wealthier_11,Inflow_Wealthier_21,Outflow_Poorer_21,Total_Inflow_21,Total_Outflow_21,Total_Migration_21,CFI_Churn_21,CFI_Rate_21,Net_Cascade_21,Pct_Inflow_Wealthier_21,Outflow_Wealthier_11,Inflow_Poorer_11,Counter_Churn_11,Counter_Rate_11,Net_Counter_11,Pct_Outflow_Wealthier_11,Outflow_Wealthier_21,Inflow_Poorer_21,Counter_Churn_21,Counter_Rate_21,Net_Counter_21,Pct_Outflow_Wealthier_21,Net_Cascade_21_alt,Inflow_Wealthier_21_alt,Outflow_Poorer_21_alt,Delta_Net_Cascade,Delta_CFI_Churn,Delta_CFI_Rate,Delta_Pct_Inflow_Wealthier,Delta_Net_Counter,Delta_Counter_Churn,Delta_Counter_Rate,Delta_Pct_Outflow_Wealthier,Cascade_Dominance_11,Cross_Decile_Share_11,Cascade_Dominance_21,Cross_Decile_Share_21,Sign_Concordance_11,Sign_Concordance_21,Delta_Cascade_Dominance,Delta_Cross_Decile_Share
E02000012,Barking and Dagenham,7,6,20.31549040554207,20.63216642107202,606.0,511.0,0.6164801627670397,0.5198372329603256,-0.096642929806714,0.3166760155299499,29.0,467.0,608,590,1198,496.0,11.304674457429048,-438.0,4.769736842105264,22.0,420.0,440.0,533.0,973.0,442.0,9.49640287769784,-398.0,5.0,86.0,549.0,635.0,39.41068447412354,-463.0,14.576271186440678,88.0,373.0,461.0,33.734840698869476,-285.0,16.51031894934334,-329.0,56.0,385.0,40.0,-54.0,-1.8082715797312083,0.23026315789473628,178.0,-174.0,-5.675843775254066,1.9340477629026616,0.4385499557913351,0.9440734557595993,0.4894795127353267,0.9280575539568345,concordant,concordant,0.050929556943991594,-0.016015901802764798
E02000013,Barking and Dagenham,2,1,37.172274852416095,36.09122608596511,181.0,60.0,0.1841302136317395,0.0610376398779247,-0.1230925737538148,-1.0810487664509836,305.0,72.0,567,546,1113,377.0,19.730458221024257,233.0,53.79188712522046,336.0,81.0,577.0,445.0,1022.0,417.0,26.63013698630137,255.0,58.23223570190641,364.0,125.0,489.0,40.880503144654085,239.0,66.66666666666666,294.0,98.0,392.0,28.19178082191781,196.0,66.06741573033707,381.0,381.0,0.0,22.0,40.0,6.8996787652771125,4.440348576685949,-43.0,-97.0,-12.688722322736275,-0.5992509363295824,0.4353348729792148,0.7780772686433064,0.515451174289246,0.7915851272015656,concordant,concordant,0.08011630131003122,0.0135078585582592
E02000014,Barking and Dagenham,2,1,36.7377620718996,36.55000135163235,191.0,54.0,0.1943031536113937,0.0549338758901322,-0.1393692777212614,-0.1877607202672422,377.0,102.0,655,625,1280,479.0,30.0421875,275.0,57.55725190839694,243.0,98.0,496.0,582.0,1078.0,341.0,22.09090909090909,145.0,48.99193548387097,355.0,183.0,538.0,50.75390625,172.0,56.8,410.0,125.0,535.0,47.5417439703154,285.0,70.44673539518901,296.0,296.0,0.0,-130.0,-138.0,-7.951278409090911,-8.565316424525975,113.0,-3.0,-3.2121622796845983,13.646735395189012,0.47099311701081614,0.79453125,0.3892694063926941,0.8126159554730983,concordant,concordant,-0.08172371061812206,0.01808470547309826
E02000015,Barking and Dagenham,1,1,44.54999939574243,39.60161035457348,74.0,26.0,0.0752797558494405,0.0264496439471007,-0.0488301119023397,-4.9483890411689515,582.0,0.0,676,590,1266,582.0,0.0,582.0,86.09467455621301,366.0,0.0,451.0,405.0,856.0,366.0,0.0,366.0,81.1529933481153,525.0,0.0,525.0,0.0,525.0,88.98305084745762,345.0,0.0,345.0,0.0,345.0,85.18518518518519,316.0,316.0,0.0,-216.0,-216.0,0.0,-4.941681208097705,-180.0,-180.0,0.0,-3.7978656622724287,0.5257452574525745,0.8744075829383886,0.5147679324894515,0.830607476635514,concordant,concordant,-0.01097732496312298,-0.043800106302874564
E02000016,Barking and Dagenham,2,2,39.3159271651902,33.661131007315696,148.0,104.0,0.150559511698881,0.1057985757884028,-0.0447609359104781,-5.654796157874507,537.0,199.0,1006,979,1985,736.0,53.835264483627206,338.0,53.37972166998012,580.0,215.0,1049.0,939.0,1988.0,795.0,62.72635814889336,365.0,55.29075309818875,639.0,238.0,877.0,76.61561712846347,401.0,65.27068437180796,582.0,276.0,858.0,80.80080482897384,306.0,61.980830670926515,290.0,575.0,285.0,27.0,59.0,8.891093665266155,1.9110314282086307,-95.0,-19.0,4.185187700510369,-3.2898537008814444,0.45629262244265345,0.8125944584382871,0.4809437386569873,0.8314889336016097,concordant,concordant,0.024651116214333857,0.018894475163322544
E02000017,Barking and Dagenham,5,3,26.361153281948692,27.270586768505,443.0,291.0,0.4506612410986775,0.2960325534079349,-0.1546286876907426,0.9094334865563064,101.0,630.0,771,920,1691,731.0,37.62862211709048,-529.0,13.09987029831388,129.0,456.0,569.0,716.0,1285.0,585.0,45.77743190661479,-327.0,22.671353251318106,243.0,637.0,880.0,91.53814311058544,-394.0,26.413043478260867,223.0,418.0,641.0,72.54007782101168,-195.0,31.14525139664804,-49.0,233.0,282.0,202.0,-146.0,8.148809789524307,9.571482953004226,199.0,-239.0,-18.99806528957376,4.7322079183871715,0.4537554314090627,0.9526907155529273,0.47716150081566067,0.9540856031128405,concordant,concordant,0.02340606940659795,0.0013948875599132382
E02000018,Barking and Dagenham,2,1,36.88907695613048,36.41188683602772,184.0,56.0,0.1871820956256358,0.056968463886063,-0.1302136317395727,-0.4771901201027617,423.0,112.0,810,735,1545,535.0,30.664077669902913,311.0,52.22222222222223,307.0,121.0,557.0,653.0,1210.0,428.0,30.7,186.0,55.11669658886894,478.0,198.0,676.0,61.258252427184466,280.0,65.03401360544217,436.0,133.0,569.0,47.92396694214876,303.0,66.7687595712098,380.0,380.0,0.0,-125.0,-107.0,0.035922330097086785,2.894474366646712,23.0,-107.0,-13.334285485035707,1.7347459657676296,0.44178364987613544,0.7838187702265372,0.4292878635907723,0.8239669421487603,concordant,concordant,-0.01249578628536313,0.040148171922223086
E02000019,Barking and Dagenham,3,2,33.570357300628324,32.065294026890015,270.0,149.0,0.2746693794506612,0.1515768056968464,-0.1230925737538148,-1.5050632737383085,199.0,254.0,526,610,1136,453.0,44.49471830985915,-55.0,37.832699619771866,233.0,157.0,660.0,473.0,1133.0,390.0,32.28684907325684,76.0,35.303030303030305,306.0,265.0,571.0,71.38204225352112,41.0,50.1639344262295,256.0,313.0,569.0,70.72197705207414,-57.0,54.12262156448203,153.0,299.0,146.0,131.0,-63.0,-12.207869236602313,-2.529669316741561,-98.0,-2.0,-0.660065201446983,3.958687138252529,0.4423828125,0.9014084507042254,0.40667361835245047,0.8464254192409533,divergent,divergent,-0.03570919414754953,-0.0549830314632721
E02000020,Barking and Dagenham,4,2,31.91231639068564,33.22273172595296,315.0,118.0,0.3204476093591047,0.1200406917599186,-0.2004069175991861,1.3104153352673222,212.0,423.0,762,688,1450,635.0,61.84551724137931,-211.0,27.821522309711288,222.0,360.0,709.0,692.0,1401.0,582.0,57.04496788008565,-138.0,31.31170662905501,203.0,481.0,684.0,67.34,-278.0,29.505813953488374,268.0,429.0,697.0,82.06423982869379,-161.0,38.72832369942196,206.0,363.0,157.0,73.0,-53.0,-4.800549361293662,3.4901843193437223,117.0,13.0,14.724239828693783,9.22250974593359,0.48142532221379836,0.9096551724137931,0.4550430023455825,0.9129193433261956,concordant,concordant,-0.026382319868215875,0.0032641709124024976
E02000021,Barking and Dagenham,4,2,30.252866915485832,31.823478887744592,356.0,158.0,0.3621566632756867,0.1607324516785351,-0.2014242115971516,1.57061197225876,144.0,401.0,809,670,1479,545.0,39.04259634888438,-257.0,17.79975278121137,159.0,286.0,529.0,536.0,1065.0,445.0,42.69859154929578,-127.0,30.056710775047257,203.0,585.0,788.0,80.29411764705883,-382.0,30.29850746268657,200.0,327.0,527.0,61.40845070422535,-127.0,37.3134328358209,65.0,252.0,187.0,130.0,-100.0,3.6559952004113967,12.256957993835886,255.0,-261.0,-18.885666942833474,7.014925373134329,0.4088522130532633,0.9012846517917512,0.45781893004115226,0.9126760563380282,concordant,concordant,0.04896671698788896,0.011391404546276962
E02000022,Barking and Dagenham,1,1,51.32951170886077,38.646125014415865,16.0,39.0,0.0162767039674465,0.039674465920651,0.0233977619532044,-12.6833866944449,608.0,0.0,734,694,1428,608.0,0.0,608.0,82.83378746594006,407.0,0.0,489.0,712.0,1201.0,407.0,0.0,407.0,83.23108384458078,585.0,0.0,585.0,0.0,585.0,84.29394812680115,606.0,0.0,606.0,0.0,606.0,85.1123595505618,367.0,367.0,0.0,-201.0,-201.0,0.0,0.39729637864071776,21.0,21.0,0.0,0.8184114237606508,0.509639564124057,0.8354341736694678,0.40177690029615004,0.8434637801831807,concordant,concordant,-0.10786266382790693,0.008029606513712872
E02000023,Barking and Dagenham,1,1,45.4978988336933,39.06830407275603,59.0,33.0,0.0600203458799593,0.0335707019328586,-0.0264496439471007,-6.42959476093727,414.0,0.0,543,528,1071,414.0,0.0,414.0,76.24309392265194,406.0,0.0,540.0,453.0,993.0,406.0,0.0,406.0,75.18518518518519,460.0,0.0,460.0,0.0,460.0,87.12121212121212,395.0,0.0,395.0,0.0,395.0,87.19646799116998,333.0,333.0,0.0,-8.0,-8.0,0.0,-1.0579087374667466,-65.0,-65.0,0.0,0.07525586995785716,0.47368421052631576,0.8160597572362278,0.5068664169787765,0.8066465256797583,concordant,concordant,0.03318220645246078,-0.009413231556469559
E02000024,Barnet,10,10,9.036841806222924,9.191532295006873,917.0,888.0,0.9328585961342828,0.9033570701932858,-0.0295015259409969,0.1546904887839471,0.0,450.0,658,503,1161,450.0,0.0,-450.0,0.0,0.0,466.0,637.0,508.0,1145.0,466.0,0.0,-466.0,0.0,0.0,603.0,603.0,0.0,-603.0,0.0,0.0,591.0,591.0,0.0,-591.0,0.0,-472.0,0.0,472.0,-16.0,16.0,0.0,0.0,12.0,-12.0,0.0,0.0,0.42735042735042733,0.9069767441860465,0.44087038789025546,0.9231441048034934,concordant,concordant,0.013519960539828124,0.016167360617446946
